complexity,accuracy
4.31966,4.298558
4.319661,4.298558
4.319659,4.298558
4.319659,4.298558
4.319659,4.2985573
4.31966,4.298558
4.319659,4.2985573
4.319659,4.298559
4.3196583,4.298559
4.3196583,4.298558
4.319659,4.298558
4.31966,4.2985573
4.317134,4.29607
4.317134,4.296071
4.317135,4.296071
4.317136,4.29607
4.317133,4.296069
4.317135,4.296071
4.317134,4.296071
4.317134,4.296072
4.317136,4.296072
4.317136,4.296071
4.317135,4.29607
4.317135,4.296071
4.3350887,4.313694
4.3350897,4.313696
4.335088,4.313695
4.3350897,4.313692
4.3350887,4.313696
4.3350887,4.313694
4.3350887,4.313694
4.3350887,4.313693
4.335088,4.313696
4.335088,4.313693
4.3350887,4.313692
4.3350887,4.313693
4.32203,4.300894
4.322031,4.300891
4.322032,4.300892
4.322031,4.300893
4.322031,4.300893
4.322031,4.300892
4.322032,4.300893
4.322032,4.300893
4.32203,4.300893
4.32203,4.300893
4.322032,4.300891
4.322032,4.300892
4.335556,4.314143
4.335555,4.314146
4.335556,4.314145
4.335555,4.314145
4.335555,4.314143
4.335556,4.314144
4.335556,4.314145
4.335556,4.314144
4.335556,4.314145
4.335555,4.314146
4.335556,4.314145
4.335555,4.314144
4.330266,4.3089647
4.330267,4.3089666
4.330268,4.3089666
4.330268,4.3089676
4.330267,4.3089666
4.330267,4.3089666
4.330267,4.3089666
4.330266,4.3089657
4.330267,4.3089676
4.330267,4.3089666
4.330267,4.3089676
4.330267,4.3089666
4.3332796,4.3119307
4.3332777,4.3119287
4.3332777,4.3119307
4.3332787,4.3119287
4.3332777,4.3119287
4.3332777,4.311927
4.3332787,4.3119297
4.3332777,4.3119287
4.3332777,4.3119297
4.3332796,4.311927
4.3332777,4.3119316
4.3332815,4.3119287
4.303521,4.282694
4.303522,4.282693
4.30352,4.282693
4.303522,4.282691
4.303522,4.282692
4.303522,4.282692
4.303521,4.282691
4.303522,4.282691
4.30352,4.282692
4.303521,4.282692
4.303522,4.28269
4.303521,4.282692
