complexity,accuracy
4.6411924,4.346698
4.640539,4.3462305
4.6420717,4.3472414
4.6393633,4.345463
4.642642,4.34766
4.641136,4.346631
4.6403885,4.346118
4.64132,4.3467493
4.639946,4.345832
4.640912,4.346484
4.6411867,4.346669
4.6414547,4.346838
4.643381,4.34811
4.6416664,4.3469887
4.6410723,4.3465614
4.642499,4.3474894
4.640732,4.3463364
4.643071,4.34791
4.6421013,4.3472347
4.640897,4.3464622
4.6420584,4.3472013
4.640192,4.345991
4.643998,4.348469
4.6424484,4.347459
4.6401453,4.3459606
4.6436224,4.3482265
4.6430073,4.347828
4.6396914,4.3456917
4.642086,4.3472376
4.641773,4.347026
4.640951,4.3464785
4.643958,4.348443
4.641041,4.3465996
4.6412086,4.3466787
4.641656,4.3469543
4.6435623,4.3481846
4.6402206,4.346056
4.641097,4.3465776
4.639967,4.3458796
4.641464,4.346878
4.64256,4.347554
4.6425323,4.347514
4.641528,4.346856
4.6409683,4.346508
4.64223,4.3473415
4.6412315,4.3466616
4.6416063,4.346922
4.643157,4.347972
4.642372,4.347418
4.642192,4.347291
4.6428967,4.3477535
4.638974,4.345196
4.6375933,4.344286
4.641142,4.346608
4.640888,4.3464756
4.6376257,4.344305
4.637949,4.344531
4.6421947,4.3472967
4.638625,4.3449593
4.6430416,4.3478785
4.6387787,4.3451385
4.6413174,4.346719
4.6381454,4.344696
4.6390333,4.34523
4.6405535,4.3462486
4.642171,4.3473043
4.6411276,4.346611
4.6413755,4.3468246
4.6376133,4.3443413
4.6398277,4.345752
4.640235,4.3460464
4.6388664,4.3451815
4.6373005,4.344124
4.6393967,4.345456
4.637107,4.3440113
4.636736,4.3437185
4.6346607,4.3423977
4.64007,4.34593
4.6368704,4.343836
4.637748,4.344411
4.64069,4.3463755
4.639185,4.345335
4.6378136,4.344495
4.6393185,4.3454094
4.637334,4.3440876
4.63758,4.344268
4.636031,4.343321
4.6384754,4.344884
4.636101,4.3433533
4.6384497,4.344845
4.6358976,4.3432055
4.6366644,4.3436766
4.640298,4.3461313
4.6365604,4.34361
4.636778,4.3438044
4.6351147,4.3426514
4.6363,4.343461
4.6329994,4.341385
4.6375637,4.3443165
4.6354504,4.3429127
