iteration,min_distance_to_curve,min_epsilon,min_beta,discriminative_need_gamma,population_init_gamma,complexity,accuracy,seed,kl_eb,eu_gamma,min_gnid,gnid_beta
17.0,0.0035293832239014,0.0006408176063623,1.4447236180904524,1.0,,4.037163974560974,3.7812946217100407,6,0.0456576365595096,0.2729465031701079,0.0009083972127793,1.4447236180904524
18.0,0.0055291549616675,0.0005601371624604,1.4447236180904524,1.0,,4.038787240695509,3.782498884626195,6,0.045572751813509,0.2731454278885597,0.0010748023782946,1.4447236180904524
19.0,0.0065208641059552,0.000501964460758,1.4517587939698493,1.0,,4.039930926517188,3.783347215705067,6,0.0455072145205767,0.2732865540926815,0.0010307719648194,1.4517587939698493
20.0,0.0054890487903358,0.0004580853912178,1.4517587939698493,1.0,,4.040760050031292,3.783962211352339,6,0.0454549693478579,0.2733895322028532,0.000905725019576,1.4517587939698493
21.0,0.0047177880859341,0.000425292978166,1.4517587939698493,1.0,,4.041379922945042,3.784421984415568,6,0.0454120577431764,0.2734669569935986,0.0008127696114208,1.4517587939698493
22.0,0.0041228457013412,0.0004000522397579,1.4517587939698493,1.0,,4.041858223300064,3.7847766878422746,6,0.0453758535954053,0.27352696732684,0.0007414841125977,1.4517587939698493
23.0,0.0036495735217531,0.0003800807942527,1.4517587939698493,1.0,,4.042238865838755,3.78505885335216,6,0.045344589564527,0.2735748785694571,0.0006851281998072,1.4517587939698493
24.0,0.0032620913451172,0.0003638775088032,1.4517587939698493,1.0,,4.042550685775119,3.785289844340401,6,0.0453170584581362,0.2736142058085113,0.0006392864393238,1.4517587939698493
25.0,0.0029365145099716,0.0003504358755764,1.4517587939698493,1.0,,4.042812877971251,3.785483889113227,6,0.0452924224711698,0.273647306492947,0.0006010238907671,1.4517587939698493
26.0,0.0026566988340662,0.0003390674620602,1.4517587939698493,1.0,,4.043038416181197,3.785650612680012,6,0.0452700899834187,0.2736757860230566,0.0005683579915706,1.4517587939698493
27.0,0.002411550744909,0.0003292916994558,1.4517587939698493,1.0,,4.0432362154169486,3.78579663644509,6,0.0452496352339659,0.2737007555423645,0.0005399260032429,1.4517587939698493
28.0,0.0021933134472961,0.0003207661347985,1.4517587939698493,1.0,,4.043412510147093,3.785926597285963,6,0.0452307455107844,0.2737229972228623,0.0005147738279894,1.4517587939698493
29.0,0.0019964649330237,0.0003132416709136,1.4517587939698493,1.0,,4.043571740793446,3.7860438029496546,6,0.0452131861598731,0.2737430712990312,0.0004922205868939,1.4517587939698493
30.0,0.0018170022311457,0.0003065334297543,1.4517587939698493,1.0,,4.043717129823717,3.7861506580133266,6,0.0451967772219309,0.2737613861394252,0.0004717708367549,1.4517587939698493
31.0,0.0016519715492455,0.0003005015055669,1.4517587939698493,1.0,,4.043851060311379,3.786248943890594,6,0.0451813777036602,0.2737782446569384,0.0004530569965502,1.4517587939698493
32.0,0.0014991564903303,0.0002950380559947,1.4517587939698493,1.0,,4.04397532766165,3.7863400051342264,6,0.045166874888753,0.2737938754267863,0.0004358011106843,1.4517587939698493
33.0,0.0013568690489792,0.0002900585049894,1.4517587939698493,1.0,,4.0440913091175865,3.786424874992367,6,0.0451531769916051,0.2738084538216518,0.0004197891136156,1.4517587939698493
34.0,0.0012238083745129,0.0002854954473454,1.4517587939698493,1.0,,4.044200079437779,3.786504361185069,6,0.0451402080384721,0.2738221165631115,0.0004048532618974,1.4517587939698493
35.0,0.001098965102007,0.0002812943521016,1.4517587939698493,1.0,,4.044302490977934,3.7865791053626623,6,0.0451279042401857,0.2738349718860048,0.0003908599608705,1.4517587939698493
36.0,0.0009815573411457,0.000277410481681,1.4517587939698493,1.0,,4.044399229993871,3.7866496249692254,6,0.045116211369587,0.2738471067483297,0.000377701195639,1.4517587939698493
37.0,0.0008709900612626,0.0002738066467821,1.4517587939698493,1.0,,4.04449085689304,3.786716343213728,6,0.0451050828213122,0.2738585920285379,0.0003652883997981,1.4517587939698493
38.0,0.0007668339334614,0.0002704515474444,1.4517587939698493,1.0,,4.044577835525818,3.7867796109053913,6,0.0450944781408393,0.273869486333478,0.0003535479952686,1.4517587939698493
39.0,0.0006688238343612,0.0002673185344607,1.4517587939698493,1.0,,4.044660554889392,3.786839722642332,6,0.0450843618825933,0.2738798388312899,0.0003424180953852,1.4517587939698493
40.0,0.000576882592753,0.0002643846790496,1.4517587939698493,1.0,,4.044739345486038,3.7868969290097976,6,0.0450747027054702,0.2738896913857153,0.0003318460319705,1.4517587939698493
41.0,0.000491184494258,0.0002616300728126,1.4517587939698493,1.0,,4.04481449182874,3.786951445894324,6,0.0450654726461373,0.2738990801774548,0.000321786477634,1.4517587939698493
42.0,0.0004122895716989,0.0002590373014144,1.4517587939698493,1.0,,4.044886242093003,3.787003461658413,6,0.0450566465310222,0.2739080369390115,0.000312200006837,1.4517587939698493
43.0,0.0003414080899119,0.0002565910487984,1.4517587939698493,1.0,,4.044954815592176,3.787053142685467,6,0.0450482015005317,0.2739165898916895,0.0003030519865124,1.4517587939698493
44.0,0.0002808785904403,0.0002542777975785,1.4517587939698493,1.0,,4.045020408550176,3.787100637655767,6,0.0450401166263563,0.2739247644499069,0.0002943117177011,1.4517587939698493
45.0,0.0002348056293562,0.0002520855980883,1.4517587939698493,1.0,,4.045083198521077,3.7871460808217137,6,0.0450323726066812,0.2739325837434911,0.0002859517698321,1.4517587939698493
46.0,0.0002089227516297,0.0002500038839734,1.4517587939698493,1.0,,4.045143347730081,3.7871895944935705,6,0.0450249515262471,0.2739400689993305,0.000277947462854,1.4517587939698493
47.0,0.0002073432427673,0.0002480233181537,1.4517587939698493,1.0,,4.045201005564461,3.7872312909093098,6,0.0450178366695091,0.2739472398170336,0.0002702764620917,1.4517587939698493
48.0,0.0002277669283283,0.0002461356575974,1.4517587939698493,1.0,,4.045256310409705,3.787271273634607,6,0.0450110123762602,0.2739541143675324,0.0002629184582347,1.4517587939698493
49.0,0.000262998829101,0.0002443336301252,1.4517587939698493,1.0,,4.045309390997732,3.787309638614717,6,0.0450044639302915,0.2739607095381483,0.000255854910905,1.4517587939698493
50.0,0.0003063487423561,0.0002426108200175,1.4517587939698493,1.0,,4.045360367405994,3.787346474977072,6,0.0449981774730127,0.2739670410423999,0.0002490688394343,1.4517587939698493
51.0,0.000353581083753,0.0002409615612711,1.4517587939698493,1.0,,4.045409351817822,3.7873818656617577,6,0.0449921399353722,0.2739731235079642,0.0002425446486908,1.4517587939698493
52.0,0.0004023378318144,0.0002393808389603,1.4517587939698493,1.0,,4.045456449127521,3.787415887936959,6,0.0449863389828,0.2739789705519528,0.0002362679812211,1.4517587939698493
53.0,0.0004513345554058,0.0002378641995202,1.4517587939698493,1.0,,4.045501757449198,3.7874486138391674,6,0.0449807629691548,0.2739845948492403,0.0002302255895992,1.4517587939698493
54.0,0.0004998635400673,0.0002364076705859,1.4517587939698493,1.0,,4.045545368568305,3.787480110564372,6,0.0449754008967393,0.2739900081970137,0.0002244052247768,1.4517587939698493
55.0,0.0005475300100152,0.0002350076907202,1.4517587939698493,1.0,,4.045587368359188,3.7875104408259457,6,0.0449702423803276,0.2739952215769692,0.0002187955375502,1.4517587939698493
56.0,0.0005941144067817,0.000233661048859,1.4517587939698493,1.0,,4.045627837180984,3.787539663187909,6,0.0449652776138417,0.2740002452155048,0.000213385991126,1.4517587939698493
57.0,0.0006394986936063,0.000232364832877,1.4517587939698493,1.0,,4.045666850257019,3.7875678323776913,6,0.0449604973388264,0.2740050886416894,0.0002081667833435,1.4517587939698493
58.0,0.000683625469219,0.0002311163864268,1.4517587939698493,1.0,,4.045704478038639,3.787594999579913,6,0.0449558928142433,0.274009760742573,0.0002031287773781,1.4517587939698493
59.0,0.000726474426892,0.0002299132730694,1.4517587939698493,1.0,,4.045740786552479,3.787621212711457,6,0.044951455787352,0.2740142698153894,0.0001982634400492,1.4517587939698493
60.0,0.0007680483284569,0.0002287532465679,1.4517587939698493,1.0,,4.045775837729382,3.787646516677743,6,0.0449471784656065,0.2740186236163045,0.0001935627868742,1.4517587939698493
61.0,0.0008083643923887,0.0002276342264195,1.4517587939698493,1.0,,4.045809689713412,3.787670953610048,6,0.0449430534895816,0.2740228294055065,0.000189019333192,1.4517587939698493
62.0,0.0008474488688853,0.0002265542776898,1.4517587939698493,1.0,,4.045842397149979,3.787694563084139,6,0.044939073906989,0.2740268939885776,0.0001846260506546,1.4517587939698493
63.0,0.0008853335488906,0.0002255115943094,1.4517587939698493,1.0,,4.0458740114525025,3.7877173823206594,6,0.044935233147851,0.2740308237542058,0.0001803763285118,1.4517587939698493
64.0,0.000922053478995,0.0002245044852194,1.4517587939698493,1.0,,4.045904581047958,3.7877394463681218,6,0.0449315250008924,0.2740346247083928,0.0001762639391194,1.4517587939698493
65.0,0.0009576454460269,0.0002235313627616,1.4517587939698493,1.0,,4.045934151601864,3.7877607882694897,6,0.0449279435911936,0.2740383025053717,0.0001722830071928,1.4517587939698493
66.0,0.0009921469632411,0.0002225907329363,1.4517587939698493,1.0,,4.045962766223827,3.787781439213509,6,0.0449244833591214,0.2740418624754902,0.0001684279823253,1.4517587939698493
67.0,0.0010255955891331,0.0002216811870389,1.4517587939698493,1.0,,4.045990465654832,3.787801428672075,6,0.0449211390405395,0.2740453096503273,0.0001646936144081,1.4517587939698493
68.0,0.0010580284702968,0.0002208013945799,1.4517587939698493,1.0,,4.046017288437799,3.787820784524799,6,0.0449179056482736,0.2740486487853147,0.0001610749315676,1.4517587939698493
69.0,0.0010894820369922,0.0002199500970294,1.4517587939698493,1.0,,4.0460432710726835,3.7878395331720967,6,0.0449147784547948,0.274051884380122,0.0001575672203307,1.4517587939698493
70.0,0.0011199918040582,0.0002191261024578,1.4517587939698493,1.0,,4.046068448157721,3.787857699637843,6,0.0449117529760703,0.2740550206970512,0.0001541660077174,1.4517587939698493
71.0,0.001149592244976,0.0002183282807235,1.4517587939698493,1.0,,4.046092852518036,3.7878753076627714,6,0.044908824956526,0.2740580617776628,0.0001508670450588,1.4517587939698493
72.0,0.0011783167170582,0.0002175555592279,1.4517587939698493,1.0,,4.0461165153229235,3.7878923797895023,6,0.0449059903550535,0.2740610114578359,0.0001512308600399,1.4517587939698493
73.0,0.0012061974226031,0.0002168069191144,1.4517587939698493,1.0,,4.04613946619302,3.787908937440171,6,0.0449032453319996,0.274063873381442,0.0001527871068841,1.4517587939698493
74.0,0.0012332653952138,0.0002160813917974,1.4517587939698493,1.0,,4.046161733298337,3.787925000987419,6,0.0449005862370687,0.2740666510127933,0.0001542965445865,1.4517587939698493
75.0,0.0012595505038096,0.0002153780558786,1.4517587939698493,1.0,,4.046183343448183,3.787940589819424,6,0.0448980095980766,0.2740693476480036,0.0001557610471656,1.4517587939698493
76.0,0.0012850814689071,0.0002146960342896,1.4517587939698493,1.0,,4.046204322173759,3.787955722399648,6,0.0448955121104891,0.2740719664253854,0.0001571823959222,1.4517587939698493
77.0,0.0013098858873881,0.000214034491643,1.4517587939698493,1.0,,4.046224693804238,3.7879704163218904,6,0.0448930906276893,0.2740745103349909,0.0001585622853328,1.4517587939698493
78.0,0.0013339902628765,0.0002133926318965,1.4517587939698493,1.0,,4.046244481536945,3.787984688360968,6,0.0448907421519157,0.274076982227389,0.0001599023284516,1.4517587939698493
79.0,0.0013574200398522,0.0002127696960766,1.4517587939698493,1.0,,4.04626370750227,3.787998554519701,6,0.0448884638258187,0.2740793848217598,0.0001612040618562,1.4517587939698493
80.0,0.0013801996399231,0.0002121649602508,1.4517587939698493,1.0,,4.0462823928237786,3.78801203007235,6,0.0448862529245889,0.274081720713378,0.0001624689502039,1.4517587939698493
81.0,0.0014023524993257,0.0002115777336324,1.4517587939698493,1.0,,4.046300557674069,3.788025129604984,6,0.0448841068486099,0.2740839923805455,0.0001636983904325,1.4517587939698493
82.0,0.0014239011067864,0.0002110073567674,1.4517587939698493,1.0,,4.046318221326652,3.7880378670530295,6,0.0448820231165976,0.2740862021910286,0.0001648937156403,1.4517587939698493
83.0,0.0014448670412597,0.0002104531999132,1.4517587939698493,1.0,,4.046335402204326,3.7880502557362146,6,0.0448799993591854,0.2740883524080461,0.0001660561986862,1.4517587939698493
84.0,0.0014652710091605,0.0002099146614677,1.4517587939698493,1.0,,4.046352117924307,3.7880623083912273,6,0.0448780333129239,0.2740904451958497,0.0001671870555275,1.4517587939698493
85.0,0.0014851328807567,0.000209391166512,1.4517587939698493,1.0,,4.04636838534039,3.788074037202211,6,0.044876122814661,0.2740924826249333,0.0001682874483159,1.4517587939698493
86.0,0.0015044717256136,0.0002088821654758,1.4517587939698493,1.0,,4.046384220582441,3.7880854538293054,6,0.0448742657962763,0.274094466676904,0.0001693584883043,1.4517587939698493
87.0,0.0015233058468543,0.0002083871328273,1.4517587939698493,1.0,,4.046399639093339,3.7880965694354,6,0.0448724602797408,0.2740963992490416,0.0001704012385345,1.4517587939698493
88.0,0.0015416528143008,0.0002079055658941,1.4517587939698493,1.0,,4.046414655663714,3.788107394711245,6,0.0448707043724809,0.2740982821585744,0.0001714167163632,1.4517587939698493
89.0,0.0015595294963136,0.0002074369837099,1.4517587939698493,1.0,,4.046429284464512,3.788117939899033,6,0.0448689962630226,0.2741001171466915,0.00017240589582,1.4517587939698493
90.0,0.0015769520903648,0.0002069809259629,1.4517587939698493,1.0,,4.046443539077625,3.7881282148145488,6,0.0448673342168971,0.274101905882314,0.0001733697098218,1.4517587939698493
91.0,0.0015939361524211,0.0002065369519821,1.4517587939698493,1.0,,4.046457432524763,3.7881382288680743,6,0.0448657165727887,0.2741036499656418,0.0001743090522436,1.4517587939698493
92.0,0.001610496624986,0.0002061046397767,1.4517587939698493,1.0,,4.046470977294577,3.788147991084028,6,0.0448641417389093,0.2741053509314929,0.0001752247798667,1.4517587939698493
93.0,0.0016266478639797,0.0002056835851521,1.4517587939698493,1.0,,4.046484185368287,3.7881575101195057,6,0.0448626081895824,0.2741070102524506,0.0001761177142121,1.4517587939698493
94.0,0.0016424036644225,0.0002052734008497,1.4517587939698493,1.0,,4.046497068243848,3.788166794281782,6,0.0448611144620241,0.2741086293418314,0.0001769886432576,1.4517587939698493
95.0,0.0016577772849107,0.0002048737157413,1.4517587939698493,1.0,,4.046509636958726,3.7881758515448087,6,0.0448596591533073,0.274110209556486,0.0001778383230657,1.4517587939698493
96.0,0.0016727814710594,0.0002044841740621,1.4517587939698493,1.0,,4.046521902111483,3.788184689564849,6,0.0448582409174959,0.2741117521994447,0.0001786674793098,1.4517587939698493
97.0,0.0016874284777899,0.0002041044347133,1.4517587939698493,1.0,,4.0465338738821295,3.788193315695194,6,0.0448568584629407,0.2741132585224181,0.0001794768087117,1.4517587939698493
98.0,0.0017017300906443,0.0002037341705554,1.4517587939698493,1.0,,4.04654556205141,3.7882017370001506,6,0.044855510549724,0.2741147297281615,0.0001802669804084,1.4517587939698493
99.0,0.0017156976460608,0.0002033730677383,1.4517587939698493,1.0,,4.046556976019007,3.788209960268256,6,0.0448541959872445,0.2741161669727116,0.0001810386372329,1.4517587939698493
100.0,0.0017293420507417,0.0002030208251482,1.4517587939698493,1.0,,4.046568124820853,3.788217992024752,6,0.0448529136319337,0.2741175713675049,0.000181792396929,1.4517587939698493
101.0,0.0017426738001022,0.000202677153747,1.4517587939698493,1.0,,4.046579017145463,3.7882258385434966,6,0.0448516623850955,0.2741189439813845,0.0001825288533012,1.4517587939698493
102.0,0.0017557029958338,0.0002023417760956,1.4517587939698493,1.0,,4.04658966134946,3.788233505858134,6,0.0448504411908616,0.2741202858425002,0.0001832485772989,1.4517587939698493
103.0,0.001768439362688,0.0002020144257511,1.4517587939698493,1.0,,4.046600065472269,3.788240999772823,6,0.0448492490342554,0.2741215979401121,0.0001839521180421,1.4517587939698493
104.0,0.0017808922644265,0.0002016948468122,1.4517587939698493,1.0,,4.046610237250077,3.788248325872301,6,0.0448480849393572,0.2741228812263001,0.0001846400038029,1.4517587939698493
105.0,0.0017930707190465,0.0002013827934388,1.4517587939698493,1.0,,4.046620184129068,3.788255489531487,6,0.0448469479675664,0.2741241366175866,0.0001853127429201,1.4517587939698493
106.0,0.0018049834133127,0.0002010780293895,1.4517587939698493,1.0,,4.046629913278016,3.7882624959246143,6,0.0448458372159529,0.2741253649964769,0.0001859708246778,1.4517587939698493
107.0,0.00181663871656,0.0002007803275979,1.4517587939698493,1.0,,4.046639431600202,3.7882693500338647,6,0.0448447518156937,0.2741265672129226,0.0001866147201362,1.4517587939698493
108.0,0.00182804469391,0.0002004894697499,1.4517587939698493,1.0,,4.046648745744781,3.7882760566576223,6,0.0448436909305894,0.2741277440857113,0.0001872448829166,1.4517587939698493
109.0,0.0018392091188241,0.0002002052459204,1.4517587939698493,1.0,,4.046657862117566,3.788282620418262,6,0.0448426537556555,0.2741288964037881,0.0001878617499467,1.4517587939698493
110.0,0.0018501394851107,0.0001999274541798,1.4517587939698493,1.0,,4.04666678689129,3.788289045769611,6,0.0448416395157853,0.274130024927512,0.0001884657421783,1.4517587939698493
111.0,0.0018608430183492,0.0001996559002527,1.4517587939698493,1.0,,4.046675526015354,3.788295337004012,6,0.0448406474644783,0.2741311303898511,0.0001890572652543,1.4517587939698493
112.0,0.0018713266868076,0.0001993903971788,1.4517587939698493,1.0,,4.046684085225127,3.7883014982590577,6,0.044839676882633,0.2741322134975194,0.0001896367101501,1.4517587939698493
113.0,0.0018815972118639,0.0001991307649932,1.4517587939698493,1.0,,4.04669247005079,3.788307533524012,6,0.0448387270773981,0.2741332749320595,0.0001902044537921,1.4517587939698493
114.0,0.0018916610779052,0.0001988768304382,1.4517587939698493,1.0,,4.046700685825735,3.788313446645878,6,0.0448377973810802,0.2741343153508737,0.0001907608596235,1.4517587939698493
115.0,0.0019015245418594,0.0001986284266436,1.4517587939698493,1.0,,4.046708737694619,3.788319241335266,6,0.0448368871501044,0.2741353353882051,0.0001913062781716,1.4517587939698493
116.0,0.0019111936422023,0.0001983853928848,1.4517587939698493,1.0,,4.046716630620978,3.7883249211718817,6,0.0448359957640244,0.2741363356560743,0.0001918410475619,1.4517587939698493
117.0,0.001920674207617,0.0001981475742793,1.4517587939698493,1.0,,4.0467243693945125,3.788330489609848,6,0.0448351226245806,0.2741373167451702,0.0001923654940222,1.4517587939698493
118.0,0.0019299718652614,0.0001979148215931,1.4517587939698493,1.0,,4.04673195863807,3.788335949982707,6,0.0448342671548026,0.2741382792257011,0.0001928799323642,1.4517587939698493
119.0,0.0019390920486279,0.0001976869909488,1.4517587939698493,1.0,,4.046739402814225,3.7883413055082458,6,0.0448334287981533,0.274139223648206,0.000193384666433,1.4517587939698493
120.0,0.0019480400051076,0.0001974639436168,1.4517587939698493,1.0,,4.046746706231639,3.788346559293083,6,0.0448326070177138,0.2741401505443276,0.0001938799895364,1.4517587939698493
121.0,0.0019568208031632,0.0001972455458308,1.4517587939698493,1.0,,4.046753873051081,3.788351714337006,6,0.0448318012954057,0.2741410604275527,0.0001943661848735,1.4517587939698493
122.0,0.001965439339233,0.0001970316685173,1.4517587939698493,1.0,,4.046760907291183,3.788356773537201,6,0.0448310111312489,0.274141953793916,0.0001948435259138,1.4517587939698493
123.0,0.0019739003443023,0.0001968221871456,1.4517587939698493,1.0,,4.046767812833956,3.7883617396922022,6,0.0448302360426536,0.2741428311226747,0.0001953122767824,1.4517587939698493
124.0,0.0019822083902109,0.0001966169815505,1.4517587939698493,1.0,,4.046774593430056,3.788366615505703,6,0.0448294755637448,0.2741436928769523,0.0001957726926139,1.4517587939698493
125.0,0.0019903678956502,0.0001964159356997,1.4517587939698493,1.0,,4.046781252703775,3.7883714035902183,6,0.0448287292447159,0.2741445395043529,0.0001962250199056,1.4517587939698493
126.0,0.0019983831319669,0.0001962189375687,1.4517587939698493,1.0,,4.046787794157892,3.7883761064705546,6,0.0448279966512128,0.2741453714375505,0.0001966694968378,1.4517587939698493
127.0,0.0020062582286419,0.0001960258789658,1.4517587939698493,1.0,,4.04679422117823,3.7883807265871265,6,0.0448272773637437,0.2741461890948501,0.0001971063535868,1.4517587939698493
128.0,0.0020139971785845,0.0001958366553666,1.4517587939698493,1.0,,4.046800537038063,3.7883852662991537,6,0.0448265709771163,0.2741469928807269,0.0001975358126308,1.4517587939698493
129.0,0.0020216038431884,0.0001956511657887,1.4517587939698493,1.0,,4.046806744902327,3.788389727887688,6,0.0448258770998985,0.2741477831863401,0.0001979580890365,1.4517587939698493
130.0,0.0020290819571842,0.000195469312621,1.4517587939698493,1.0,,4.046812847831637,3.788394113558553,6,0.0448251953539029,0.2741485603900263,0.0001983733907303,1.4517587939698493
131.0,0.0020364351332643,0.0001952910014984,1.4517587939698493,1.0,,4.0468188487861365,3.788398425445118,6,0.0448245253736938,0.2741493248577711,0.0001987819187626,1.4517587939698493
132.0,0.0020436668665435,0.0001951161411894,1.4517587939698493,1.0,,4.0468247506292006,3.788402665610965,6,0.0448238668061147,0.2741500769436609,0.000199183867562,1.4517587939698493
133.0,0.0020507805388061,0.0001949446434531,1.4517587939698493,1.0,,4.046830556130953,3.7884068360524488,6,0.044823219309836,0.2741508169903158,0.0001995794251723,1.4517587939698493
134.0,0.0020577794226143,0.0001947764229196,1.4517587939698493,1.0,,4.046836267971667,3.7884109387011655,6,0.0448225825549222,0.2741515453293045,0.0001999687734899,1.4517587939698493
135.0,0.0020646666852111,0.0001946113969924,1.4517587939698493,1.0,,4.046841888745007,3.788414975426278,6,0.0448219562224165,0.2741522622815419,0.0002003520884785,1.4517587939698493
136.0,0.0020714453922881,0.0001944494857441,1.4517587939698493,1.0,,4.0468474209611465,3.788418948036771,6,0.0448213400039434,0.2741529681576705,0.0002007295403876,1.4517587939698493
137.0,0.002078118511587,0.0001942906117875,1.4517587939698493,1.0,,4.046852867049738,3.788422858283624,6,0.0448207336013267,0.274153663258426,0.0002011012939515,1.4517587939698493
138.0,0.0020846889163761,0.0001941347001956,1.4517587939698493,1.0,,4.046858229362796,3.788426707861877,6,0.0448201367262242,0.274154347874988,0.0002014675085909,1.4517587939698493
139.0,0.0020911593887617,0.0001939816784028,1.4517587939698493,1.0,,4.046863510177429,3.7884304984126143,6,0.0448195490997768,0.2741550222893171,0.0002018283385909,1.4517587939698493
140.0,0.0020975326228835,0.0001938314761316,1.4517587939698493,1.0,,4.046868711698492,3.78843423152486,6,0.0448189704522717,0.2741556867744778,0.0002021839332907,1.4517587939698493
141.0,0.0021038112279827,0.0001936840252648,1.4517587939698493,1.0,,4.046873836061097,3.788437908737438,6,0.0448184005228188,0.2741563415949488,0.0002025344372487,1.4517587939698493
142.0,0.0021099977313422,0.0001935392598295,1.4517587939698493,1.0,,4.046878885333072,3.7884415315406823,6,0.0448178390590411,0.274156987006921,0.0002028799904193,1.4517587939698493
143.0,0.002116094581123,0.0001933971158209,1.4517587939698493,1.0,,4.046883861517259,3.788445101378194,6,0.044817285816776,0.274157623258584,0.0002032207282984,1.4517587939698493
144.0,0.0021221041490914,0.0001932575312447,1.4517587939698493,1.0,,4.046888766553812,3.788448619648385,6,0.0448167405597893,0.2741582505904013,0.0002035567820893,1.4517587939698493
145.0,0.0021280287332012,0.0001931204459449,1.4517587939698493,1.0,,4.046893602322287,3.7884520877060854,6,0.0448162030595001,0.2741588692353741,0.0002038882788369,1.4517587939698493
146.0,0.0021338705601472,0.0001929858015966,1.4517587939698493,1.0,,4.046898370643772,3.7884555068640218,6,0.0448156730947163,0.2741594794192961,0.0002042153415861,1.4517587939698493
148.0,0.0021453145073676,0.0001927236110604,1.4517587939698493,1.0,,4.04690771194953,3.7884622035296207,6,0.0448146349223237,0.2741606752725815,0.0002048566380161,1.4517587939698493
149.0,0.0021509207459539,0.0001925959566599,1.4517587939698493,1.0,,4.04691228830106,3.7884654834649303,6,0.0448141263070344,0.2741612613596476,0.0002051710989343,1.4517587939698493
150.0,0.0021564524684019,0.0001924705266871,1.4517587939698493,1.0,,4.046916803943752,3.78846871935837,6,0.0448136244114279,0.274161839821512,0.0002054815805746,1.4517587939698493
151.0,0.0021619115795242,0.0001923472709124,1.4517587939698493,1.0,,4.046921260434649,3.788471912332693,6,0.0448131290476308,0.2741624108514162,0.0002057881878781,1.4517587939698493
152.0,0.0021672999260583,0.000192226140564,1.4517587939698493,1.0,,4.046925659283179,3.788475063476394,6,0.0448126400337708,0.274162974636728,0.0002060910225186,1.4517587939698493
153.0,0.0021726192986046,0.0001921070882597,1.4517587939698493,1.0,,4.04693000195274,3.788478173844872,6,0.0448121571937752,0.2741635313591371,0.0002063901830123,1.4517587939698493
154.0,0.0021778714334679,0.0001919900679797,1.4517587939698493,1.0,,4.046934289862223,3.788481244461508,6,0.044811680357176,0.2741640811948408,0.0002066857648279,1.4517587939698493
