iteration,min_distance_to_curve,discriminative_need_gamma,population_init_gamma,complexity,accuracy
183.0,0.0095780680621639,10.0,100.0,2.9928093,2.7211833
184.0,0.0097395553454966,10.0,100.0,2.9929419,2.7212758
185.0,0.0099002464655492,10.0,100.0,2.993075,2.721366
186.0,0.0100576781516618,10.0,100.0,2.993205,2.721455
187.0,0.0102139918542286,10.0,100.0,2.9933338,2.7215438
188.0,0.0103674259167763,10.0,100.0,2.9934602,2.721631
189.0,0.010520137503468,10.0,100.0,2.9935865,2.721717
190.0,0.0106707480902585,10.0,100.0,2.9937105,2.7218027
191.0,0.0108214156544402,10.0,100.0,2.9938345,2.7218885
192.0,0.0106881911217402,10.0,100.0,2.9939594,2.721972
193.0,0.01054017154022,10.0,100.0,2.994081,2.7220564
194.0,0.0103921247016779,10.0,100.0,2.9942036,2.7221394
195.0,0.010244060134529,10.0,100.0,2.9943256,2.7222233
196.0,0.0100960135240503,10.0,100.0,2.9944482,2.7223063
197.0,0.009949130886035,10.0,100.0,2.9945698,2.7223887
198.0,0.009801862545411,10.0,100.0,2.9946918,2.7224712
199.0,0.0096549234235917,10.0,100.0,2.9948134,2.7225537
0.0,0.7170346427314045,10.0,1000.0,5.863166,2.7418242
1.0,0.082261668130256,10.0,1000.0,2.2935457,2.0803676
2.0,0.0515459816974517,10.0,1000.0,2.3456516,2.1646156
3.0,0.0409310637234192,10.0,1000.0,2.2972183,2.1393385
4.0,0.0333853604809104,10.0,1000.0,2.2754278,2.1295996
5.0,0.0300820097478332,10.0,1000.0,2.2722225,2.1316242
6.0,0.026837624376279,10.0,1000.0,2.275653,2.1376753
7.0,0.0252144650307928,10.0,1000.0,2.2813792,2.1448035
8.0,0.0263802053815471,10.0,1000.0,2.2876487,2.1518517
9.0,0.0226601765368956,10.0,1000.0,2.2943826,2.1589303
10.0,0.0227755016338628,10.0,1000.0,2.3052282,2.1692414
11.0,0.0210425760590825,10.0,1000.0,2.3346267,2.1951752
12.0,0.0199256826376585,10.0,1000.0,2.3913217,2.2443357
13.0,0.0183213587123706,10.0,1000.0,2.4376016,2.2842584
14.0,0.0186312157080303,10.0,1000.0,2.4579868,2.3017716
15.0,0.017592988703375,10.0,1000.0,2.466145,2.3088078
16.0,0.0175136753956761,10.0,1000.0,2.4701352,2.3122978
17.0,0.0171382402214024,10.0,1000.0,2.472587,2.314487
18.0,0.0172376951370524,10.0,1000.0,2.474369,2.3161082
19.0,0.0175510247842371,10.0,1000.0,2.4758077,2.3174334
20.0,0.0179844722574071,10.0,1000.0,2.477048,2.3185835
21.0,0.017827121900056,10.0,1000.0,2.4781604,2.319615
22.0,0.0172975105520959,10.0,1000.0,2.479185,2.3205652
23.0,0.0168900165652735,10.0,1000.0,2.4801588,2.321464
24.0,0.0165877528663366,10.0,1000.0,2.4811306,2.322351
25.0,0.0163880905420045,10.0,1000.0,2.482192,2.3233004
26.0,0.0163324620052231,10.0,1000.0,2.4835892,2.3245225
27.0,0.016455925721588,10.0,1000.0,2.4861383,2.3267002
28.0,0.0166633061387466,10.0,1000.0,2.4925985,2.332162
29.0,0.0155185521740286,10.0,1000.0,2.5106196,2.3473692
30.0,0.0141366807245,10.0,1000.0,2.5495062,2.380175
31.0,0.0124597335177679,10.0,1000.0,2.5974274,2.4203644
32.0,0.0111683624836985,10.0,1000.0,2.6321526,2.448977
33.0,0.0104200593035119,10.0,1000.0,2.6546154,2.467073
34.0,0.0217405222847173,10.0,1000.0,2.672597,2.481382
35.0,0.0091265846119981,10.0,1000.0,2.6885505,2.494032
36.0,0.0198967031003474,10.0,1000.0,2.7019296,2.5046306
37.0,0.01073192136827,10.0,1000.0,2.712151,2.5127363
38.0,0.0085289442272063,10.0,1000.0,2.7194934,2.5185785
39.0,0.012205258543867,10.0,1000.0,2.7246847,2.5227323
40.0,0.0160734664878548,10.0,1000.0,2.7284136,2.525733
41.0,0.0175603661862247,10.0,1000.0,2.7311687,2.5279632
42.0,0.0151102585512474,10.0,1000.0,2.7332687,2.529666
43.0,0.0132615386610674,10.0,1000.0,2.734911,2.5309992
44.0,0.0118425413213738,10.0,1000.0,2.736229,2.5320692
45.0,0.0107369299835172,10.0,1000.0,2.7373133,2.5329485
46.0,0.0098602743044717,10.0,1000.0,2.738234,2.533691
47.0,0.0091466519162754,10.0,1000.0,2.739046,2.5343437
48.0,0.0085444426751902,10.0,1000.0,2.7398076,2.5349503
49.0,0.0080136318404949,10.0,1000.0,2.7405806,2.5355606
50.0,0.0075328116267725,10.0,1000.0,2.7414432,2.5362387
51.0,0.0071356539359155,10.0,1000.0,2.7425108,2.5370708
52.0,0.0069930777660611,10.0,1000.0,2.7439413,2.5381813
53.0,0.0075658035997037,10.0,1000.0,2.7459583,2.5397425
54.0,0.0095891529947567,10.0,1000.0,2.7488532,2.5419817
55.0,0.013683561902922,10.0,1000.0,2.752963,2.5451603
56.0,0.0149712242547782,10.0,1000.0,2.758582,2.5495057
57.0,0.0076827885557046,10.0,1000.0,2.765798,2.5550852
58.0,0.008838596529022,10.0,1000.0,2.7743063,2.5616617
59.0,0.0118677996424844,10.0,1000.0,2.7833762,2.5686674
60.0,0.0054814269868612,10.0,1000.0,2.7920866,2.5753822
61.0,0.0114909053880248,10.0,1000.0,2.7997289,2.5812645
62.0,0.0131778270693716,10.0,1000.0,2.8060684,2.5861378
63.0,0.0073960769459648,10.0,1000.0,2.8112645,2.5901227
64.0,0.004594638096437,10.0,1000.0,2.8156424,2.5934715
65.0,0.0065015462068323,10.0,1000.0,2.8195329,2.5964355
66.0,0.0102958375936349,10.0,1000.0,2.8232021,2.5992155
67.0,0.0145311292264853,10.0,1000.0,2.826849,2.6019578
68.0,0.0190040634494647,10.0,1000.0,2.8305998,2.6047616
69.0,0.0142413803716889,10.0,1000.0,2.8345194,2.607676
70.0,0.0094233110546169,10.0,1000.0,2.838605,2.6106992
71.0,0.0050691350142165,10.0,1000.0,2.842791,2.6137834
72.0,0.0040777923221672,10.0,1000.0,2.8469572,2.6168404
73.0,0.0076233855746981,10.0,1000.0,2.850955,2.6197624
74.0,0.0118241715316858,10.0,1000.0,2.8546438,2.6224465
75.0,0.0125728903531195,10.0,1000.0,2.8579283,2.6248245
76.0,0.0092519926998225,10.0,1000.0,2.8607664,2.6268678
77.0,0.00659098540563,10.0,1000.0,2.8631697,2.6285906
78.0,0.0046536362875026,10.0,1000.0,2.8651848,2.6300259
79.0,0.003585331879664,10.0,1000.0,2.86687,2.6312237
80.0,0.0034787975131098,10.0,1000.0,2.86829,2.6322274
81.0,0.0040257966723452,10.0,1000.0,2.869494,2.6330767
82.0,0.0048162693116388,10.0,1000.0,2.8705277,2.6338053
83.0,0.0056434144562113,10.0,1000.0,2.8714242,2.6344376
84.0,0.0064362588687544,10.0,1000.0,2.872211,2.634994
85.0,0.0071752079301745,10.0,1000.0,2.8729095,2.6354876
86.0,0.0078570881874257,10.0,1000.0,2.8735347,2.635932
87.0,0.0084863667552114,10.0,1000.0,2.8740997,2.6363363
88.0,0.0090671120608237,10.0,1000.0,2.8746138,2.6367035
89.0,0.0096053345805206,10.0,1000.0,2.8750844,2.6370435
90.0,0.0101078866021055,10.0,1000.0,2.8755198,2.6373596
91.0,0.0105776524702105,10.0,1000.0,2.875924,2.6376534
92.0,0.0110194122748459,10.0,1000.0,2.8763018,2.637929
93.0,0.011436950365867,10.0,1000.0,2.8766565,2.6381907
94.0,0.0118313448814704,10.0,1000.0,2.8769898,2.6384382
95.0,0.0122067103195817,10.0,1000.0,2.877306,2.6386728
96.0,0.0125653164757105,10.0,1000.0,2.8776073,2.638896
97.0,0.012907613274155,10.0,1000.0,2.8778934,2.6391106
98.0,0.0132357072769654,10.0,1000.0,2.8781667,2.6393166
99.0,0.013550820299135,10.0,1000.0,2.8784285,2.6395144
100.0,0.0138555074748019,10.0,1000.0,2.8786812,2.6397052
101.0,0.0141489646821341,10.0,1000.0,2.878923,2.6398916
102.0,0.0142397017222582,10.0,1000.0,2.8791575,2.640069
103.0,0.0139603460867209,10.0,1000.0,2.8793836,2.6402416
104.0,0.0136887836554326,10.0,1000.0,2.879603,2.64041
105.0,0.0134255931161977,10.0,1000.0,2.8798156,2.6405735
106.0,0.0131698426473595,10.0,1000.0,2.880022,2.6407328
107.0,0.0129215837448588,10.0,1000.0,2.8802228,2.6408873
108.0,0.0126815303942436,10.0,1000.0,2.8804169,2.641037
109.0,0.0124457050500973,10.0,1000.0,2.8806076,2.6411843
110.0,0.0122165991397264,10.0,1000.0,2.8807921,2.6413283
111.0,0.0119918218224413,10.0,1000.0,2.8809729,2.64147
112.0,0.011774200462711,10.0,1000.0,2.8811493,2.6416063
113.0,0.0115616750564555,10.0,1000.0,2.8813214,2.6417398
114.0,0.0113534707723976,10.0,1000.0,2.8814898,2.641871
115.0,0.01114986211374,10.0,1000.0,2.8816543,2.6419997
116.0,0.0109507627960772,10.0,1000.0,2.8818154,2.6421256
117.0,0.0107555639639549,10.0,1000.0,2.8819737,2.642249
118.0,0.0105638658947837,10.0,1000.0,2.8821282,2.6423712
119.0,0.0103769958035504,10.0,1000.0,2.8822803,2.6424894
120.0,0.0101940886796103,10.0,1000.0,2.8824286,2.6426058
121.0,0.0100160031658613,10.0,1000.0,2.8825731,2.6427193
122.0,0.0098405653306496,10.0,1000.0,2.8827162,2.6428308
123.0,0.0096679885044138,10.0,1000.0,2.8828573,2.6429405
124.0,0.0094984112933578,10.0,1000.0,2.8829951,2.6430492
125.0,0.0093341761735714,10.0,1000.0,2.8831282,2.643155
126.0,0.0091713707688608,10.0,1000.0,2.8832617,2.643259
127.0,0.0090126474093519,10.0,1000.0,2.8833914,2.643361
128.0,0.0088568968145067,10.0,1000.0,2.8835182,2.6434617
129.0,0.0087032358780949,10.0,1000.0,2.8836446,2.6435604
130.0,0.0085540220276708,10.0,1000.0,2.8837671,2.6436567
131.0,0.0084052752317351,10.0,1000.0,2.8838892,2.643753
132.0,0.0082615143571015,10.0,1000.0,2.884007,2.6438465
133.0,0.0081193822099412,10.0,1000.0,2.8841238,2.643939
134.0,0.007981577431557,10.0,1000.0,2.8842382,2.6440282
135.0,0.0078450243371989,10.0,1000.0,2.8843508,2.6441174
136.0,0.0077101127017497,10.0,1000.0,2.8844624,2.6442056
137.0,0.0075781486615454,10.0,1000.0,2.884572,2.6442919
138.0,0.0074494499504049,10.0,1000.0,2.8846798,2.6443758
139.0,0.007323761417246,10.0,1000.0,2.8847847,2.6444583
140.0,0.0071981109225092,10.0,1000.0,2.8848886,2.6445417
141.0,0.0070764928303679,10.0,1000.0,2.8849907,2.6446218
142.0,0.0069562832052354,10.0,1000.0,2.8850913,2.6447015
143.0,0.0068390573916372,10.0,1000.0,2.88519,2.6447792
144.0,0.0067231838496107,10.0,1000.0,2.8852873,2.6448565
145.0,0.0066098609060362,10.0,1000.0,2.8853827,2.6449323
146.0,0.0064994775215631,10.0,1000.0,2.885477,2.6450057
147.0,0.0063907300878041,10.0,1000.0,2.8855686,2.6450791
148.0,0.0062830837478273,10.0,1000.0,2.8856602,2.6451516
149.0,0.0061792713865573,10.0,1000.0,2.8857498,2.6452212
150.0,0.0060755930405089,10.0,1000.0,2.885837,2.6452923
151.0,0.005975209484124,10.0,1000.0,2.8859243,2.64536
152.0,0.0058762726001902,10.0,1000.0,2.8860092,2.6454277
153.0,0.0057789334013772,10.0,1000.0,2.8860931,2.6454945
154.0,0.0056834630799987,10.0,1000.0,2.8861756,2.6455603
155.0,0.0055900691883158,10.0,1000.0,2.8862581,2.6456242
156.0,0.0054994625750281,10.0,1000.0,2.8863373,2.645687
157.0,0.0054090062718379,10.0,1000.0,2.8864155,2.6457505
158.0,0.0053216581044566,10.0,1000.0,2.8864937,2.645811
159.0,0.0052353884174948,10.0,1000.0,2.88657,2.6458716
160.0,0.0051520101097442,10.0,1000.0,2.8866444,2.6459303
161.0,0.0050686627885601,10.0,1000.0,2.8867188,2.6459894
162.0,0.0049882450899817,10.0,1000.0,2.8867912,2.6460466
163.0,0.0049077917150861,10.0,1000.0,2.8868623,2.6461048
164.0,0.0048311501526005,10.0,1000.0,2.8869338,2.6461592
165.0,0.004753525836253,10.0,1000.0,2.887003,2.646216
166.0,0.0046804624100739,10.0,1000.0,2.8870711,2.6462688
167.0,0.0046073240240027,10.0,1000.0,2.8871388,2.6463223
168.0,0.0045369031959294,10.0,1000.0,2.8872042,2.6463742
169.0,0.0044671877351127,10.0,1000.0,2.88727,2.6464257
170.0,0.0043982044302177,10.0,1000.0,2.8873334,2.6464777
171.0,0.0043313451697489,10.0,1000.0,2.8873973,2.6465278
172.0,0.0042665252866357,10.0,1000.0,2.8874588,2.646577
173.0,0.0042032000673776,10.0,1000.0,2.8875208,2.646625
174.0,0.0041401236551226,10.0,1000.0,2.8875794,2.6466742
175.0,0.0040804202815266,10.0,1000.0,2.8876395,2.64672
176.0,0.0040208336605937,10.0,1000.0,2.8876977,2.6467667
177.0,0.0039627296245813,10.0,1000.0,2.8877559,2.6468124
178.0,0.0039074437253238,10.0,1000.0,2.8878117,2.6468563
179.0,0.0038522873659786,10.0,1000.0,2.887867,2.6469007
180.0,0.0037983405878179,10.0,1000.0,2.8879218,2.6469445
181.0,0.0037454835566364,10.0,1000.0,2.8879752,2.646988
182.0,0.0036940657993565,10.0,1000.0,2.8880296,2.6470304
183.0,0.0036442659139792,10.0,1000.0,2.8880806,2.6470723
184.0,0.003596164969672,10.0,1000.0,2.888133,2.6471128
185.0,0.003548792950139,10.0,1000.0,2.8881836,2.6471534
186.0,0.0035030976326609,10.0,1000.0,2.8882332,2.647193
187.0,0.0034598959087141,10.0,1000.0,2.8882833,2.6472306
188.0,0.0034164960312121,10.0,1000.0,2.8883314,2.6472692
189.0,0.003373642103835,10.0,1000.0,2.8883786,2.6473079
190.0,0.0033324812291249,10.0,1000.0,2.8884254,2.6473455
191.0,0.0032923116106195,10.0,1000.0,2.888472,2.6473827
192.0,0.0032546506391733,10.0,1000.0,2.8885183,2.647418
193.0,0.0032171468935105,10.0,1000.0,2.8885632,2.6474538
194.0,0.0031803764381858,10.0,1000.0,2.888606,2.6474895
195.0,0.0031454603151068,10.0,1000.0,2.8886495,2.6475239
196.0,0.0031107401010727,10.0,1000.0,2.8886929,2.6475587
197.0,0.0030781221112227,10.0,1000.0,2.8887358,2.647592
198.0,0.0030460046547706,10.0,1000.0,2.8887782,2.6476254
199.0,0.0030149137093773,10.0,1000.0,2.8888187,2.6476583
0.0,0.0042652626850485,10.0,0.1,0.007086754,0.00091171265
1.0,0.0003395956822665,10.0,0.1,0.0017814636,0.0012378693
2.0,0.000736328343835,10.0,0.1,0.007376671,0.0060987473
3.0,0.0027320482295709,10.0,0.1,0.03933525,0.034664154
4.0,0.0147589604803312,10.0,0.1,0.22267151,0.20278263
5.0,0.0318417670726801,10.0,0.1,1.0453529,0.96858406
6.0,0.0502021261670541,10.0,0.1,2.2699108,2.103238
7.0,0.0181855018243772,10.0,0.1,2.7548923,2.533989
8.0,0.0072093765246336,10.0,0.1,2.9037647,2.6557617
9.0,0.0097492626627474,10.0,0.1,2.958826,2.6972656
10.0,0.0028110580219918,10.0,0.1,2.9825602,2.7142649
11.0,0.0100665509981702,10.0,0.1,2.9932175,2.7214518
12.0,0.005241689859423,10.0,0.1,2.9985533,2.7249107
13.0,0.0016941113867348,10.0,0.1,3.0015602,2.7268438
14.0,0.0005981639459097,10.0,0.1,3.0033503,2.7279959
15.0,0.0018362005554547,10.0,0.1,3.0044622,2.7287197
16.0,0.0026777742993146,10.0,0.1,3.0051756,2.729189
17.0,0.0032378904525965,10.0,0.1,3.0056438,2.7295065
18.0,0.0036194820997869,10.0,0.1,3.0059605,2.729725
19.0,0.0038826041068699,10.0,0.1,3.006177,2.7298784
20.0,0.0040676632897013,10.0,0.1,3.0063276,2.729989
21.0,0.0041990505598049,10.0,0.1,3.0064325,2.730071
22.0,0.0042928954920612,10.0,0.1,3.006507,2.7301302
23.0,0.0043612642841194,10.0,0.1,3.0065603,2.730175
24.0,0.0044109215990804,10.0,0.1,3.0065985,2.7302084
25.0,0.0044438354251104,10.0,0.1,3.0066223,2.7302332
26.0,0.0044686614209472,10.0,0.1,3.0066395,2.7302532
27.0,0.0044860658423395,10.0,0.1,3.0066519,2.7302666
28.0,0.0044988135766488,10.0,0.1,3.0066595,2.730279
29.0,0.0045058876437607,10.0,0.1,3.0066633,2.7302866
30.0,0.0045108708351145,10.0,0.1,3.0066652,2.7302933
31.0,0.0045135823051311,10.0,0.1,3.0066662,2.730297
32.0,0.0045134333446086,10.0,0.1,3.0066643,2.7303
33.0,0.0045139665211002,10.0,0.1,3.0066633,2.7303028
34.0,0.0045146382209977,10.0,0.1,3.0066624,2.7303057
35.0,0.0045109346704996,10.0,0.1,3.0066576,2.7303066
36.0,0.0045093786346946,10.0,0.1,3.0066547,2.7303085
37.0,0.0045061786142643,10.0,0.1,3.006651,2.7303085
38.0,0.0045017654318709,10.0,0.1,3.006647,2.7303066
39.0,0.0044995215703812,10.0,0.1,3.0066433,2.7303085
40.0,0.0044948289600622,10.0,0.1,3.0066395,2.7303057
41.0,0.0044915446768318,10.0,0.1,3.0066357,2.7303057
42.0,0.0044874836632687,10.0,0.1,3.006631,2.7303057
43.0,0.0044825674787619,10.0,0.1,3.006627,2.7303028
44.0,0.0044784644237478,10.0,0.1,3.0066233,2.730301
45.0,0.0044746779942417,10.0,0.1,3.0066195,2.7303
46.0,0.0044721731692266,10.0,0.1,3.0066166,2.7303
47.0,0.0044670195184327,10.0,0.1,3.0066118,2.730298
48.0,0.0044623704179453,10.0,0.1,3.006607,2.730297
49.0,0.0044586355840064,10.0,0.1,3.0066032,2.7302961
50.0,0.0044549010421091,10.0,0.1,3.0065994,2.7302952
51.0,0.0044506616870548,10.0,0.1,3.0065956,2.7302933
52.0,0.0044485167638342,10.0,0.1,3.0065937,2.7302923
53.0,0.0044450542128735,10.0,0.1,3.0065908,2.7302904
54.0,0.0044394972400923,10.0,0.1,3.006586,2.7302876
55.0,0.0044370807449306,10.0,0.1,3.0065832,2.7302876
56.0,0.004434430632691,10.0,0.1,3.0065813,2.7302856
57.0,0.0044293283514881,10.0,0.1,3.0065765,2.7302837
58.0,0.0044276888482793,10.0,0.1,3.0065746,2.7302837
59.0,0.0044250890999988,10.0,0.1,3.0065727,2.7302818
60.0,0.0044222181646125,10.0,0.1,3.0065699,2.7302809
61.0,0.0044204813753325,10.0,0.1,3.006569,2.730279
62.0,0.0044178926904363,10.0,0.1,3.006566,2.730279
63.0,0.0044144657755713,10.0,0.1,3.0065632,2.730277
64.0,0.0044106816254483,10.0,0.1,3.0065594,2.730276
65.0,0.0044103247929112,10.0,0.1,3.0065584,2.730277
66.0,0.0044077752564481,10.0,0.1,3.0065565,2.7302752
67.0,0.0044052738637633,10.0,0.1,3.0065536,2.7302752
68.0,0.0044044976688742,10.0,0.1,3.0065527,2.7302752
69.0,0.0044013913566607,10.0,0.1,3.0065508,2.7302723
70.0,0.0044005287961796,10.0,0.1,3.0065498,2.7302723
71.0,0.0043989763339593,10.0,0.1,3.006548,2.7302723
72.0,0.004396289779307,10.0,0.1,3.006546,2.7302704
73.0,0.0043954273097338,10.0,0.1,3.006545,2.7302704
74.0,0.0043929132759198,10.0,0.1,3.0065432,2.7302685
75.0,0.0043925063529853,10.0,0.1,3.0065422,2.7302694
76.0,0.0043920507808166,10.0,0.1,3.0065422,2.7302685
77.0,0.0043895498749493,10.0,0.1,3.0065393,2.7302685
78.0,0.0043900057066492,10.0,0.1,3.0065393,2.7302694
79.0,0.0043869493968382,10.0,0.1,3.0065374,2.7302666
80.0,0.0043871356734109,10.0,0.1,3.0065365,2.7302685
81.0,0.0043861732832601,10.0,0.1,3.0065365,2.7302666
82.0,0.0043848046154778,10.0,0.1,3.0065355,2.7302656
83.0,0.0043840285122569,10.0,0.1,3.0065346,2.7302656
84.0,0.0043836727950636,10.0,0.1,3.0065336,2.7302666
85.0,0.0043827104681979,10.0,0.1,3.0065336,2.7302647
86.0,0.0043828968815781,10.0,0.1,3.0065327,2.7302666
87.0,0.0043797896198235,10.0,0.1,3.0065308,2.7302637
88.0,0.0043797896198235,10.0,0.1,3.0065308,2.7302637
89.0,0.0043789273715636,10.0,0.1,3.0065298,2.7302637
90.0,0.0043778822725767,10.0,0.1,3.006528,2.7302647
91.0,0.0043773754723758,10.0,0.1,3.006528,2.7302637
92.0,0.0043773754723758,10.0,0.1,3.006528,2.7302637
93.0,0.0043760573234284,10.0,0.1,3.006527,2.7302628
94.0,0.0043765133882665,10.0,0.1,3.006527,2.7302637
95.0,0.0043756513628477,10.0,0.1,3.006526,2.7302637
96.0,0.0043751952081531,10.0,0.1,3.006526,2.7302628
97.0,0.0043747893961546,10.0,0.1,3.006525,2.7302637
98.0,0.0043743331515742,10.0,0.1,3.006525,2.7302628
99.0,0.0043743331515742,10.0,0.1,3.006525,2.7302628
100.0,0.0043726954059073,10.0,0.1,3.0065231,2.7302628
101.0,0.0043734711537268,10.0,0.1,3.006524,2.7302628
102.0,0.0043716816421228,10.0,0.1,3.0065231,2.7302608
103.0,0.0043716816421228,10.0,0.1,3.0065231,2.7302608
104.0,0.0043709057620177,10.0,0.1,3.0065222,2.7302608
105.0,0.0043709057620177,10.0,0.1,3.0065222,2.7302608
106.0,0.0043710578724976,10.0,0.1,3.0065212,2.7302628
107.0,0.0043705507156809,10.0,0.1,3.0065212,2.7302618
108.0,0.0043688624101948,10.0,0.1,3.0065203,2.73026
109.0,0.0043697750260974,10.0,0.1,3.0065203,2.7302618
110.0,0.004368913204702,10.0,0.1,3.0065193,2.7302618
111.0,0.0043680004087372,10.0,0.1,3.0065193,2.73026
112.0,0.0043684060278133,10.0,0.1,3.0065193,2.7302608
113.0,0.0043674935379856,10.0,0.1,3.0065193,2.730259
114.0,0.0043658557072156,10.0,0.1,3.0065174,2.730259
115.0,0.0043650799668039,10.0,0.1,3.0065165,2.730259
116.0,0.0043647253400976,10.0,0.1,3.0065155,2.73026
117.0,0.0043655871177855,10.0,0.1,3.0065165,2.73026
118.0,0.0043633562700777,10.0,0.1,3.0065145,2.730259
119.0,0.0043637110080439,10.0,0.1,3.0065155,2.730258
120.0,0.0043625806834933,10.0,0.1,3.0065136,2.730259
121.0,0.0043625806834933,10.0,0.1,3.0065136,2.730259
122.0,0.0043607044039625,10.0,0.1,3.0065126,2.730257
123.0,0.0043604360292848,10.0,0.1,3.0065117,2.730258
124.0,0.00436094349102,10.0,0.1,3.0065117,2.730259
125.0,0.004358291377476,10.0,0.1,3.0065098,2.730257
126.0,0.0043594216167648,10.0,0.1,3.0065117,2.730256
127.0,0.0043587988594756,10.0,0.1,3.0065098,2.730258
128.0,0.0043569222825425,10.0,0.1,3.0065088,2.730256
129.0,0.0043556901217526,10.0,0.1,3.0065079,2.7302551
130.0,0.0043566542303541,10.0,0.1,3.0065079,2.730257
131.0,0.0043556901217526,10.0,0.1,3.0065079,2.7302551
132.0,0.0043540528256573,10.0,0.1,3.006506,2.7302551
133.0,0.0043518727660518,10.0,0.1,3.006504,2.7302542
134.0,0.0043518727660518,10.0,0.1,3.006504,2.7302542
135.0,0.0043517706918286,10.0,0.1,3.006505,2.7302523
136.0,0.0043503218906917,10.0,0.1,3.0065022,2.7302542
137.0,0.0043498142933057,10.0,0.1,3.0065022,2.7302532
138.0,0.0043495398159926,10.0,0.1,3.006503,2.7302513
139.0,0.0043489526782624,10.0,0.1,3.0065012,2.7302532
140.0,0.0043476342497427,10.0,0.1,3.0065002,2.7302523
141.0,0.0043458945918846,10.0,0.1,3.0064993,2.7302504
142.0,0.0043459972850218,10.0,0.1,3.0064983,2.7302523
143.0,0.0043442573652643,10.0,0.1,3.0064974,2.7302504
144.0,0.0043433957529988,10.0,0.1,3.0064964,2.7302504
145.0,0.0043421127301291,10.0,0.1,3.0064955,2.7302494
146.0,0.0043421127301291,10.0,0.1,3.0064955,2.7302494
147.0,0.0043400188540242,10.0,0.1,3.0064936,2.7302485
148.0,0.0043404757404034,10.0,0.1,3.0064936,2.7302494
149.0,0.0043391572758775,10.0,0.1,3.0064926,2.7302485
150.0,0.0043365050494509,10.0,0.1,3.0064907,2.7302465
151.0,0.0043369101042854,10.0,0.1,3.0064917,2.7302456
152.0,0.0043344111706262,10.0,0.1,3.0064888,2.7302456
153.0,0.0043357295999957,10.0,0.1,3.0064898,2.7302465
154.0,0.0043330420077793,10.0,0.1,3.0064878,2.7302446
155.0,0.0043330420077793,10.0,0.1,3.0064878,2.7302446
156.0,0.0043301726748112,10.0,0.1,3.006485,2.7302437
157.0,0.0043293111236312,10.0,0.1,3.006484,2.7302437
158.0,0.0043293111236312,10.0,0.1,3.006484,2.7302437
159.0,0.0043259341986806,10.0,0.1,3.0064812,2.7302418
160.0,0.0043267096148168,10.0,0.1,3.0064821,2.7302418
161.0,0.0043250726817973,10.0,0.1,3.0064802,2.7302418
162.0,0.0043242973675726,10.0,0.1,3.0064793,2.7302418
163.0,0.004322471127559,10.0,0.1,3.0064783,2.7302399
164.0,0.004322471127559,10.0,0.1,3.0064783,2.7302399
165.0,0.0043203772752755,10.0,0.1,3.0064764,2.730239
166.0,0.0043187404497837,10.0,0.1,3.0064745,2.730239
167.0,0.004319972836949,10.0,0.1,3.0064754,2.7302399
168.0,0.0043160880472611,10.0,0.1,3.0064726,2.730237
169.0,0.004315580408859,10.0,0.1,3.0064726,2.730236
170.0,0.0043147188178192,10.0,0.1,3.0064716,2.730236
171.0,0.0043147188178192,10.0,0.1,3.0064716,2.730236
172.0,0.0043134357779877,10.0,0.1,3.0064707,2.730235
173.0,0.0043121173618763,10.0,0.1,3.0064697,2.7302341
174.0,0.0043104803531017,10.0,0.1,3.0064678,2.7302341
175.0,0.0043089297018177,10.0,0.1,3.006466,2.7302341
176.0,0.0043071034304499,10.0,0.1,3.006465,2.7302322
177.0,0.0043076111856777,10.0,0.1,3.006465,2.7302332
178.0,0.0043053804458638,10.0,0.1,3.006463,2.7302322
179.0,0.004303554204261,10.0,0.1,3.006462,2.7302303
180.0,0.0043027788194815,10.0,0.1,3.0064611,2.7302303
181.0,0.0043011420554615,10.0,0.1,3.0064592,2.7302303
182.0,0.0043011420554615,10.0,0.1,3.0064592,2.7302303
183.0,0.0043011420554615,10.0,0.1,3.0064592,2.7302303
184.0,0.0042985403833175,10.0,0.1,3.0064573,2.7302284
185.0,0.0042985403833175,10.0,0.1,3.0064573,2.7302284
186.0,0.0042956712792656,10.0,0.1,3.0064545,2.7302275
187.0,0.0042956712792656,10.0,0.1,3.0064545,2.7302275
188.0,0.0042938449674967,10.0,0.1,3.0064535,2.7302256
189.0,0.004293526693175,10.0,0.1,3.0064526,2.7302265
190.0,0.0042914329072164,10.0,0.1,3.0064507,2.7302256
191.0,0.004291700354218,10.0,0.1,3.0064516,2.7302246
192.0,0.0042905715713246,10.0,0.1,3.0064497,2.7302256
193.0,0.004289202193158,10.0,0.1,3.0064487,2.7302246
194.0,0.0042879697776932,10.0,0.1,3.0064478,2.7302237
195.0,0.0042866004548527,10.0,0.1,3.0064468,2.7302227
196.0,0.0042845420051491,10.0,0.1,3.006445,2.7302217
197.0,0.0042859113323488,10.0,0.1,3.006446,2.7302227
198.0,0.0042836806143088,10.0,0.1,3.006444,2.7302217
199.0,0.0042832234900435,10.0,0.1,3.006444,2.7302208
0.0,1.095878109659134,10.0,10.0,5.367776,2.3362827
1.0,0.143085892144413,10.0,10.0,2.769547,2.3872905
2.0,0.0668152295956029,10.0,10.0,2.8055778,2.5092754
3.0,0.0503991147480166,10.0,10.0,2.779039,2.5123806
4.0,0.0398370277329184,10.0,10.0,2.7978144,2.5394154
5.0,0.0252559000253802,10.0,10.0,2.8517184,2.5949736
