,complexity,accuracy,distortion,mse,gNID,eps,beta,run,discr_need
5,4.679644964937896,4.64512497340759,2.1795427559582894,20.639589065329197,,,,5,2.0
6,4.679383445344445,4.644876064044967,2.179791665320913,20.64658361225922,,,,6,2.0
7,4.445631536858151,4.417494854848528,2.407172874517352,31.46007070861878,,,,7,2.0
0,4.125542337074187,4.109684865616458,2.7149828637494213,43.53798045942296,0.0553450780966074,-0.0514865070581436,0.7290393710136414,0,-2.0
1,4.12586579728865,4.110001597906717,2.714666131459163,43.51980649256147,0.0552822828680382,-0.0514772795140743,0.7290393710136414,1,-2.0
2,4.125936986764884,4.110070772485052,2.7145969568808272,43.516615135669795,0.0552693177923393,-0.0514745153486728,0.7290393710136414,2,-2.0
3,4.12610432534245,4.110234901350529,2.714432828015351,43.50658889907628,0.0552362732407373,-0.05147011205554,0.7290393710136414,3,-2.0
4,4.125911234031236,4.110045782491081,2.7146219468747983,43.517852664158454,0.0552738407981672,-0.0514755621552467,0.7290393710136414,4,-2.0
5,4.125892194453158,4.110027418348423,2.7146403110174564,43.51832214921139,0.0552769010442474,-0.051476489752531,0.7290393710136414,5,-2.0
6,4.125858913858515,4.109994435886643,2.714673293479237,43.52110202927916,0.0552843675497913,-0.0514768958091735,0.7290393710136414,6,-2.0
7,4.120106735745738,4.10435636095556,2.7203113684103197,43.874989006972726,0.0564325564585852,-0.0516334064304828,0.7290393710136414,7,-2.0
