,complexity,accuracy,distortion,mse,gNID,eps,beta,run,discr_need
0,4.679552932382947,4.645037253860609,2.1796304755052702,20.64198131531864,,,,0,10.0
1,4.679541282598661,4.645026426589425,2.1796413027764547,20.642288291443016,,,,1,10.0
2,4.679566057720832,4.645049724085013,2.179618005280867,20.641712269701216,,,,2,10.0
3,4.679529491073719,4.6450151846103065,2.179652544755573,20.6426084583254,,,,3,10.0
4,4.6796018373118144,4.645084211049301,2.179583518316578,20.64059075998704,,,,4,10.0
5,4.6795977374638245,4.6450801542384585,2.179587575127421,20.64078959634235,,,,5,10.0
6,4.679454096986332,4.644943226118855,2.1797245032470247,20.644716561113484,,,,6,10.0
7,4.455559188903294,4.428003572460087,2.3966641569057927,28.59339772803672,,,,7,10.0
0,4.661422480309952,4.627769213630351,2.196898515735528,21.138998628942826,,,,0,0.0
1,4.661566760590841,4.62790737358578,2.1967603557801,21.134854234714336,,,,1,0.0
2,4.661496059181557,4.6278399944804995,2.19682773488538,21.136773462426632,,,,2,0.0
3,4.661528648921205,4.6278710486542405,2.196796680711639,21.135854859459492,,,,3,0.0
4,4.661609552307512,4.62794785918622,2.19671987017966,21.133858582211104,,,,4,0.0
5,4.661605541958425,4.627943754527298,2.196723974838582,21.13407638310467,,,,5,0.0
6,4.66143396010532,4.627780016525804,2.1968877128400752,21.138799453463697,,,,6,0.0
7,4.6507855040967545,4.617573672130332,2.2070940572355475,21.44513139655933,,,,7,0.0
0,4.679552493210766,4.6450369978506885,2.179630731515191,20.64202408392486,,,,0,1.0
1,4.679521138435092,4.645007486390234,2.179660242975645,20.642654170995225,,,,1,1.0
2,4.679578580620111,4.645061566090959,2.1796061632749204,20.641379810280025,,,,2,1.0
3,4.6796020360107935,4.645084249919709,2.179583479446171,20.640704189098965,,,,3,1.0
4,4.679576651647816,4.645060080229724,2.1796076491361553,20.64134748793909,,,,4,1.0
5,4.679560873603048,4.645045209583547,2.179622519782333,20.641657399280916,,,,5,1.0
6,4.67953486103487,4.645020200487849,2.1796475288780304,20.642529977460786,,,,6,1.0
7,4.647841184270067,4.614552254055225,2.210115475310655,21.580877183811335,,,,7,1.0
0,4.542274238727876,4.513766781696917,2.310900947668962,24.769135849907215,,,,0,-1.0
1,4.542272153619773,4.513764938885215,2.3109027904806645,24.76888753918807,,,,1,-1.0
2,4.542371016815595,4.513859881345418,2.3108078480204615,24.76564029949298,,,,2,-1.0
3,4.542387525400235,4.513875779590686,2.3107919497751936,24.76524278832401,,,,3,-1.0
4,4.542379411049913,4.513867645071128,2.310800084294751,24.765646113016516,,,,4,-1.0
5,4.542367684071715,4.513856967135322,2.310810762230558,24.76573146392723,,,,5,-1.0
6,4.5423693952977775,4.51385856804376,2.310809161322119,24.765804643981667,,,,6,-1.0
7,4.532352351399229,4.504181127483344,2.3204866018825356,25.108740090176525,,,,7,-1.0
0,3.4529533807374513,3.446925794796929,3.3777419345689506,110.23621433823077,0.1503479299906882,-0.0557819046080112,0.722381591796875,0,-3.0
1,3.4580408939750154,3.4519728113030315,3.372694918062848,109.49483066181652,0.1500068062015647,-0.0557258427143096,0.722381591796875,1,-3.0
2,3.4542746653216643,3.4482371299115933,3.3764305994542863,110.03715262099269,0.1502712221464777,-0.0557681284844875,0.722381591796875,2,-3.0
3,3.4592421408612246,3.453165087464244,3.3715026419016354,109.31411042713071,0.1499372469702503,-0.0557134225964546,0.722381591796875,3,-3.0
4,3.4591517237336884,3.4530758207873955,3.371591908578484,109.32427215756816,0.1499424362346637,-0.0557150170207023,0.722381591796875,4,-3.0
5,3.459339198269431,3.4532615518924814,3.371406177473398,109.29814102846726,0.1499291090311655,-0.0557126030325889,0.722381591796875,5,-3.0
6,3.459586175949692,3.4535068230847585,3.371160906281121,109.2624248263221,0.1499100617224877,-0.0557102411985397,0.722381591796875,6,-3.0
7,3.4585140302050856,3.4524426908419397,3.37222503852394,109.43237068463742,0.1499065470290318,-0.0557213351130485,0.722381591796875,7,-3.0
0,4.6795535049676715,4.645038310396888,2.1796294189689913,20.641851745945026,,,,0,3.0
1,4.679629846125062,4.6451107849900914,2.179556944375788,20.639919842594665,,,,1,3.0
2,4.679580642385295,4.645063731772526,2.179603997593354,20.641227874583297,,,,2,3.0
3,4.679569143582539,4.645052774981377,2.179614954384503,20.641597645508412,,,,3,3.0
4,4.679618105607963,4.645099574583554,2.179568154782326,20.640252377337305,,,,4,3.0
5,4.679630162448872,4.645111134536542,2.1795565948293376,20.63989043361986,,,,5,3.0
6,4.679519067213809,4.645005095975996,2.179662633389883,20.642966395913408,,,,6,3.0
7,4.491872327732253,4.463287933570745,2.361379795795134,27.217897053526585,,,,7,3.0
0,0.0,0.0,6.824667812150855,18149.706462861875,1.0000000025441145,-0.3050942122936249,5.0,0,-10.0
1,0.0,0.0,6.824667807907767,18149.706400617797,1.0000000020348998,-0.3050942122936249,5.0,1,-10.0
2,0.0,0.0,6.824667799472918,18149.706456465738,1.000000001022632,-0.3050942122936249,5.0,2,-10.0
3,0.0,0.0,6.824667800201743,18149.706460050293,1.0000000011100916,-0.3050942122936249,5.0,3,-10.0
4,1.423770754627185e-07,8.074914603639628e-08,6.8246676486167335,18149.704934002548,0.9999999296852324,-0.0249478872865438,0.6857638359069824,4,-10.0
5,9.963806569146529e-05,9.954529144096114e-05,6.8245681840744385,18148.82956169681,0.9850656051544876,-0.0003357962705194,0.5060039758682251,5,-10.0
6,0.3700514492098641,0.3699564012290288,6.454711328136851,14164.943663981989,0.5690068028072233,-0.0193644873797893,0.6791060566902161,6,-10.0
7,1.0210529867772813,1.0208124476002354,5.803855281765644,8455.034440453372,0.541610152977269,-0.0494992621243,0.7024082541465759,7,-10.0
0,4.679597766904221,4.645079998597732,2.179587730768148,20.640863990534555,,,,0,2.0
1,4.679611079645387,4.645092803668142,2.1795749256977377,20.64047838227612,,,,1,2.0
2,4.679600242634269,4.645082569382847,2.1795851599830325,20.640695349009658,,,,2,2.0
3,4.6795828982913665,4.645066017085865,2.1796017122800144,20.64119398842494,,,,3,2.0
4,4.6796241345607665,4.645105389464721,2.1795623399011586,20.64004949855716,,,,4,2.0
