comm_cost,complexity
1.453385509549607e-12,1.6104223773770651e-12
3.4133628907344344e-06,3.725342732919022e-06
0.00014405240378971316,0.00015620270048419905
0.002131513456960697,0.0022712590990206774
0.10435259669892083,0.11096747867204201
0.8514469649063283,0.9431139132665212
1.1958789468646305,1.4033267069820028
1.3607340697107453,1.6676479305792127
1.4608606759826184,1.8536440541234638
1.5330852930165624,2.0054453786120994
1.589378181676743,2.13717725317084
1.6392278193615404,2.2685098446698873
1.6854380582412383,2.399494823379174
1.7249497911015295,2.5238025820181225
1.7622571793629362,2.6489867731862753
1.790757467051627,2.752032941357383
1.8183624907893137,2.85783042063973
1.8391627590456643,2.942167122237995
1.856876028327323,3.0187525417981664
1.8691138150167743,3.074663041671888
1.879010943646356,3.122310655560944
1.8861508401356306,3.15854538075836
1.8916030135535928,3.187545728155901
1.8960397625788818,3.2122457489717644
1.8992905465283465,3.2311841828103067
1.9018823738845319,3.2469342532613545
1.9039495185392419,3.2600154728083983
1.9055235373906871,3.2703762476541645
1.9067919250644552,3.279040466011465
1.9077953512092616,3.286146454725644
