complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,gnid_beta,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.12802733232148,3.8431488180408735,34.8201577768351,5.809298245749397,0.1678338648527182,0.0537925944528622,0.0004293642114849,1.5080402010050251,0.0222140176095522,0.0156802962917726,0.00031991647223361815,1.5080402010050251,0
