complexity,accuracy,distortion,mse
6.3838563,4.8516703,0.26000023,283.16998
6.3838553,4.851907,0.25976372,188.93016
-7.6293945e-06,-2.861023e-06,5.1116734,1666.502
6.436308,4.9041214,0.2075491,242.84334
6.4038563,4.8716717,0.23999882,332.61996
6.328759,4.797023,0.31464767,260.33667
6.3212094,4.7890244,0.32264614,276.46667
6.3363066,4.805341,0.30632973,227.7534
