complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,gnid_beta,sender_delta,receiver_delta,min_epsilon,min_beta,run
2.6243102485658074,2.586524031153722,20.862005268552437,33.484582339908435,0.8651436573798904,0.0244281519489328,0.0028400753637144,1.0595477386934673,1.507682645804412,1.274295123090465,0.0008534430611390452,1.0588442211055278,0
