complexity,accuracy,distortion,mse,trial
2.2639656,1.1320391,2.9932184,393.21576,0
2.0445805,0.94972086,3.1755376,404.33652,1
2.2104058,1.0113759,3.1138825,389.5074,2
2.166113,1.1468573,2.9784012,356.44186,3
1.5515041,0.70374584,3.4215126,371.42618,4
1.555305,0.665761,3.4594975,401.35483,5
2.1968842,0.9781766,3.1470819,410.73016,6
2.2190342,1.1194844,3.005774,363.02765,7
