comm_cost,complexity
2.929589366479129e-12,3.1222842057082077e-12
5.776189377081526e-06,6.129121050000326e-06
0.0003358730139411176,0.0003526097678327229
0.0033971832247394742,0.0035085880360419407
0.4385800190492554,0.4526258639590409
2.6432504860251154,2.8318136194750303
2.9024987203271357,3.1767420664861756
2.95733425080822,3.264302136254487
2.9748586100431327,3.296754765319466
2.981576309956295,3.310872140880908
2.984198866629566,3.3170415532747066
2.985247460959479,3.31976961593615
2.985670142925732,3.3209743557015896
2.9858412855071035,3.3215047021276387
2.985911310525428,3.3217391121669957
2.985940260580428,3.321843207688578
2.985952477310418,3.3218901648131522
2.9859576029172676,3.321911141352492
2.985959765554291,3.321920529241357
2.985960679767106,3.321924724836413
2.985961066663369,3.321926596482262
2.9859612305256014,3.3219274298613652
2.985961299958535,3.3219278002240054
2.985961329390259,3.3219279645224233
2.985961341870477,3.32192803728969
2.9859613471644093,3.3219280694707485
2.985961349410799,3.321928083683897
2.98596135036435,3.321928089953836
2.985961350769259,3.321928092716778
2.9859613509412584,3.32192809393314
