complexity,accuracy,distortion,mse
2.9219,1.7955298,0.11649799,0.20000328
2.921669,1.8087435,0.10328436,0.2000306
1.0000005,0.83182144,1.0802064,4.0
3.1218305,1.8544555,0.057572365,0.10001031
3.121905,1.8663287,0.04569912,0.10000267
3.1219082,1.8537812,0.058246613,0.10000208
2.6455147,1.6737614,0.23826647,0.5001471
2.9072263,1.8176045,0.094423294,0.20403361
