complexity,accuracy,distortion,mse
5.403856,3.9136086,0.2116499,61.52
5.443855,3.9365816,0.18867683,29.580006
-1.9073486e-06,0.0,4.1252584,416.5
5.4438562,3.9560475,0.16921091,52.940002
5.3487577,3.8658304,0.25942802,74.82666
5.3087587,3.8258305,0.299428,88.346664
5.308758,3.825829,0.29942942,88.346664
5.308758,3.8258295,0.29942894,88.346664
