comm_cost,complexity
1.0923865532767718e-12,1.2526289891666568e-12
1.9059941833066662e-06,2.149790650256146e-06
8.731947541547311e-05,9.76461926531741e-05
0.0009972415977671021,0.0011057218425543007
0.04328512994706703,0.04802577342281286
0.5010768107620258,0.5760883978283045
0.7828893490262242,0.9549475980685218
0.9358292456961751,1.1997475874976433
1.0262911320834165,1.3680750438935592
1.0923160696157699,1.505975466350093
1.1375782407043473,1.6121980745284086
1.1771410343360509,1.7153802019756417
1.206956120630076,1.80007842980899
1.2327962327835786,1.8807169939928774
1.2522741854723725,1.94668769748151
1.2714028276849711,2.014973255751849
1.2888034746632677,2.0805522341683793
1.3050338239709613,2.1463885062082224
1.3172408795540376,2.1998017738293645
1.3309077243839103,2.2597150173714415
1.3423204976371073,2.3150567439216503
1.352472523729578,2.3659834775249817
1.3624967794775895,2.419665845581433
1.3706977667515081,2.4653421905413433
1.3789721885259354,2.5144007889182864
1.3854987222654025,2.5544226094519242
1.3926153172151798,2.600767517714795
1.3986489332373018,2.6407692675584906
1.4049584489058982,2.6852233052218266
1.409471509663556,2.7183819320711686
