comm_cost,complexity
4.512399641874843e-12,4.5149324164083446e-12
1.2287320411548958e-05,1.2293457875068499e-05
0.00015877204854375601,0.00015884906392118353
0.007119906055396874,0.007123337134819279
1.394653950159603,1.3952640597628592
3.3182511654192983,3.321323512680745
3.3186911437735076,3.3218753789297986
3.3187207075508516,3.321921894339706
3.318723679573521,3.32192734318941
3.318723997528646,3.3219280050489886
3.3187240315255946,3.321928084260012
3.318724035164428,3.3219280936416244
3.318724035553897,3.3219280947424346
3.318724035595582,3.3219280948706036
3.318724035600045,3.321928094885433
3.318724035600524,3.321928094887142
3.3187240356005763,3.3219280948873373
3.3187240356005807,3.321928094887359
3.3187240356005807,3.3219280948873613
3.3187240356005807,3.321928094887362
