complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,gnid_beta,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.11814059280748,3.836137444642654,32.506726612343336,5.860825240930315,0.169039819608788,0.0540736346058743,0.0005151634971808,1.5010050251256282,1.0551826516626686,0.5436195985099964,0.0007606001879927123,1.5010050251256282,0
