complexity,accuracy,distortion,mse,trial
0.97130203,0.97130203,5.672554,415.78806,0
0.971303,0.971303,5.672553,415.78787,1
0.9713001,0.9712992,5.672557,415.7891,2
0.9712982,0.9712992,5.672557,415.78937,3
0.9712982,0.9712992,5.672557,415.78937,4
0.9713001,0.9713001,5.672556,415.78915,5
0.9712982,0.9712992,5.672557,415.78928,6
0.9713001,0.9713001,5.672556,415.78915,7
