complexity,accuracy
1.8467011,1.8457522
2.0799413,2.0790234
2.4464397,2.445314
2.0067396,2.0056133
2.5568051,2.5558813
2.382289,2.3812892
2.5219288,2.520929
2.129403,2.1284027
