complexity,accuracy,distortion,mse
4.8526797,4.078841,1.0328302,5.249304
4.1290455,3.7697659,1.3419046,7.097299
-5.722046e-06,-2.861023e-06,5.1116734,1666.502
4.118181,3.7682037,1.3434668,7.151653
4.897173,4.057808,1.0538626,5.7619157
5.1451445,4.1275787,0.98409176,7.5173125
5.300972,4.20238,0.90929127,8.43212
5.5085607,4.283697,0.82797337,6.601488
