complexity,accuracy
2.6305752,2.611452
2.6305761,2.6114502
2.6305761,2.6114511
2.6305752,2.611452
2.6305761,2.6114511
2.6305761,2.6114511
2.6305752,2.6114502
2.6305752,2.6114502
2.6305752,2.6114511
2.6305761,2.611453
2.6305761,2.6114511
2.6305752,2.6114502
2.6212158,2.6023064
2.6212158,2.6023045
2.6212158,2.6023073
2.6212168,2.6023054
2.6212177,2.6023064
2.6212168,2.6023054
2.6212149,2.6023054
2.6212168,2.6023064
2.6212168,2.6023064
2.6212158,2.6023045
2.6212168,2.6023073
2.6212158,2.6023054
2.6356993,2.6165047
2.6356983,2.6165047
2.6356983,2.6165028
2.6356993,2.6165037
2.6356993,2.6165037
2.6356983,2.6165047
2.6356983,2.6165047
2.6356974,2.6165037
2.6356993,2.6165047
2.6356993,2.6165037
2.6356993,2.6165047
2.6357002,2.6165037
2.623313,2.6043634
2.623312,2.6043634
2.623313,2.6043634
2.623313,2.6043634
2.623313,2.6043634
2.623313,2.6043634
2.623312,2.6043625
2.623313,2.6043634
2.623312,2.6043625
2.623312,2.6043634
2.623313,2.6043653
2.623312,2.6043625
2.623107,2.6041164
2.623107,2.6041164
2.623107,2.6041164
2.623107,2.6041155
2.623107,2.6041174
2.623108,2.6041164
2.623106,2.6041164
2.623107,2.6041155
2.623108,2.6041164
2.623106,2.6041145
2.623105,2.6041155
2.623106,2.6041164
2.630828,2.6116838
2.630827,2.6116848
2.630826,2.6116848
2.630827,2.6116848
2.630826,2.6116838
2.630827,2.6116848
2.630827,2.6116858
2.630827,2.6116838
2.630827,2.6116838
2.630827,2.6116848
2.630827,2.6116848
2.630827,2.6116848
2.6178036,2.5989742
2.6178036,2.5989733
2.6178036,2.5989723
2.6178036,2.5989742
2.6178055,2.5989723
2.6178045,2.5989742
2.6178036,2.5989733
2.6178036,2.5989742
2.6178026,2.5989733
2.6178045,2.5989733
2.6178036,2.5989733
2.6178045,2.5989733
2.6308432,2.6117077
2.630844,2.6117086
2.6308432,2.6117086
2.630845,2.6117077
2.630844,2.6117086
2.630844,2.6117067
2.630844,2.6117077
2.630844,2.6117077
2.630844,2.6117077
2.630844,2.6117086
2.6308432,2.6117077
2.6308432,2.6117077
