complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.624815266109181,4.336147858604058,0.7755234693902668,2.9132982903031452,0.0503989814349745,0.0263049406143249,0.0002817933092809083,1.5089633048492863,0
