complexity,accuracy
2.2138882,0.5744567
2.0020995,0.30883932
2.3219285,0.72273064
2.7219286,0.67629194
2.3239334,0.43164778
2.2058058,0.29148054
1.9607759,0.22429705
1.7980652,0.12846231
2.9219284,0.64135647
2.0704143,0.52663517
2.108188,0.30244684
2.4464397,0.6181946
2.6247048,0.34452915
2.3721895,0.6716924
2.1007347,0.59862137
2.7219286,0.52546406
2.9219284,0.6710777
2.6322381,0.46752787
2.3082733,0.5018692
1.7209117,0.07673073
2.3709505,0.6327877
2.2802076,0.34633207
2.6293883,0.35446024
2.391365,0.5765629
1.8667226,0.3051281
2.6611097,0.7321596
3.1148384,0.47046566
2.3219285,0.78263426
2.139079,0.7206907
2.838871,0.6739626
2.7949302,0.42241526
2.690681,0.21959114
3.0735836,0.60591793
2.491338,0.38645506
2.8894553,0.5502696
2.6464398,0.5037832
2.2344525,0.49548197
2.8256512,0.50671625
2.4680464,0.6009469
2.0059772,0.29386187
2.0840666,0.50525045
2.6421857,0.67502785
2.4023237,0.22836971
2.6936636,0.5632272
2.5596375,0.2838664
2.121928,0.66876125
2.722932,0.4265914
2.7219286,0.45704556
2.170951,0.59852314
2.2190948,0.41346312
2.5643706,0.48514652
2.1341803,0.48531103
1.8795824,0.24682951
2.7310896,0.6203947
2.398818,0.5299463
2.2464395,0.37709856
2.3170166,0.3689127
2.4761243,0.33683872
3.0582008,0.61739254
2.2618165,0.30998945
2.5059981,0.3031044
2.058846,0.19348192
2.721928,0.56352425
2.773231,0.6704712
1.98925,0.3498597
2.6464396,0.6055956
2.321928,0.49400997
2.3718982,0.49472713
2.563057,0.615942
2.6464396,0.62500286
2.2464395,0.30291796
2.1219282,0.2994008
2.6692958,0.41207552
2.3709507,0.49695778
2.5432081,0.6901312
1.6260161,0.17939186
2.764392,0.53627205
2.7219286,0.6998868
2.6464396,0.4157157
2.3851786,0.72809553
2.0101762,0.22636366
2.5219283,0.5678406
2.8553119,0.42960024
2.3996933,0.6527467
2.1749835,0.1706891
2.3015537,0.7309389
2.7219286,0.53755236
2.7219281,0.36241007
2.7259872,0.7816181
2.6980202,0.4455204
2.7229319,0.200881
1.8361568,0.28711128
1.982202,0.17618799
1.9890275,0.2879901
2.3709507,0.5421953
2.074328,0.20868826
2.6464396,0.5763445
2.049817,0.3274331
2.4417028,0.4955268
1.9211898,0.28182983
