complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
3.9818613347686265,3.7431305690224903,17.60035593991288,6.674614761791645,0.0003372903747316,0.0001271931753325,0.00012471975347932223,1.4095477386934674,0
