complexity,accuracy,distortion,mse
2.8399267,1.7315173,0.18051052,0.39997536
3.3219142,1.9120274,4.7683716e-07,1.3780053e-06
0.9709506,0.8027587,1.1092691,4.5
3.121786,1.853765,0.058262825,0.100015655
3.1219049,1.8663287,0.045698643,0.1000021
3.1218946,1.853775,0.05825281,0.10000318
3.3219264,1.9120278,-4.7683716e-07,1.4266028e-07
2.9219272,1.7955313,0.11649656,0.20000017
