complexity,accuracy,distortion,mse
3.1219223,1.7145576,0.19746971,1.6000196
3.3219285,1.9120278,0.0,4.2625937e-14
0.0,0.0,1.9120278,16.5
2.9219284,1.6659822,0.24604559,1.0000002
3.1219282,1.7258291,0.18619871,0.90000004
3.1219287,1.7121496,0.19987822,2.5
3.3219283,1.9120283,-4.7683716e-07,1.4561739e-08
2.921928,1.5243077,0.3877201,4.5000005
