complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.464226187739561,4.225424351878783,0.8862469760888656,3.386742366428519,0.2221856910823026,0.1762054051345328,0.000626286793745186,1.4040979245380092,0
