complexity,accuracy,distortion,mse,trial
1.3598204,1.1674604,0.7445674,1.97496,0
1.3552747,1.1644998,0.7475281,1.9874563,1
1.3593259,1.1671381,0.74488974,1.9763204,2
1.3592734,1.1670971,0.74493074,1.9765424,3
1.3532825,1.163199,0.7488289,1.9929739,4
1.3536954,1.1634703,0.74855757,1.9918168,5
1.3532708,1.1631913,0.74883604,1.9930074,6
1.3532705,1.1631913,0.7488365,1.9930074,7
