complexity,accuracy,distortion
-3.2245522696428e-08,1.269245153423526e-09,1.86803531519804
-3.224056577266765e-08,1.2732908061252601e-09,1.8680353151939944
-3.222144417946993e-08,1.2889103118141065e-09,1.8680353151783748
-3.2169499064593765e-08,1.331645016477978e-09,1.8680353151356401
-3.2050459175536616e-08,1.429489415727403e-09,1.8680353150377957
-3.180428898019727e-08,1.630748869274612e-09,1.8680353148365363
-3.1419884471972637e-08,1.9453505473165933e-09,1.8680353145219346
-3.0785610505290606e-08,2.4725670400016497e-09,1.8680353139947181
-2.939105314681001e-08,3.6101779343766793e-09,1.8680353128571072
-2.7852284034679542e-08,4.8577097899737964e-09,1.8680353116095754
-2.4036556744988502e-08,8.011561192233785e-09,1.868035308455724
-2.0734778338749038e-08,1.0712227549447562e-08,1.8680353057550576
-1.5213736048735882e-08,1.5187151092277418e-08,1.868035301280134
-4.580183343705357e-09,2.401372345417485e-08,1.8680352924535617
2.9797071476878045e-09,3.01003826308488e-08,1.8680352863669025
5.625438781464709e-09,3.264554848669832e-08,1.8680352838217367
1.955771278261409e-08,4.425085986525801e-08,1.8680352722164253
3.001136672509119e-08,5.273131709060408e-08,1.868035263735968
4.0633880260543265e-08,6.121978479711743e-08,1.8680352552475004
5.6841081175207364e-08,7.498322140975233e-08,1.8680352414840637
8.148955110698353e-08,9.5027020918792e-08,1.8680352214402642
1.1543999089980161e-07,1.2370750912538142e-07,1.868035192759776
1.6895908494518608e-07,1.6806917813028122e-07,1.868035148398107
2.2088864692904053e-07,2.1079965328851813e-07,1.8680351056676319
2.7780784961350946e-07,2.574473159100421e-07,1.8680350590199692
3.457070416601482e-07,3.1332967509456466e-07,1.86803500313761
3.709391513950777e-07,3.3362951334936497e-07,1.8680349828377718
5.512159688692009e-07,4.864675648974526e-07,1.8680348299997203
5.665381213049159e-07,4.976691920788312e-07,1.868034818798093
6.88857993758063e-07,5.994055314317848e-07,1.8680347170617537
7.451882222397899e-07,6.420415807895097e-07,1.8680346744257044
1.0668672594249529e-06,9.134459899584613e-07,1.8680344030212952
1.1581759480350229e-06,9.86243195555403e-07,1.8680343302240896
1.4749976156025468e-06,1.2519239707131646e-06,1.8680340645433144
1.7632896485153537e-06,1.491754242799459e-06,1.8680338247130424
1.8166047697221188e-06,1.5289164689846757e-06,1.8680337875508162
1.943294055450906e-06,1.6355999674644295e-06,1.8680336808673177
2.364763271422987e-06,1.9884793296398584e-06,1.8680333279879555
2.821638196870424e-06,2.3697408959577615e-06,1.8680329467263892
3.496223662580178e-06,2.9258178813051927e-06,1.8680323906494039
4.004841036575613e-06,3.3361821243360623e-06,1.8680319802851608
4.642257827036644e-06,3.890997144928576e-06,1.8680314254701402
5.178097200797538e-06,4.3348224334494034e-06,1.8680309816448517
5.47298810538166e-06,4.547680092059636e-06,1.868030768787193
6.794752904326629e-06,5.6590752830487645e-06,1.868029657392002
7.492699991118457e-06,6.217958535614798e-06,1.8680290985087495
8.963511956672221e-06,7.442393871848196e-06,1.8680278740734133
9.943619673435933e-06,8.265749670499645e-06,1.8680270507176147
1.1800591606103694e-05,9.833960758598437e-06,1.8680254825065266
1.2916742774038426e-05,1.0708477534038252e-05,1.8680246079897511
1.3127560497316892e-05,1.087897224039125e-05,1.8680244374950448
1.7479034420730954e-05,1.4511054115651234e-05,1.8680208054131695
1.8112915604717728e-05,1.511597145675836e-05,1.8680202004958284
1.958995928763585e-05,1.628975196510396e-05,1.86801902671532
2.051624942023267e-05,1.7040153554859216e-05,1.8680182763137303
2.425196216915282e-05,2.008694891753038e-05,1.8680152295183676
2.5298907109672086e-05,2.1065905541739482e-05,1.8680142505617434
3.075696700616248e-05,2.564294680240664e-05,1.8680096735204827
3.33963973275786e-05,2.7668507144973375e-05,1.8680076479601402
3.3896190973159435e-05,2.8196545439840293e-05,1.8680071199218453
3.646930111944613e-05,3.034931987233591e-05,1.8680049671474128
4.440993209797739e-05,3.686689212489824e-05,1.8679984495751603
4.8060324432164236e-05,3.986019624235837e-05,1.8679954562710428
5.6071847780003736e-05,4.643901499790104e-05,1.8679888774522873
6.07155842669016e-05,5.0395570422523406e-05,1.8679849208968626
6.922735079140097e-05,5.768125039740113e-05,1.8679776352168878
7.885366508375569e-05,6.57560332397722e-05,1.8679695604340454
8.744953004580225e-05,7.282324896618064e-05,1.867962493218319
0.00010190528367637341,8.491625555873128e-05,1.8679504002117264
0.00010300817770758641,8.582058047501562e-05,1.8679494958868101
0.00010384438882571345,8.644840804894471e-05,1.8679488680592362
0.000141103208000537,0.00011717574552783105,1.8679181407217573
0.00014832136631959258,0.00012341534953552724,1.8679119011177496
0.00016890913056677448,0.00014088255417910034,1.867894433913106
0.0001931470635430088,0.00015975244040689063,1.8678755640268783
0.00023619506488792297,0.0001966742907946184,1.8678386421764905
0.00024499722121618106,0.0002045972622966019,1.8678307192049886
0.0002546817104764898,0.00021230339379840757,1.8678230130734867
0.00030467111302101557,0.00025432244338663423,1.8677809940238985
0.0003179732036535654,0.00026562688898668085,1.8677696895782985
0.0003735929923553982,0.00031244295861743154,1.8677228735086677
0.0004147818776214507,0.0003449163593787219,1.8676904001079064
0.00045519462570808855,0.00037992152936894286,1.8676553949379162
0.0005094676342007887,0.0004245442461447979,1.8676107722211404
0.0005992071681193423,0.0005002199856765088,1.8675350964816086
0.0006302815450904831,0.0005242579091788713,1.8675110585581063
0.0006422705145254781,0.000532976806882246,1.867502339660403
0.0007348543601555235,0.0006142861255495902,1.8674210303417356
0.0008535525634218999,0.0007113851031137486,1.8673239313641714
0.0009651830885744062,0.0008066977254603813,1.8672286187418248
0.001169402358932814,0.0009772679374142612,1.867058048529871
0.0012000634777624697,0.0010020199979736688,1.8670332964693115
0.0012406323473888037,0.0010369738697519892,1.8669983425975332
0.0013082588059285527,0.0010931315351525583,1.8669421849321326
0.0014826856094902752,0.0012360046786072942,1.8667993117886779
0.0015421134268365222,0.0012892387511644898,1.8667460777161207
0.001581344061266421,0.0013146328414652686,1.8667206836258199
0.00177927971290881,0.0014812847985332667,1.866554031668752
0.0019369481593205506,0.0016167843322563158,1.8664185321350288
0.002428992217958559,0.0020306632752582487,1.866004653192027
0.0024671261909148257,0.0020564926244581727,1.865978823842827
0.0026179787649489583,0.00218767097796313,1.865847645489322
0.002767960161462746,0.0023102550082372275,1.865725061459048
0.00332087476339904,0.0027733562624971952,1.865261960204788
0.003654525280665233,0.0030416394257137824,1.8649936770415714
0.0042259970389562085,0.003532456579085519,1.8645028598881996
0.00426738471399446,0.003569526840349724,1.8644657896269354
0.004570649739985555,0.0038130333698003227,1.8642222830974848
0.005170546662527364,0.004320242571714594,1.8637150738955706
0.0063002061967170064,0.005281325938474524,1.8627539905288106
0.006362580053125733,0.005299463628327672,1.8627358528389575
0.007333248864904718,0.006107440846966128,1.861927875620319
0.008130282909448283,0.006775019278354222,1.861260297188931
0.008754443185241101,0.0073284898638492635,1.860706826603436
0.009177728738912982,0.007682526249577215,1.860352790217708
0.009502837438909673,0.00795868814807843,1.8600766283192067
0.010241015457326696,0.008565248846675644,1.8594700676206095
0.011753828096696672,0.00981794436033745,1.8582173721069477
0.012230678776753656,0.010205905705138463,1.8578294107621467
0.012651292533627512,0.010592365753882227,1.857442950713403
0.014313975725638528,0.011967529359017348,1.8560677871082678
0.017850268506942157,0.014911300095469926,1.8531240163718152
0.018151000915930027,0.015156808498425711,1.8528785079688594
0.021006171046995092,0.01753016983685729,1.8505051466304279
0.024326008691152978,0.020328706242954908,1.8477066102243302
0.028550718714373424,0.023847420828888133,1.844187895638397
0.03150632847587698,0.026308216375111826,1.8417271000921733
0.03184696720379954,0.026551536252291896,1.8414837802149933
0.03619691813607506,0.030227550081338705,1.8378077663859465
0.041034953924415696,0.034279778026157004,1.8337555384411282
0.0414764106021277,0.03470348768140408,1.833331828785881
0.04912423580859038,0.04088426132063905,1.827151055146646
0.050034240067821756,0.04183585457088235,1.8261994618964028
0.05419838863544424,0.04522834949717325,1.822806966970112
0.06501816869729016,0.054423877327046455,1.8136114391402387
0.06931037452520705,0.05799116035964236,1.8100441561076428
0.07295142603388616,0.06092527848066798,1.8071100379866172
0.07946517557918309,0.06629266311872328,1.8017426533485619
0.08895089294515479,0.07431649835266718,1.793718818114618
0.09700138685225923,0.08112894847918106,1.786906367988104
0.11362966650254336,0.09490897217549144,1.7731263442917937
0.12123237609089355,0.10125314128623941,1.7667821751810457
0.12912979732004892,0.10768850496579496,1.7603468115014902
0.15536621989681532,0.12951585891322015,1.738519457554065
0.15957052293585328,0.13290568617796605,1.735129630289319
0.18177492239799165,0.1515452150642913,1.7164901014029939
0.20000301832729495,0.16674653261699302,1.7012887838502921
0.20957700015520153,0.1744872396122812,1.693548076855004
0.22256377605966016,0.18519646927071243,1.6828388471965727
0.24380067327305,0.20302516840055063,1.6650101480667345
0.25553256673002256,0.21247548849695086,1.6555598279703343
0.2670677712020062,0.22188595861163485,1.6461493578556503
0.2783865668073737,0.2311339368136176,1.6369013796536676
0.28525376425649895,0.23685494594169576,1.6311803705255894
0.29604757794962744,0.24568008152995002,1.6223552349373351
0.3135107047425105,0.2596490452702751,1.60838627119701
0.348537205242061,0.28827402679806013,1.579761289669225
0.360630685794181,0.29903255917127236,1.5690027572960128
0.39458812552727895,0.327174838232259,1.5408604782350261
0.41855305076165994,0.34665257625329904,1.5213827402139861
