complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
3.678460926125122,3.515799668534772,32.20745693829701,9.159702818938838,0.0492898772765936,0.0247662769084958,5.01513949742086e-05,1.2688442211055277,0
