complexity,accuracy
0.93690014,0.6751118
0.9379263,0.6756301
0.93744564,0.67537117
0.9368429,0.6750822
0.9379358,0.6756978
0.9373493,0.67533016
0.93723583,0.6753149
0.93680143,0.6750941
