complexity,accuracy,distortion,mse,trial
1.6529155,0.7489238,3.3763347,348.82715,0
2.0837512,1.0950232,3.0302353,392.335,1
2.2962813,1.3026018,2.8226566,319.56277,2
2.2427816,1.1253085,2.99995,411.9862,3
1.54777,0.68780804,3.4374504,415.01385,4
2.186801,1.0824156,3.0428429,399.03156,5
1.5590525,0.6521368,3.4731216,411.9248,6
1.4533863,0.6847172,3.4405413,401.94778,7
