complexity,accuracy,distortion,mse
6.396307,4.8641224,0.2475481,177.77333
6.4038563,4.8728905,0.23878002,185.9
-7.6293945e-06,-2.861023e-06,5.1116734,1666.502
6.356307,4.8407383,0.27093315,180.2733
6.3487587,4.816572,0.2950983,270.1333
6.336307,4.8182974,0.29337406,272.25
6.2612095,4.729023,0.3826475,455.22665
6.2812104,4.7490253,0.3626461,352.0298
