complexity,accuracy,distortion,mse,round,run,min_distance_to_curve,min_epsilon,min_beta
0.6739006799209157,0.3149957861263477,4.796675541727133,1654.8327475327676,0.0,1.0,0.25367759646626264,-0.5788641034163735,0.7627054108216433
0.3618621209612342,0.3185643400544542,4.793106987799026,1573.9923309016835,1.0,1.0,0.03073588112296056,-0.9915533408119411,0.7627054108216433
0.8971073858562981,0.8586251087196715,4.253046219133809,1348.2690188501597,2.0,1.0,0.026716174591489353,-0.8223574242286525,0.7734939759036146
2.13022345389793,2.0708085448897133,3.0408627829637673,761.5214909280369,3.0,1.0,0.036179756332451754,-0.44528072598137064,0.8204819277108435
3.1792225297875465,3.0969654080480797,2.014705919805401,255.54273461023905,4.0,1.0,0.028961314614425495,-0.21668492013769125,0.9093093093093093
3.60791173975821,3.510858050843888,1.6008132770095926,74.15178587358243,5.0,1.0,0.014586934432402592,-0.1625319025408849,0.9837837837837838
3.768301659319997,3.662005158705453,1.4496661691480277,23.47806659855025,6.0,1.0,0.008119638359538004,-0.1473032384224773,1.0303303303303304
3.838910523465474,3.7265318396483096,1.385139488205171,10.322914982848324,7.0,1.0,0.008098029826191257,-0.14124500384175342,1.048948948948949
3.8767441989136646,3.760284083623723,1.3513872442297572,7.171056364823015,8.0,1.0,0.003527594673826604,-0.13786978011739073,1.0582582582582583
3.8999806274743705,3.780733906257137,1.330937421596344,6.422519964493812,9.0,1.0,0.006154807144632903,-0.13528132606822427,1.0675675675675675
3.915740105329806,3.794548537643568,1.317122790209913,6.160685485952628,10.0,1.0,0.002177357251262472,-0.1331802729293043,1.0768768768768768
3.927111429400808,3.8045267710158175,1.3071445568376632,6.047933068748908,11.0,1.0,0.0032305815353653932,-0.13259896665949172,1.0768768768768768
3.935587566262651,3.811978078695548,1.299693249157933,5.986867275321256,12.0,1.0,0.0020575974191878966,-0.13217923815686367,1.0768768768768768
3.942070024326719,3.817687593613458,1.2939837342400224,5.943593388225823,13.0,1.0,0.002853849768018795,-0.13186906948488336,1.0768768768768768
3.947118276954928,3.8221400010219857,1.2895313268314954,5.910924935491632,14.0,1.0,0.004392661907418387,-0.13054273905287087,1.0861861861861861
3.9511041077474047,3.8256580257399406,1.28601330211354,5.885765021108812,15.0,1.0,0.002922588829015152,-0.13039119878908778,1.0861861861861861
