complexity,accuracy,distortion,mse,trial
2.9869356,2.98693,3.6554995,28.524588,0
2.9867249,2.9867172,3.6557121,28.529058,1
2.9868565,2.9868507,3.6555786,28.526592,2
2.9857874,2.9857807,3.6566486,28.551704,3
2.9843388,2.984333,3.6580963,28.595722,4
2.923298,2.9232926,3.7191367,30.38518,5
2.9542618,2.9542565,3.6881728,29.427832,6
2.924963,2.9249573,3.717472,30.305746,7
