complexity,accuracy,distortion,mse
3.1219277,1.7121658,0.199862,2.5
3.1219285,1.7758355,0.13619232,0.4
0.0,0.0,1.9120278,16.5
3.1219218,1.7686443,0.14338255,0.40004867
3.1219285,1.7120419,0.19998598,3.6000001
2.9219284,1.7110853,0.20094204,0.5
2.7219284,1.3266754,0.58535194,5.0
3.121928,1.7242279,0.18779993,0.90000004
