complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.624405663926167,4.335876413724435,0.7757949143846226,2.9140041632003757,0.0526909657609521,0.0229354025772353,0.0002817916181039279,1.5089633048492863,0
