complexity,mse
0.0,2.5
2.1457672e-06,2.076583
6.4373016e-06,1.7856882
1.2397766e-05,1.5954794
1.835823e-05,1.4700541
2.4557114e-05,1.3829845
3.0517578e-05,1.3180206
3.695488e-05,1.2660525
4.2676926e-05,1.2222313
4.8160553e-05,1.1840475
5.2690506e-05,1.150205
5.6505203e-05,1.1200074
5.9366226e-05,1.0930402
6.151199e-05,1.0690119
6.2942505e-05,1.0476785
6.341934e-05,1.0288124
6.341934e-05,1.0121938
6.2704086e-05,0.9976064
6.151199e-05,0.98484176
6.055832e-05,0.9737011
5.888939e-05,0.9639994
5.698204e-05,0.9555653
5.4836273e-05,0.9482429
5.2452087e-05,0.9418924
5.00679e-05,0.9363886
4.7802925e-05,0.93162054
4.506111e-05,0.927491
4.2557716e-05,0.92391443
4.017353e-05,0.9208163
3.7908554e-05,0.9181321
3.5643578e-05,0.91580534
3.361702e-05,0.9137876
3.1471252e-05,0.9120367
2.9206276e-05,0.91051656
2.7298927e-05,0.90919584
2.5391579e-05,0.9080473
2.3841858e-05,0.9070481
2.2172928e-05,0.9061779
2.0503998e-05,0.90541947
1.9192696e-05,0.904758
1.7881393e-05,0.9041806
1.6570091e-05,0.90367615
1.5377998e-05,0.903235
1.41859055e-05,0.90284896
1.3113022e-05,0.902511
1.2040138e-05,0.90221465
1.1205673e-05,0.9019548
1.0609627e-05,0.9017266
9.655952e-06,0.9015262
8.940697e-06,0.90135
8.225441e-06,0.901195
7.748604e-06,0.9010584
7.1525574e-06,0.9009381
6.67572e-06,0.900832
6.0796738e-06,0.90073836
5.6028366e-06,0.9006557
5.2452087e-06,0.9005828
5.00679e-06,0.9005181
4.2915344e-06,0.9004609
4.4107437e-06,0.90041035
3.8146973e-06,0.9003655
3.5762787e-06,0.9003258
3.2186508e-06,0.90029055
2.9802322e-06,0.9002592
2.7418137e-06,0.9002408
2.861023e-06,0.9002333
2.7418137e-06,0.90023607
2.9802322e-06,0.90023005
3.2186508e-06,0.90023446
3.2186508e-06,0.9002297
3.33786e-06,0.9002257
3.5762787e-06,0.90022224
3.4570694e-06,0.9002195
3.8146973e-06,0.9002173
3.5762787e-06,0.9002156
3.695488e-06,0.90021455
3.4570694e-06,0.90020424
3.695488e-06,0.9002041
3.695488e-06,0.90020454
3.9339066e-06,0.9001957
4.172325e-06,0.900197
4.053116e-06,0.90019864
3.9339066e-06,0.9001912
4.4107437e-06,0.9001937
4.2915344e-06,0.9001869
4.2915344e-06,0.9001901
4.4107437e-06,0.90018415
4.529953e-06,0.900188
4.4107437e-06,0.9001827
4.7683716e-06,0.9001777
4.7683716e-06,0.90018255
4.6491623e-06,0.90017813
4.7683716e-06,0.9001741
4.6491623e-06,0.90017027
5.00679e-06,0.90017635
5.00679e-06,0.900173
5.2452087e-06,0.90016997
