complexity,accuracy,distortion,mse,trial
2.4559984,2.3240805,1.1566925,49.68193,0
2.456087,2.3241482,1.1566248,49.678703,1
2.4557514,2.323884,1.156889,49.694324,2
2.455576,2.3237486,1.1570244,49.70366,3
2.4562378,2.324273,1.1564999,49.671555,4
2.4541063,2.3225403,1.1582327,49.790287,5
2.4539928,2.3224525,1.1583195,49.79227,6
2.4560585,2.3241348,1.1566372,49.679935,7
