complexity,accuracy,distortion,mse,round,trial
0.011340618,0.004743576,4.120515,416.23096,0.0,1.0
0.02061081,0.008416176,4.1168423,416.08575,1.0,1.0
0.032982826,0.0127391815,4.1125193,416.12704,2.0,1.0
0.06599712,0.023046017,4.1022124,416.19626,3.0,1.0
0.09051418,0.031412125,4.0938463,415.97437,4.0,1.0
0.12888384,0.04720974,4.0780487,415.70572,5.0,1.0
0.1489191,0.054474354,4.070784,415.82242,6.0,1.0
0.20069647,0.07761097,4.0476475,416.06418,7.0,1.0
0.21458721,0.08044672,4.0448117,415.53024,8.0,1.0
0.22033167,0.08473587,4.0405226,415.6861,9.0,1.0
0.2668805,0.10359621,4.021662,415.30017,10.0,1.0
0.29640484,0.11399698,4.0112615,415.2598,11.0,1.0
0.339355,0.12658978,3.9986687,414.21506,12.0,1.0
0.36551714,0.13737917,3.9878793,414.15134,13.0,1.0
0.45959425,0.17595673,3.9493017,413.15002,14.0,1.0
0.53279924,0.20886421,3.9163942,410.97073,15.0,1.0
0.51435184,0.19995403,3.9253044,408.94247,16.0,1.0
0.4914589,0.18594074,3.9393177,407.68582,17.0,1.0
0.53782177,0.20461178,3.9206467,406.86636,18.0,1.0
0.5471325,0.20551968,3.9197388,406.85788,19.0,1.0
0.6067939,0.22932434,3.895934,405.16498,20.0,1.0
0.63103676,0.23124218,3.8940163,405.54034,21.0,1.0
0.62711954,0.22732735,3.897931,401.5445,22.0,1.0
0.7061548,0.2587676,3.8664908,401.6065,23.0,1.0
0.84337044,0.3190217,3.8062367,400.64487,24.0,1.0
0.87415123,0.33324242,3.792016,402.7267,25.0,1.0
0.8569708,0.31297255,3.812286,400.9629,26.0,1.0
0.9420457,0.35371017,3.7715483,400.08783,27.0,1.0
1.007441,0.3709936,3.7542648,396.82266,28.0,1.0
1.0052328,0.3664856,3.7587729,395.0154,29.0,1.0
1.024725,0.37547398,3.7497845,394.22708,30.0,1.0
0.9753308,0.35696507,3.7682934,395.72122,31.0,1.0
1.0379925,0.38324022,3.7420182,397.1682,32.0,1.0
1.1153078,0.4212532,3.7040052,391.61752,33.0,1.0
1.118957,0.4182129,3.7070456,391.5479,34.0,1.0
1.0563078,0.3845892,3.7406693,390.49243,35.0,1.0
1.1124759,0.42232895,3.7029295,389.8559,36.0,1.0
1.1868801,0.45547962,3.6697788,386.97333,37.0,1.0
1.2170215,0.4648037,3.6604548,387.4193,38.0,1.0
1.2742839,0.49712753,3.628131,384.89902,39.0,1.0
1.3383102,0.5361204,3.589138,383.0851,40.0,1.0
1.3669119,0.54901266,3.5762458,383.35226,41.0,1.0
1.3500757,0.5401468,3.5851116,383.60736,42.0,1.0
1.3754659,0.54776144,3.577497,385.90063,43.0,1.0
1.3634262,0.53920174,3.5860567,391.97427,44.0,1.0
1.3649831,0.54032993,3.5849285,393.32578,45.0,1.0
1.3785601,0.5474386,3.5778198,394.52982,46.0,1.0
1.3783412,0.5474639,3.5777946,395.0764,47.0,1.0
1.3547893,0.5333972,3.5918612,394.91516,48.0,1.0
1.3752794,0.54305506,3.5822034,393.47577,49.0,1.0
1.3673377,0.540082,3.5851765,389.91937,50.0,1.0
1.3594761,0.5361719,3.5890865,390.11942,51.0,1.0
1.4101486,0.5625086,3.5627499,388.25113,52.0,1.0
1.4083366,0.5614419,3.5638165,390.40726,53.0,1.0
1.4208798,0.57096624,3.5542922,387.56564,54.0,1.0
1.4327407,0.5789423,3.5463161,385.33572,55.0,1.0
1.4463091,0.5873561,3.5379024,383.17285,56.0,1.0
1.4578075,0.59361315,3.5316453,382.50253,57.0,1.0
1.4460092,0.586421,3.5388374,383.4998,58.0,1.0
