complexity,accuracy,distortion,mse,trial
1.789051,0.75892735,1.1531005,8.417758,0
2.4846282,1.2752609,0.6367669,4.0130844,1
2.0355272,0.81231165,1.0997162,10.217514,2
2.132885,0.90268326,1.0093446,9.141333,3
2.2409773,0.9521389,0.95988894,9.201786,4
2.2993672,1.2423396,0.66968775,8.378091,5
2.6023128,1.3061132,0.6059146,4.3229513,6
2.0710754,1.1761341,0.7358937,2.8019118,7
