complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
3.9819220471710786,3.7431738141514117,33.54091943453329,6.674285355818654,0.00010944364458905057,5.905311477906656e-05,,,0
