comm_cost,complexity
2.1740547635547247e-12,2.347854427222598e-12
5.364424353135883e-06,5.715907373380016e-06
0.0002586668740181258,0.00027338372500976173
0.0031210419571204373,0.0032225619154362243
0.32762763077343315,0.34034754759487074
2.194764632025982,2.3734913096437302
2.6518729317680307,2.9854160946880035
2.7730870462175954,3.178196249624337
2.8143273161961115,3.254499263715068
2.8305537885153287,3.288626566353764
2.837772888865397,3.30560038711875
2.8409588388368983,3.31388820446291
2.842386882835379,3.3179591355907188
2.843029467481928,3.3199512759133927
2.843322980995528,3.3209343719777293
2.8434594129806436,3.321425293759026
2.8435235695427163,3.321672065888291
2.843554404743147,3.3217983148621597
2.8435691325615973,3.32186228056556
2.8435762026104734,3.321894744418665
2.843579604551153,3.32191121029731
2.8435812449615026,3.321919557427689
2.8435820367433493,3.321923782945876
2.843582419282104,3.3219259194184576
2.8435826042434704,3.3219269983431565
2.8435826937410513,3.321927542622875
2.8435827370781617,3.3219278169363804
2.8435827580785613,3.3219279550773946
2.843582768262548,3.321928024596101
2.843582773204915,3.3219280595610403
