complexity,accuracy,distortion,mse,trial
1.5207405,1.2711387,0.64088917,1.5644633,0
1.5121365,1.2657213,0.6463065,1.585478,1
0.849843,0.76271915,1.1493087,4.407508,2
1.5206804,1.2711,0.6409278,1.5646122,3
1.5165744,1.2683277,0.6437001,1.5759726,4
1.5124574,1.2659135,0.64611435,1.5847692,5
1.5179462,1.2691641,0.64286375,1.5728627,6
1.5157852,1.2680612,0.6439667,1.5761919,7
