complexity,accuracy
6.2087584,4.935439
6.2162685,4.9146805
6.3038564,4.9419947
6.2563076,4.9521403
6.236307,4.9233446
6.2212105,4.947875
6.3012094,4.956933
6.1763268,4.903325
6.24121,4.915563
6.126112,4.900478
6.2087536,4.8820457
6.2487583,4.877469
6.148751,4.8933697
6.228759,4.9569793
6.303855,4.986805
6.2038565,4.9126453
6.268758,4.970074
6.181197,4.899813
6.228759,4.9257865
6.208759,4.922802
6.2438564,4.881772
6.288759,4.9360046
6.228759,4.9141235
6.276307,4.8939953
6.2163076,4.959652
6.276307,4.9721975
6.2038517,4.891213
6.236306,4.9488597
6.2212105,4.9348793
6.1963077,4.9113026
6.1887584,4.9000106
6.22121,4.93377
6.2362823,4.9309196
6.196306,4.950083
6.276307,4.9607944
6.2838564,4.951375
6.201211,4.943227
6.236308,4.9617343
6.228759,4.957881
6.113431,4.870068
6.2963076,4.922509
6.2887583,4.944518
6.2612095,4.931143
6.14121,4.9160624
6.2763076,4.973383
6.2087593,4.918824
6.236308,4.960479
6.201209,4.933762
6.2438564,4.955155
6.1336255,4.8944607
6.22874,4.9016685
6.24121,4.9180136
6.228759,4.9399614
6.22876,4.8902493
6.208759,4.9779167
6.088759,4.814137
6.1962495,4.893382
6.1061125,4.9072084
6.208758,4.9058676
6.0612097,4.8797874
6.1736603,4.901456
6.228759,4.911612
6.228759,4.9401865
6.248759,4.961217
6.256307,4.8598213
6.323857,4.919245
6.316308,4.983779
6.1536603,4.9086657
6.1838565,4.8503437
6.256307,4.9817467
6.2535696,4.916668
6.263856,4.9584684
6.323856,4.9901323
6.303857,4.9417706
6.281211,4.9810314
6.148758,4.874137
6.173661,4.9452477
6.343857,4.9972134
6.196308,4.9002924
6.2887583,4.9586926
6.236308,4.9771647
6.20121,4.9419703
6.316308,4.9979534
6.236307,4.9463034
6.2287593,4.955392
6.2485685,4.9050684
6.1412077,4.843165
6.276102,4.9604616
6.188759,4.9283137
6.1563063,4.8971424
6.148755,4.8964624
6.236306,4.932127
6.2287583,4.911905
6.2963076,4.9779534
6.2438564,4.925619
6.1812096,4.9503202
6.2087584,4.9552283
6.1412096,4.8962145
6.3087587,4.9491386
6.2035074,4.9138937
6.196307,4.856533
6.1936603,4.8702965
6.3763065,4.97538
