complexity,accuracy
3.003395,2.7269201
3.003253,2.7268295
3.0031796,2.7267857
3.003378,2.7269077
3.0032358,2.726818
3.003314,2.7268715
3.0033875,2.7269144
3.0033607,2.7268982
3.0033073,2.7268648
3.0033817,2.7269115
3.0033588,2.7268982
3.0033455,2.7268887
3.0032043,2.7268019
3.0034046,2.7269278
3.0030022,2.7266665
3.003399,2.726921
3.0033321,2.726881
3.0033665,2.726901
3.0034037,2.726923
3.003191,2.7267923
3.0032892,2.7268581
3.0033607,2.7268982
3.003458,2.7269602
3.0033903,2.7269163
3.0032988,2.72686
3.0032206,2.7268133
3.0032902,2.7268553
3.003314,2.7268705
3.0033731,2.7269049
3.0034094,2.7269287
3.003275,2.7268429
3.0034313,2.726942
3.0032024,2.726801
3.0034008,2.726922
3.0031967,2.7267933
3.0033274,2.7268791
3.0033102,2.7268639
3.003415,2.7269344
3.003334,2.7268791
3.0033636,2.7269
3.0032864,2.7268524
3.0033102,2.7268658
3.0032673,2.726842
3.0033054,2.726863
3.0034065,2.726925
3.0033522,2.7268944
3.0032463,2.7268267
3.0032234,2.7268162
3.0033932,2.7269173
3.003214,2.7268085
3.0033007,2.72686
3.0033712,2.726904
3.003357,2.7268972
3.0033197,2.7268686
3.0033073,2.726863
3.0033207,2.7268724
3.0032902,2.7268505
3.0033627,2.726901
3.0032597,2.726839
3.0033216,2.7268734
3.0033922,2.7269182
3.0033998,2.726921
3.003376,2.7269087
3.003272,2.7268429
3.0033627,2.7269
3.0033684,2.726904
3.0030975,2.726737
3.003353,2.7268915
3.0032377,2.7268229
3.0033941,2.7269192
3.003358,2.7268972
3.003374,2.7269049
3.0033264,2.7268772
3.0033588,2.7268963
3.003439,2.7269468
3.0033598,2.7269
3.0031986,2.7267952
3.00321,2.7268038
3.003293,2.7268572
3.003376,2.7269077
3.0033865,2.7269144
3.0032663,2.7268372
3.0032263,2.7268124
3.003419,2.7269382
3.0033016,2.72686
3.0033379,2.726882
3.00321,2.7268066
3.003334,2.7268848
3.0034332,2.726943
3.0034342,2.726944
3.0033875,2.7269135
3.0033274,2.7268782
3.0034485,2.7269526
3.0033064,2.726863
3.0033007,2.7268639
3.0033216,2.7268734
3.003378,2.7269096
3.0033836,2.7269144
3.0032873,2.7268486
3.003396,2.726921
