beta,eu
1.0,0.9754277476260127
1.000050505050505,0.9754277476552116
1.0001010101010102,0.9754277478419653
1.0001515151515152,0.9754277489193178
1.00020202020202,0.9754277545231865
1.0002525252525252,0.975427780795088
1.0003030303030302,0.9754278917544041
1.000353535353535,0.9754283136974702
1.0004040404040404,0.9754297573071561
1.0004545454545457,0.9754341970630851
1.0005050505050506,0.9754464570150982
1.0005555555555556,0.9754768127297557
1.0006060606060605,0.9755441038822489
1.0006565656565656,0.9756774820799812
1.0007070707070709,0.9759137917706381
1.0007575757575755,0.9762886616799865
1.0008080808080808,0.9768236419719623
1.000858585858586,0.9775162003527743
1.000909090909091,0.9783388683530824
1.000959595959596,0.9792477305394736
1.001010101010101,0.9801946912151268
1.001060606060606,0.9811374427296665
1.001111111111111,0.9820444575501105
1.001161616161616,0.9828956251450685
1.0012121212121212,0.9836804420053527
1.0012626262626263,0.984395421593096
1.0013131313131314,0.985041674970891
1.0013636363636362,0.9856230232238729
1.001414141414141,0.9861446743516639
1.0014646464646464,0.9866123653994712
1.0015151515151517,0.9870318438879158
1.0015656565656563,0.9874085788129243
1.0016161616161616,0.9877476187270562
1.0016666666666667,0.9880535396692285
1.0017171717171718,0.9883304452291213
1.0017676767676766,0.9885819948173493
1.0018181818181815,0.9888114454229047
1.0018686868686868,0.9890216980522468
1.001919191919192,0.9892153437166417
1.001969696969697,0.9893947060466053
1.002020202020202,0.9895618789080183
1.0020707070707071,0.9897187581387548
1.002121212121212,0.9898670669590381
1.002171717171717,0.9900083748919647
1.002222222222222,0.9901441102668489
1.0022727272727272,0.9902755666324877
1.0023232323232325,0.9904039037134496
1.0023737373737374,0.9905301439030509
1.0024242424242424,0.990655165673575
1.0024747474747475,0.9907796956400519
1.0025252525252524,0.9909043012598359
1.0025757575757577,0.9910293862023649
1.0026262626262623,0.9911551902167086
1.0026767676767676,0.991281794837548
1.0027272727272727,0.9914091355443557
1.0027777777777778,0.9915370201291267
1.0028282828282828,0.9916651521852157
1.002878787878788,0.9917931579609482
1.0029292929292928,0.9919206144478978
1.002979797979798,0.9920470765469513
1.003030303030303,0.992172101447615
1.003080808080808,0.9922952688743379
1.003131313131313,0.9924161964722942
1.0031818181818182,0.9925345502021639
1.0032323232323233,0.9926500500988349
1.003282828282828,0.9927624720762979
1.0033333333333332,0.9928716466257351
1.0033838383838385,0.9929774552807116
1.0034343434343431,0.9930798256520155
1.0034848484848484,0.9931787257064153
1.0035353535353535,0.9932741578134274
1.0035858585858586,0.9933661529371823
1.0036363636363637,0.9934547652216401
1.0036868686868683,0.9935400671135097
1.0037373737373736,0.9936221450893588
1.003787878787879,0.9937010959993199
1.0038383838383838,0.9937770240058355
1.0038888888888888,0.9938500380782503
1.003939393939394,0.9939202499997641
1.003989898989899,0.9939877728504913
1.0040404040404038,0.9940527199490291
1.004090909090909,0.9941152042664395
1.004141414141414,0.9941753383737082
1.004191919191919,0.9942332350494364
1.0042424242424242,0.9942890087585378
1.0042929292929292,0.9943427783059651
1.0043434343434343,0.994394671043561
1.0043939393939394,0.9944448290029716
1.0044444444444445,0.9944934171429838
1.004494949494949,0.9945406334114957
1.0045454545454544,0.9945867194532787
1.0045959595959597,0.9946319696575947
1.0046464646464646,0.9946767352921602
1.0046969696969696,0.9947214204696948
1.0047474747474747,0.9947664681950443
1.0047979797979798,0.9948123372237755
1.0048484848484849,0.9948594719313617
1.0048989898989895,0.9949082661783231
1.0049494949494948,0.9949590345670644
1.005,0.9950130724502702
1.005252525252525,0.9952144942912843
1.0055050505050505,0.9954049857114007
1.0057575757575756,0.995584694559251
1.0060101010101008,0.9957531265616522
1.0062626262626262,0.9959098658839551
1.0065151515151514,0.9960548942926402
1.0067676767676768,0.9961886467871153
1.007020202020202,0.9963119328830352
1.007272727272727,0.9964258083992245
1.0075252525252525,0.9965314444114545
1.0077777777777777,0.9966300154085419
1.0080303030303028,0.9967226128939928
1.0082828282828282,0.996810181796554
1.0085353535353534,0.9968934769747154
1.0087878787878788,0.9969730430612145
1.009040404040404,0.9970492238224368
1.0092929292929291,0.9971222011521885
1.0095454545454543,0.9971920528681244
1.0097979797979797,0.9972588120479033
1.0100505050505049,0.9973225134284283
1.0103030303030305,0.9973832208398592
1.0105555555555554,0.9974410373214748
1.0108080808080808,0.9974961031625553
1.011060606060606,0.9975485872082649
1.0113131313131312,0.9975986753616737
1.0115656565656566,0.9976465587601147
1.0118181818181815,0.9976924231271962
1.012070707070707,0.9977364402417928
1.0123232323232323,0.9977787620950125
1.0125757575757577,0.9978195179579117
1.0128282828282829,0.9978588142128917
1.013080808080808,0.9978967364600859
1.0133333333333332,0.997933353174959
1.0135858585858586,0.9979687201148914
1.0138383838383838,0.9980028847472926
1.014090909090909,0.998035890150883
1.0143434343434343,0.9980677780588417
1.0145959595959595,0.9980985909119118
1.0148484848484849,0.9981283729417749
1.01510101010101,0.9981571704057293
1.0153535353535352,0.9981850311530575
1.0156060606060606,0.9982120037336623
1.0158585858585858,0.9982381362674859
1.016111111111111,0.9982634752802793
1.0163636363636364,0.9982880646774568
1.0166161616161615,0.9983119449765638
1.016868686868687,0.9983351528589801
1.017121212121212,0.9983577210442043
1.0173737373737373,0.9983796784453525
1.0176262626262629,0.9984010505374674
1.0178787878787878,0.9984218598607479
1.018131313131313,0.9984421265848641
1.0183838383838384,0.9984618690728333
1.0186363636363636,0.9984811043986119
1.018888888888889,0.9984998487881509
1.019141414141414,0.9985181179672824
1.0193939393939393,0.9985359274107348
1.0196464646464647,0.9985532924948713
1.01989898989899,0.9985702285628644
1.020151515151515,0.9985867509154033
1.0204040404040404,0.9986028747430771
1.0206565656565656,0.9986186150183799
1.020909090909091,0.9986339863658853
1.0211616161616162,0.9986490029283951
1.021414141414141,0.9986636782447729
1.0216666666666667,0.9986780251518774
1.021919191919192,0.9986920557188382
1.022171717171717,0.9987057812173998
1.0224242424242425,0.9987192121277386
1.0226767676767676,0.9987323581755826
1.022929292929293,0.9987452283939493
1.0231818181818182,0.9987578312015375
1.0234343434343434,0.9987701744896543
1.0236868686868688,0.9987822657103111
1.023939393939394,0.998794111959453
1.024191919191919,0.9988057200508899
