complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
3.981924220190713,3.743175313233875,32.931447285370496,6.674274809680826,9.999903692829848e-05,5.393453219588049e-05,0.00012449944242006846,1.4165829145728643,0
