complexity,accuracy,distortion,mse,sender_delta,receiver_delta,round,run,min_distance_to_curve,min_epsilon,min_beta
5.534804388652814,4.063287240276933,1.0483840877007538,1926.450459586102,165.24559396391876,171.88880789372814,1.0,1.0,0.684863737239634,0.993088053641634,1.2990133477864558
4.178319529910656,3.8078779095198385,1.3037934184578486,334.0314660974203,26.50704687848328,46.08351402127892,2.0,1.0,0.1592946705557034,0.20989510317945684,1.1914506981197759
4.334173291424367,4.044055395820622,1.0676159321570653,133.91136705855556,15.677297230795816,17.600129479682913,3.0,1.0,0.06959252863411115,0.08872370722159745,1.2878339204674198
4.402562167279083,4.135700480002733,0.9759708479749544,48.38876456140174,10.14734726883528,9.32368232423767,4.0,1.0,0.03708570874771127,0.04646538616223208,1.3408412967237422
4.460679185567011,4.199820260632983,0.9118510673447044,12.353011888512974,6.875838532646464,5.463765391942091,5.0,1.0,0.019543617407216746,0.023885157046498302,1.3840160965731316
4.500349258816977,4.2387562251511515,0.8729151028265356,4.45698874102939,5.106876994811476,3.596592892380836,6.0,1.0,0.010704989708290376,0.01284610969759534,1.4162866162991987
4.525891599473219,4.261491635318853,0.8501796926588341,3.410006058456556,4.040649310868642,2.542315756260463,7.0,1.0,0.006574100951241669,0.00787840885561683,1.4368366837788338
4.543715640265372,4.27631696865865,0.8353543593190373,3.141137335035352,3.262986534005245,1.9730745219745875,8.0,1.0,0.004918312467327293,0.005354945396698983,1.4493095741262165
4.555306557724535,4.285302566178174,0.8263687617995128,3.0933414597215023,2.724760190995383,1.6509822712283986,9.0,1.0,0.004850420529543137,0.0043180813538398494,1.4576849290909484
4.564188097415011,4.292039877840658,0.8196314501370292,3.066300584663072,2.369813748943175,1.433292849380257,10.0,1.0,0.0030086875547822058,0.0036511299587792824,1.461890739126783
4.571253734897187,4.29736070736873,0.814310620608957,3.045529683680525,2.102975325900031,1.277401549299689,11.0,1.0,0.002835221654431011,0.003128779958053511,1.4703387988639325
4.576892182557282,4.301581654686784,0.8100896732909035,3.029430609654977,1.888226107826469,1.1644323981171787,12.0,1.0,0.002321876598074968,0.002733034422200165,1.4745811186910267
4.581413432604246,4.304948006833444,0.8067233211442435,3.0168510971728484,1.7072766165878377,1.0700574626010555,13.0,1.0,0.0024845818437229665,0.002432807285318446,1.4745811186910267
4.585070495384527,4.307657773680935,0.8040135542967519,3.00691157868918,1.5513690273116525,0.9868007274654256,14.0,1.0,0.0035808003044787502,0.0021899255342003655,1.478835678742979
4.588064400735338,4.3098667314839165,0.8018045964937706,2.9989472811907945,1.414461322527646,0.9124492793824044,15.0,1.0,0.001821307018805205,0.0019987212167495104,1.4831025143361045
4.590550146888439,4.311693808200669,0.799977519777018,2.992465315508933,1.2946814923356698,0.8487810596082336,16.0,1.0,0.002785940330669178,0.0018476892299278608,1.4831025143361045
4.592644795431042,4.313228063343429,0.7984432646342583,2.987104672819707,1.1897265730203106,0.793667509982739,17.0,1.0,0.0029532098614875025,0.0017257764723744972,1.4831025143361045
4.594435843987198,4.314535636947811,0.7971356910298759,2.9826017440537056,1.0968923360382434,0.74669507010667,18.0,1.0,0.001393050108439256,0.0016188592812848319,1.4873816608886152
4.595988545432599,4.315665638731382,0.7960056892463054,2.978763286346374,1.0157663499843088,0.703848502040471,19.0,1.0,0.0020056138043177585,0.001532773451655743,1.4873816608886152
4.597351732197699,4.316654722815747,0.7950166051619405,2.9754464601708897,0.9446178922111652,0.6644605233761857,20.0,1.0,0.003453354812516234,0.001460190357551174,1.4873816608886152
4.5985622131085755,4.317530479715986,0.7941408482617014,2.972544548735992,0.8816544763959688,0.6287478279205945,21.0,1.0,0.002961326692248227,0.0013982668819850913,1.4873816608886152
4.599647998016078,4.318313892177159,0.7933574358005284,2.969976884467305,0.8279482134237295,0.5961543174321291,22.0,1.0,0.001778270843876226,0.0013398071995283584,1.491673153920915
4.600630629283394,4.3190210952404975,0.7926502327371896,2.967681765271879,0.780745041470103,0.5668943646889709,23.0,1.0,0.0010871278641517838,0.0012913484896245086,1.491673153920915
4.601526859825295,4.319664635907166,0.7920066920705207,2.9656114542587364,0.7401090310843643,0.5408644923281604,24.0,1.0,0.001390217745330889,0.001248630154272111,1.491673153920915
4.6023498632600885,4.320254378665734,0.7914169493119534,2.9637286207618914,0.7076433506044563,0.5171874213831005,25.0,1.0,0.0021831388142437,0.0012106191424552048,1.491673153920915
4.603110112181514,4.320798161760491,0.7908731662171959,2.9620037790087004,0.6786284994578274,0.4952613398406416,26.0,1.0,0.003033742984497358,0.001176497912582611,1.491673153920915
4.603816021262759,4.321302277684508,0.7903690502931795,2.9604134215437017,0.6521816281627619,0.4743501774017907,27.0,1.0,0.003781817577946219,0.001145615068741207,1.491673153920915
4.604474422906795,4.321771828842703,0.7898994991349841,2.9589386413267738,0.6282090133537587,0.4544044555147589,28.0,1.0,0.0029987325831403256,0.001117448567972411,1.491673153920915
4.605090922606405,4.3222109936420345,0.7894603343356525,2.9575641019074017,0.6060206083979488,0.4355755067881713,29.0,1.0,0.0022821550895386813,0.0010879373092878752,1.4959770290558922
4.6056701669381335,4.322623227525053,0.789048100452634,2.956277259028378,0.5855974825319917,0.4184001465781646,30.0,1.0,0.0016425660768181586,0.0010629047806200765,1.4959770290558922
4.606216047352595,4.323011416156801,0.7886599118208864,2.9550677664732374,0.566971481511258,0.4028375697118012,31.0,1.0,0.0011217523533217707,0.0010396150770365618,1.4959770290558922
