complexity,accuracy,distortion,mse,trial
2.2685208,0.06850624,0.9923706,387.772,0
2.2749557,0.08086681,0.98001003,388.03467,1
2.2893481,0.03646469,1.0244122,414.5773,2
2.2161407,0.31987143,0.7410054,298.72733,3
2.173842,0.5812583,0.47961855,316.75885,4
1.4684377,0.7847643,0.27611256,63.124916,5
1.5002894,0.7614126,0.29946423,23.07346,6
1.5044031,0.8202224,0.24065447,33.657204,7
