complexity,accuracy
2.8529702919042084,1.2551978491254736
2.8055558616559244,1.2484671422950686
2.7521835520133884,1.240623394301285
2.6970099314068094,1.2322012354666099
2.6339742955609573,1.2221492281194597
2.5768965376411814,1.2127347831311317
2.511660477711014,1.2015228342680795
2.4294900696334056,1.1867617442675769
2.3670629421846536,1.1749834404111708
2.291041931969927,1.160079770365271
2.20991569719478,1.143324187538976
2.1298051297762295,1.1258869901807995
2.057571610474855,1.1093808819239421
1.9689310036055236,1.0877455381384091
1.8946577884444986,1.0686029976926223
1.8025141909690794,1.043192987386805
1.7162545505933853,1.0176844196363999
1.6226019598429398,0.987697431297023
1.517555226741799,0.9514470701334465
1.3986680962654283,0.9062170845677193
1.262778112655197,0.8486086573284394
1.0989747307529552,0.7706299619763621
0.918099314524871,0.6735894843407497
0.6729930576479419,0.521952666028872
0.28977297585293404,0.23810259558418417
0.013527220635015097,0.011383593599400547
0.00048137793175022234,0.0004051941485420932
5.064664158398815e-05,4.2491431962456734e-05
1.2236159627301607e-06,1.022050734156888e-06
6.778051863527902e-13,5.602619092138953e-13
