complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,gnid_beta,sender_delta,receiver_delta,min_epsilon,min_beta,run
4.047712756652301,3.7890216341058025,35.42763729522387,6.262276347700781,0.2742648470967997,0.0447118172313899,0.000266340666206,1.4517587939698493,0.0271463035921062,0.0159885640336465,0.00018782365395538701,1.4517587939698493,0
