complexity,accuracy,distortion,mse
3.121925,1.7120256,0.20000172,6.4000106
2.9219282,1.526825,0.38520288,2.5000005
0.46899605,0.20939589,1.702632,13.777777
3.1219273,1.7120433,0.19998407,3.600001
2.9219284,1.5142875,0.3977399,6.5
3.1219287,1.76865,0.1433773,0.4
2.9219284,1.7106948,0.20133305,0.5
3.1219282,1.7242279,0.18779993,0.90000004
