complexity,accuracy
4.876937706807838e-09,2.220815549632766e-11
4.6491310747941156e-09,2.1170696294221e-11
3.5321882126732977e-09,1.6084660614803977e-11
2.7929415216873854e-09,1.2718536936473175e-11
2.0988178221692892e-09,9.557207220110353e-12
1.5986399860165082e-09,7.279742684489056e-12
1.1602113982863857e-09,5.2836529467148115e-12
9.633779607559054e-10,4.387412427602624e-12
7.80467234178337e-10,3.5542785670752927e-12
5.745640161732786e-10,2.616679331711903e-12
3.856084107912096e-10,1.756445890529056e-12
2.945952082812968e-10,1.3422048561566064e-12
1.9796852891593406e-10,9.018964091787722e-13
1.3030201931659918e-10,5.938155308117152e-13
1.0420089308310994e-10,4.749199809540268e-13
6.127304574921259e-11,2.794918816293495e-13
3.7952135021239775e-11,1.733426178427057e-13
2.3185938891651257e-11,1.0619593073205287e-13
1.3512577527885191e-11,6.201239981890156e-14
8.346514269947627e-12,3.8379206310300085e-14
4.731846759147948e-12,2.2002911156330715e-14
2.078182062541777e-12,1.0211482251120991e-14
9.288091189220916e-13,4.948884956009008e-15
3.3372876746551713e-13,1.9663056792372238e-15
1.171685719670797e-13,1.162018275069627e-15
5.8429425051792124e-15,1.0452743646868673e-15
2.606947098913532e-16,8.714022868118178e-16
-4.689755341019492e-16,5.3723294619937615e-16
