complexity,accuracy,distortion,beta,eu_gamma=0,eu_gamma=-3,eu_gamma=-1,eu_gamma=1,eu_gamma=2,eu_gamma=3
0.0647060281574134,0.0646619641924601,4.551748868947737,1.000858585858586,0.0191967081291083,0.4864545632690074,0.0598423274038121,0.0108762627651048,0.0108752842828848,0.010875284284936162
0.091155020368685,0.0910863594024355,4.525324473737761,1.000909090909091,0.0198053851048104,0.4967259986539887,0.0617151424555536,0.0112223187186981,0.0112213093363421,0.011221309339086457
0.1210819881601832,0.1209830475812161,4.495427785558981,1.000959595959596,0.0204797110088866,0.508130979204819,0.0637909647146794,0.0116056423709708,0.0116045987497932,0.01160459875329617
0.1531242758760012,0.15299058179734,4.463420251342857,1.001010101010101,0.0211847551454068,0.5200853222254894,0.0659625791228063,0.0120063595651965,0.0120052801382456,0.01200528014252981
0.1859855499655331,0.1858140784135233,4.430596754726674,1.001060606060606,0.0218896223143705,0.5320679563472813,0.0681350138572967,0.0124068999921668,0.0124057847603643,0.012405784765415572
0.2186060565329537,0.2183951713056195,4.398015661834577,1.001111111111111,0.0225711245426327,0.5436836601337698,0.0702368527458104,0.0127940839439963,0.0127929340857974,0.012792934091574951
0.250217541456049,0.2499667607843587,4.366444072355838,1.001161616161616,0.0232142993203483,0.5546734571649908,0.0722218802071321,0.0131594142208627,0.0131582316753193,0.01315823168176589
0.2803233703076646,0.280033079954995,4.336377753185202,1.0012121212121212,0.0238111452621543,0.5648949065577399,0.074065246397893,0.0134983542770989,0.0134971413907877,0.013497141397838378
0.3086455534991081,0.3083167379990428,4.308094095141154,1.0012626262626263,0.0243587782220313,0.5742921451421241,0.0757578370484795,0.013809277518396,0.0138080367857011,0.013808036793289475
0.3350660915202557,0.3347001141797374,4.2817107189604595,1.0013131313131314,0.0248576975002003,0.5828672581215214,0.0773009656585983,0.014092480079337,0.0140912139705924,0.014091213978654104
0.3595758478883635,0.3591742848673789,4.257236548272818,1.0013636363636362,0.0253104270974429,0.5906575704418843,0.078702205855402,0.0143494075853842,0.0143481184439159,0.014348118452391145
0.382235014674686,0.381799536631231,4.234611296508966,1.001414141414141,0.025720559376757,0.5977194759280515,0.0799724525923123,0.0145821112122783,0.0145808011999718,0.014580801208806208
0.4031447257569791,0.4026770168939837,4.213733816246213,1.0014646464646464,0.0260921322458675,0.6041177664985486,0.0811240042371598,0.0147928936602886,0.0147915647347815,0.0147915647439265
0.4224277321977201,0.4219294368242874,4.1944813963159095,1.0015151515151517,0.0264292506991761,0.6099190378451183,0.0821693940257836,0.0149840941972903,0.0149827481084005,0.014982748117813015
0.4402158282785109,0.4396885167093121,4.176722316430885,1.0015656565656563,0.026735874508945,0.6151878966788628,0.0831207319493435,0.015157968210614,0.0151566065075726,0.015156606517214588
0.456642044903699,0.45608719246251,4.160323640677687,1.0016161616161616,0.0270157130245453,0.6199849940272577,0.083989376329955,0.0153166276493022,0.0153152516933534,0.015315251703191729
0.4718360888759054,0.4712550634660264,4.1451557696741705,1.0016666666666667,0.0272721859681015,0.6243661976213698,0.0847858090076528,0.0154620189594094,0.0154606299384255,0.015460629948431039
0.4859219305414157,0.4853159855728357,4.131094847567361,1.0017171717171718,0.0275084230211455,0.6283824440316788,0.0855196305679796,0.0155959230368475,0.0155945219799836,0.015594521990130835
0.499016777048336,0.498387047492324,4.118023785647873,1.0017676767676766,0.0277272848220017,0.6320799742581388,0.0861996221275984,0.015719967316236,0.0157185551075353,0.015718555117801864
0.5112309125928309,0.510578412637555,4.105832420502642,1.0018181818181815,0.027931394537497,0.6355007665998047,0.086833840268691,0.0158356438382243,0.0158342212286327,0.015834221238999104
0.522668056152396,0.5219936774340326,4.094417155706164,1.0018686868686868,0.0281231733368944,0.6386830518690128,0.0874297245078353,0.0159443295064941,0.0159428971240837,0.015942897134532834
0.5334259998508237,0.5327305095964423,4.083680323543755,1.001919191919192,0.0283048756351787,0.641661840425081,0.0879942045002664,0.0160473061893514,0.0160458645477612,0.016045864558277986
0.5435973635971507,0.5428814022891082,4.073529430851089,1.001969696969697,0.0284786214498072,0.644469417201794,0.0885337987349314,0.0161457791601588,0.0161443286653978,0.016144328675969058
0.5532703468976745,0.5525344252905118,4.063876407849685,1.002020202020202,0.0286464240276898,0.6471357763874864,0.0890546989873535,0.0162408928324373,0.0162394337882879,0.016239433798901838
0.562529386504238,0.5617738820188141,4.054636951121383,1.0020707070707071,0.0288102113237158,0.6496889761836154,0.0895628361129772,0.0163337429864833,0.0163322755988158,0.016332275609462137
0.5714556461855107,0.5706807988864941,4.045730034253703,1.002121212121212,0.0289718401437158,0.6521553992297929,0.0900639234825961,0.0164253848157901,0.0164239091961599,0.016423909206829634
0.5801272780750573,0.5793331866127875,4.037077646527409,1.002171717171717,0.0291331019473609,0.6545599080379769,0.0905634749267487,0.016516836225297,0.0165153523942473,0.0165153524049323
0.5886194082824918,0.5878060263452536,4.028604806794943,1.002222222222222,0.0292957195514333,0.6569258887128753,0.0910667948103723,0.0166090759527182,0.0166075838432493,0.016607583853942565
0.5970038162980114,0.5961709502655879,4.020239882874609,1.0022727272727272,0.029461334366084,0.6592751814677857,0.091578939064754,0.0167030363071449,0.0167015357688315,0.016701535779526742
0.6053483005908831,0.6044956091849905,4.0119152239552065,1.0023232323232325,0.0296314843905093,0.6616279036235302,0.092104647829228,0.0167995906565734,0.0167980814607983,0.016798081471489812
0.6137157525813901,0.6128427493500599,4.003568083790137,1.0023737373737374,0.0298075740019634,0.6640021799919308,0.0926482528384696,0.0168995362547559,0.016898018101478,0.016898018112160924
0.6221629966695623,0.6212690560948406,3.995141777045356,1.0024242424242424,0.0299908375477674,0.6664138061960212,0.0932135656940629,0.0170035735519115,0.0170020460782834,0.017002046088953296
0.6307394916245954,0.6298238594862955,3.9865869736539015,1.0024747474747475,0.0301822997808965,0.6688758812206412,0.0938037563343651,0.0171122837190648,0.0171107465100609,0.01711074652071387
0.6394860224392538,0.6385478307946357,3.9778630023455617,1.0025252525252524,0.0303827370882499,0.6713984543193617,0.0944212338187289,0.0172261066312154,0.0172245592322317,0.01722455924286409
0.6484335343244592,0.6474718210868762,3.968939012053321,1.0025757575757577,0.0305926440297289,0.6739882360063909,0.095067543302873,0.0173453218768808,0.0173437638080362,0.017343763818644643
0.6576022646499169,0.6566159973049963,3.9597948358352006,1.0026262626262623,0.0308122097277385,0.6766484211631724,0.0957432931608816,0.0174700353727206,0.0174684661443618,0.017468466154943206
0.6670013095389518,0.6659894120830732,3.950421421057124,1.0026767676767676,0.0310413079861679,0.6793786631627716,0.0964481241909406,0.0176001737856772,0.0175985929143889,0.017598592924940457
0.6766287192090541,0.6755901010023173,3.94082073213788,1.0027272727272727,0.0312795036746954,0.6821752217741286,0.0971807287231486,0.017735488201145,0.017733895225441,0.017733895235959855
0.6864721553180022,0.6854057402820235,3.9310050928581735,1.0027777777777778,0.0315260760531254,0.6850312866356664,0.0979389217339439,0.0178755674178315,0.0178739619126644,0.017873961923147892
0.6965100748050652,0.6954148293148545,3.9209960038253424,1.0028282828282828,0.0317800576425396,0.6879374559007959,0.0987197597188287,0.0180198600749908,0.0180182416642918,0.018018241674737475
0.7067133408779505,0.7055882988135895,3.910822534326607,1.002878787878788,0.0320402853614655,0.6908823304413827,0.0995196972702628,0.0181677037449649,0.0181660721115894,0.01816607212199474
0.7170471148833499,0.7158913986013751,3.900519434538822,1.0029292929292928,0.0323054592931412,0.6938531713573789,0.1003347671490209,0.0183183583562485,0.0183167132489394,0.01831671325930219
0.7274728606414218,0.7262856970433234,3.8901251360968736,1.002979797979798,0.0325742038633746,0.6968365645153147,0.1011607678297247,0.0184710409796553,0.0184693822169009,0.018469382227218917
0.7379502971897676,0.7367310285344999,3.879679804605697,1.003030303030303,0.0328451264316056,0.6998190404047318,0.1019934431809647,0.018624959137573,0.01862328660849,0.018623286618761253
0.7484391626134421,0.7471872521689704,3.8692235809712265,1.003080808080808,0.0331168691944901,0.702787608880747,0.1028286416895913,0.0187793403063602,0.0187776539689406,0.018777653979163277
0.7589006925313591,0.7576157255291154,3.8587951076110816,1.003131313131313,0.0333881516135331,0.705730183343254,0.103662446664616,0.0189334560279625,0.018931755905166,0.018931755915338615
0.7692987623773444,0.7679804429891348,3.848430390151062,1.0031818181818182,0.0336578020110154,0.7086358843939894,0.104491273252584,0.0190866398612,0.0190849260354405,0.01908492604556159
0.7796006845865708,0.778248829777823,3.838162003362374,1.0032323232323233,0.033924778277226,0.7114952264246961,0.105311932081808,0.0192382991413177,0.019236571747897,0.019236571757965476
0.7897776846982651,0.788392215836792,3.828018617303405,1.003282828282828,0.0341881786311506,0.7143002003833181,0.1061216624187464,0.0193879210841853,0.0193861803041794,0.019386180314194444
0.7998051019158456,0.7983860349572538,3.818024798182943,1.0033333333333332,0.0344472440106262,0.7170442716877377,0.1069181396647001,0.0195350741316911,0.0195333201847137,0.019533320194674554
0.8096623701927061,0.8082098051516446,3.808201027988552,1.0033838383838385,0.0347013539540237,0.7197223142997345,0.1076994628986379,0.0196794055973425,0.0196776387345156,0.01967763874442186
0.8193328374979352,0.8178469477764416,3.7985638853637553,1.0034343434343431,0.0349500178433194,0.7223305012116613,0.1084641281960186,0.0198206366754094,0.0198188571727777,0.019818857182629237
0.8288034763122809,0.8272844983144356,3.7891263348257618,1.0034848484848484,0.0351928631977568,0.7248661690523944,0.1092109928995274,0.0199585557741575,0.019956763926696,0.01995676393649269
0.8380645303023808,0.8365127536334587,3.7798980795067383,1.0035353535353535,0.0354296224245676,0.7273276711107826,0.109939235150795,0.0200930109729222,0.0200912070892149,0.020091207098956954
0.8471091327024904,0.8455248911387532,3.770885942001444,1.0035858585858586,0.0356601191175766,0.7297142295065405,0.1106483120245003,0.0202239022232886,0.0202220866209023,0.020222086630589997
0.8559329227240529,0.8543165860496185,3.7620942470905785,1.0036363636363637,0.035884254693666,0.7320257939667477,0.1113379186839462,0.0203511737435767,0.0203493467451119,0.020349346754745652
0.8645336782213899,0.8628856449606062,3.753525188179591,1.0036868686868683,0.0361019958988064,0.7342629119318083,0.1120079501853307,0.0204748069089988,0.0204729688387751,0.02047296884835538
0.8729109762886047,0.8712316673129905,3.7451791658272064,1.0037373737373736,0.0363133635122954,0.7364266126005279,0.112658466934937,0.0205948138244301,0.0205929650057432,0.020592965015270734
0.8810658885465266,0.8793557415011666,3.7370550916390304,1.003787878787879,0.0365184224328354,0.7385183060140503,0.1132896643578478,0.0207112316843456,0.0207093724372286,0.020709372446704028
0.8890007145261993,0.8872601789967671,3.72915065414343,1.0038383838383838,0.0367172732413679,0.7405396973101126,0.1139018470627492,0.0208241179741507,0.0208222486135626,0.020822248622986792
0.8967187546316708,0.8949482879556054,3.721462545184591,1.0038888888888888,0.0369100453005593,0.7424927157785819,0.114495407676511,0.0209335465473963,0.0209316673817617,0.02093166739113536
0.9042241235729324,0.9024241871817348,3.713986645958462,1.003939393939394,0.0370968914694291,0.744379458261041,0.1150708105736668,0.0210396046242113,0.0210377159542277,0.021037715963551647
0.9115216058945492,0.9096926620534732,3.706718171086724,1.003989898989899,0.0372779845880091,0.7462021467376762,0.1156285809518169,0.0211423908001064,0.0211404929177317,0.021140492927006836
0.9186165574208776,0.91675906620058,3.699651766939617,1.0040404040404038,0.0374535160307245,0.7479631006537768,0.1161693001331181,0.021242014236585,0.0212401074240995,0.021240107433326667
0.9255148603767652,0.9236292766406038,3.692781556499593,1.004090909090909,0.0376236968522626,0.7496647257170799,0.1166936086466237,0.0213385953336066,0.0213366798626189,0.0213366798717989
0.9322229459997756,0.930309716109841,3.686101117030356,1.004141414141414,0.0377887623694288,0.751309522630027,0.1172022196080373,0.0214322683664381,0.0214303444966619,0.0214303445057954
0.9387479069334717,0.9368074647557254,3.679603368384472,1.004191919191919,0.0379489814380125,0.7529001215600173,0.1176959461687169,0.0215231868062509,0.0215212547838157,0.021521254792903233
0.9450977323761371,0.943130493988928,3.673280339151269,1.0042424242424242,0.0381046721603568,0.7544393509947402,0.1181757482547737,0.021611532314932,0.0216095923699026,0.02160959237894448
0.9512817103753032,0.9492880666504816,3.6671227664897152,1.0042929292929292,0.0382562261880386,0.7559303525079789,0.1186428051369683,0.0216975286473633,0.021695580990035,0.02169558099903135
0.9573110498068508,0.9552913557526193,3.6611194773875777,1.0043434343434343,0.0384041439287259,0.7573767547005203,0.1190986208559535,0.02178146177394,0.0217795065893571,0.021779506598307206
0.963199771512409,0.9611543309918869,3.65525650214831,1.0043939393939394,0.0385490824198779,0.7587829179424976,0.1195451679456417,0.0218637072203652,0.0218617446604212,0.02186174466932369
0.9689658912823464,0.9668949355611698,3.649515897579027,1.0044444444444445,0.0386919158419895,0.7601542531254507,0.1199850695631113,0.0219447645969976,0.0219427947694763,0.021942794778328646
0.9746328524596084,0.972536511168384,3.643874321971813,1.004494949494949,0.0388338051232495,0.7614975987095968,0.1204218095247656,0.0220252972815317,0.0220233202356256,0.022023320244423522
0.9802310561316236,0.9781093198695244,3.638301513270672,1.0045454545454544,0.0389762679385153,0.7628216095946141,0.1208599440896911,0.0221061722903287,0.0221041879986105,0.02210418800734759
0.9857992009395672,0.9836518760281424,3.6327589571120544,1.0045959595959597,0.0391212351196616,0.7641370746881718,0.1213052730325416,0.0221884923808499,0.0221865007183826,0.022186500727049682
0.9913850443129136,0.98921170197932,3.627199131160877,1.0046464646464646,0.0392710774762595,0.7654570551335385,0.1217649208658884,0.022273611312247,0.0222716120343339,0.022271612042918214
0.9970452285202214,0.994845152414504,3.621565680725693,1.0046969696969696,0.0394285926580917,0.7667967481234131,0.1222472953661105,0.0223631264434815,0.022361119164089,0.02236111917257398
1.0028440438642328,1.000616180274367,3.61579465286583,1.0047474747474747,0.0395969570162247,0.7681730481565099,0.122761936237334,0.0224588516169678,0.02245683578962,0.02245683579798462
1.0088513589766777,1.0065942725675256,3.6098165605726713,1.0047979797979798,0.0397796679429717,0.769603876073235,0.1233193283459539,0.0225627849919942,0.0225607598936595,0.022560759901878107
1.0151402032592785,1.0128520378134451,3.603558795326752,1.0048484848484849,0.0399805170841325,0.7711074080667119,0.1239307983514629,0.0226770950240661,0.0226750597405317,0.02267505974857405
1.0217845644054542,1.019463003903354,3.596947829236843,1.0048989898989895,0.0402036415961273,0.7727013284597406,0.1246086313479741,0.0228041518145,0.022802105223377,0.022802105231207924
1.028860852030542,1.0265030678954972,3.5899077652447,1.0049494949494948,0.0404538057830762,0.7744028296168417,0.1253668514188897,0.0229466917629943,0.0229446325029021,0.022944632510481667
1.0366034206904209,1.034205907431648,3.582204925708549,1.005,0.0407410788470252,0.7762634151036261,0.1262353766269554,0.0231104861359014,0.0231084123391204,0.02310841234640187
1.0641909060129855,1.0616498350988834,3.5547609980413135,1.005252525252525,0.041552509513279,0.7825866388687599,0.1287179839044392,0.0235715605226577,0.0235694454988969,0.023569445505594956
1.0914575082055222,1.0887678104750194,3.5276430226651776,1.0055050505050505,0.0423780869809291,0.7887351751787575,0.1312414770091769,0.0240407335207605,0.0240385765569836,0.02403857656305279
1.1182986971213609,1.1154561132788174,3.5009547198613795,1.0057575757575756,0.043208158004356,0.7946790258693616,0.1337768371155342,0.0245124992864386,0.0245103001579394,0.024510300163358797
1.1445089360550913,1.1415106758605784,3.4749001572796185,1.0060101010101008,0.0440308465440891,0.8003707311201526,0.1362881840934584,0.0249800930107364,0.0249778520945109,0.02497785209928437
1.1698810111779565,1.16672588893495,3.449684944205247,1.0062626262626262,0.044835637326029,0.8057692484108783,0.138743697918317,0.0254375283334789,0.0254352465396348,0.025435246543788943
1.1942630045291374,1.190951212046352,3.425459621093845,1.0065151515151514,0.0456152536986168,0.8108511713746723,0.1411213380124409,0.0258806647640272,0.0258783433718147,0.025878343375394693
1.2175801728380833,1.2141128605317046,3.4022979726084923,1.0067676767676768,0.0463662009646696,0.8156129893281401,0.1434104977767854,0.0263075161283829,0.026305156594583,0.026305156597649215
1.239833954575829,1.236212753499874,3.380198079640323,1.007020202020202,0.0470884745029387,0.8200683924764796,0.1456111204032616,0.0267180838984752,0.0267156876805289,0.026715687683153473
1.2610884904826172,1.2573150640705748,3.359095769069622,1.007272727272727,0.0477848331801218,0.8242434835215712,0.1477314972429534,0.0271139431702266,0.0271115115861589,0.02711151158842366
1.281451866381147,1.277527544454225,3.338883288685972,1.0075252525252525,0.0484599057611409,0.8281716049167234,0.1497855636282997,0.0274977335773545,0.0274952677109634,0.027495267712958318
1.301056545678266,1.2969820671998935,3.319428765940303,1.0077777777777777,0.0491192856749697,0.8318886747331986,0.1517901654040959,0.0278726434901395,0.0278701441420349,0.027870144143856846
1.3200411412066,1.3158165174813623,3.3005943156588344,1.0080303030303028,0.0497686767586137,0.8354293486750766,0.1537624878804864,0.0282419230881527,0.0282393907700472,0.028239390771798732
1.3385340851236656,1.3341585894716168,3.28225224366858,1.0082828282828282,0.0504131036283077,0.8388239849170513,0.1557176877813223,0.028608434148625,0.0286058691175958,0.028605869119382746
1.3566397184109409,1.3521120014488606,3.2642988316913364,1.0085353535353534,0.0510562318116339,0.8420963942078024,0.1576668589903455,0.0289742624829017,0.028971664810078,0.028971664812005974
1.3744285539030263,1.3697468645834423,3.2466639685567547,1.0087878787878788,0.0516999208788497,0.8452626010625134,0.1596156955585295,0.029340463451136,0.0293378331130407,0.02933783311521079
1.391934117184979,1.3870965819734362,3.2293142511667607,1.009040404040404,0.052344151992212,0.8483309400351122,0.1615642719949478,0.0297070211674364,0.0297043581410519,0.029704358143555723
1.4091573772739991,1.4041622713183397,3.2122485618218573,1.0092929292929291,0.0529873671030531,0.8513035175473959,0.1635080523939359,0.0300730424461361,0.030070346786855,0.030070346789771506
1.426077027819067,1.4209229782052386,3.1954878549349583,1.0095454545454543,0.0536270939587166,0.8541785700650173,0.1654397540230587,0.0304371135629427,0.0304343854509209,0.03043438545431431
1.442661881130423,1.4373479708062895,3.179062862333907,1.0097979797979797,0.0542606343855775,0.8569529542901795,0.1673514015863573,0.0307976928841314,0.0307949326358162,0.030794932639736244
1.4588817193255093,1.4534074936851429,3.163003339455054,1.0100505050505049,0.054885621393564,0.8596241179146829,0.1692359912167531,0.0311534285293455,0.0311506365808027,0.031150636585286343
1.474714584107252,1.4690799845341689,3.1473308486060283,1.0103030303030305,0.0555003552505539,0.8621912659848368,0.171088495247115,0.0315033499069598,0.0315005267801788,0.03150052678525217
1.4901502703663976,1.4843555258892351,3.132055307250962,1.0105555555555554,0.056103926612773,0.864655777023192,0.1729062315077096,0.031846937785476,0.031844084048427,0.03184408405410781
1.5051908187433298,1.499236323325464,3.117174509814733,1.0108080808080808,0.0566961831640607,0.867021087059278,0.1746887656921668,0.0321841051165696,0.0321812213449339,0.03218122135123329
1.5198490435928171,1.5137352392449088,3.102675593895288,1.011060606060606,0.0572776011513153,0.8692922703062667,0.176437530250253,0.0325151236238993,0.0325122103692854,0.03251221037620926
1.53414596283854,1.5278732418145076,3.0885375913256894,1.0113131313131312,0.0578491090717828,0.8714754879987875,0.1781553010285477,0.0328405231095994,0.0328375808766675,0.03283758088421762
1.548107749605233,1.5416763835297689,3.0747344496104283,1.0115656565656566,0.0584118957509811,0.8735774160664934,0.1798456278638088,0.0331609818685163,0.0331580111018026,0.03315801110997671
1.561762648063686,1.555172747535421,3.061238085604776,1.0118181818181815,0.0589672255868481,0.8756047212704136,0.1815122868617343,0.0334772212058949,0.0334742222859747,0.03347422229476665
1.5751381934674331,1.568389697888012,3.048021135252185,1.012070707070707,0.0595162787654426,0.8775636318559195,0.1831588070776794,0.033789914220528,0.0337868874682566,0.03378688747765615
1.5882590017659304,1.5813516956887597,3.0350591374514373,1.0123232323232323,0.0600600304455321,0.879459632629592,0.1847881128684526,0.0340996168426111,0.0340965625294736,0.03409656253946597
1.6011453063288972,1.59407885578295,3.022331977357247,1.0125757575757577,0.0605991778338074,0.8812972981913827,0.186402308080611,0.0344067262183483,0.0344036445804981,0.034403644591063806
1.6138123067178824,1.6065863071996418,3.009824525940555,1.0128282828282829,0.0611341172872521,0.883080260076684,0.1880026081543671,0.0347114676602065,0.0347083589136638,0.03470835892477843
1.6262702731429517,1.618884300599781,2.997526532540416,1.013080808080808,0.0616649662993691,0.8848112864187634,0.1895894047368385,0.0350139072261179,0.035010771580861,0.035010771592495125
1.638525248370904,1.6309789055014043,2.9854319276387926,1.0133333333333332,0.0621916192934205,0.8864924404545487,0.1911624299425166,0.0353139836034108,0.0353108212746493,0.03531082128676875
1.650580129401451,1.6428730816150665,2.9735377515251304,1.0135858585858586,0.0627138229638047,0.8881252794462937,0.1927209781016386,0.0356115511558471,0.0356083623714912,0.035608362384057325
1.6624359015911736,1.6545678994561186,2.9618429336840784,1.0138383838383838,0.063231256842844,0.8897110584283592,0.1942641427519562,0.0359064259545026,0.0359032109585631,0.03590321097153316
1.6740928292513573,1.6660637166840946,2.9503471164561024,1.014090909090909,0.0637436071749603,0.8912509113674667,0.195791033810467,0.036198427985014,0.0361951870372707,0.036195187050598314
1.6855514609775015,1.6773611704177558,2.939049662722441,1.0143434343434343,0.0642506258681469,0.8927459926432357,0.1973009507922891,0.0364874148287819,0.0364841482014753,0.03648414821511086
1.6968133668527,1.6884619040600803,2.9279489290801166,1.0145959595959595,0.0647521701280893,0.8941975714588766,0.1987934992669301,0.0367733043059305,0.0367700122784511,0.03677001229234238
1.7078815761687096,1.6993689980670954,2.9170418350731016,1.0148484848484849,0.0652482216554156,0.8956070793593653,0.2002686473738904,0.0370560854389424,0.0370527682915497,0.03705276830564229
1.7187607240482483,1.7100871133093332,2.906323719830864,1.01510101010101,0.0657388867780326,0.8969761161814024,0.2017267265119328,0.037335818520036,0.0373324765275712,0.037332476541808976
1.7294569441794805,1.72062238406785,2.895788449072347,1.0153535353535352,0.0662243806772141,0.8983064229221072,0.2031683855159786,0.0376126260870933,0.0376092595134866,0.0376092595278124
1.7399775650938096,1.7309821175719868,2.88542871556821,1.0156060606060606,0.0667050000838397,0.8995998317459236,0.204594511157653,0.0378866773094077,0.0378832864035638,0.03788328641792034
1.7503306800939225,1.7411743693874726,2.8752364637527243,1.0158585858585858,0.0671810895078185,0.9008582039583763,0.2060061297754833,0.0381581686771779,0.038154753670566,0.03815475368489639
1.7605246653847235,1.7512074682388723,2.8652033649013244,1.016111111111111,0.0676530061555649,0.902083366296597,0.2074043050812105,0.0384273039411859,0.0384238650472001,0.03842386506144885
1.7705677161071272,1.7610895589626647,2.855321274177532,1.0163636363636364,0.0681210881304975,0.903277054301454,0.2087900455362406,0.0386942759291359,0.0386908133440607,0.0386908133581741
1.7804674562082443,1.7708282186319764,2.8455826145082206,1.0166161616161615,0.0685856293678927,0.9044408690140496,0.2101642313449528,0.03895925221168,0.03895576611692,0.038955766130847044
1.7902306581026153,1.7804301811466932,2.835980651993504,1.016868686868687,0.069046863256671,0.90557625021928,0.2115275667352677,0.0392223657348428,0.0392188562999783,0.03921885631367146
1.7998630862425171,1.789901184041181,2.826509649099016,1.017121212121212,0.0695049553678124,0.9066844665295776,0.2128805587270913,0.0394837106596526,0.0394801780458627,0.03948017805927813
1.809369459411892,1.7992459322496457,2.8171649008905515,1.0173737373737373,0.069960004435669,0.9077666202818868,0.2142235198817277,0.0397433429219356,0.0397397872853708,0.03973978729846864
1.818753512730957,1.8084681599765489,2.807942673163648,1.0176262626262629,0.0704120498966813,0.9088236637903584,0.2155565900811314,0.0400012845437826,0.0399977060385566,0.03999770605130139
1.8280181329289815,1.8175707645425856,2.7988400685976114,1.0178787878787878,0.070861083907019,0.9098564229615976,0.216879771282088,0.0402575305087625,0.040253929289338,0.04025392930169855
1.8371655386482573,1.826555984352817,2.78985484878738,1.018131313131313,0.0713070657553916,0.9108656244468928,0.2181929691880966,0.040512057009329,0.0405084332321765,0.04050843324412609
1.8461974797423988,1.8354255953393783,2.7809852378008184,1.0183838383838384,0.0717499368315528,0.9118519231082276,0.2194960365049486,0.0407648300139821,0.0407611838384837,0.04076118384999995
1.8551154339672369,1.8441811046293088,2.7722297285108883,1.0186363636363636,0.0721896346806857,0.9128159273640908,0.2207888135309772,0.0410158133127078,0.041012144901353,0.04101214491241741
1.863920784715136,1.852823925381312,2.763586907758885,1.018888888888889,0.0726261050758396,0.9137582207786475,0.2220711630076318,0.0412649754288965,0.0412612849468688,0.041261284957466934
1.8726149685943856,1.8613555218190356,2.7550553113211613,1.019141414141414,0.0730593114191666,0.914679378962616,0.2233429972578124,0.0415122950024424,0.0415085826167331,0.04150858262685393
1.8811995862422393,1.869777518009407,2.74663331513079,1.0193939393939393,0.073489241113374,0.9155799814274368,0.2246042965972916,0.0417577644380145,0.0417540303162145,0.041754030325850275
