complexity,accuracy,distortion,mse,sender_delta,receiver_delta,round,run
7.200404912310887e-07,2.848513940278963e-07,5.111671043090567,1666.363574472925,0.05541687756412531,5.333408701236671,1.0,1.0
1.9781232829529927e-07,1.6032817207189964e-07,5.111671167613789,1620.433313821552,0.011750410102790532,5.159683060309305,2.0,1.0
1.3941611420875688e-07,1.2454125553063022e-07,5.1116712034007055,1576.6948990171427,0.006074536260324866,4.978283499509075,3.0,1.0
1.1534318922201692e-07,1.0689689489140619e-07,5.111671221045066,1535.1831643828525,0.0040792467868556725,4.79018011454043,4.0,1.0
1.0247968873500213e-07,9.687153834647688e-08,5.111671231070423,1495.9221577236667,0.003123915087669519,4.597641622810655,5.0,1.0
9.521081523189423e-08,9.113952259554026e-08,5.111671236802438,1458.912565341124,0.002617584738025921,4.404595171794622,6.0,1.0
9.145816015632136e-08,8.832533282543409e-08,5.111671239616628,1424.1309297618295,0.002341460726978153,4.214223844964628,7.0,1.0
9.030644143592781e-08,8.779431226457746e-08,5.111671240147649,1391.53193490165,0.00219883271043007,4.0249436027225665,8.0,1.0
9.133511369441294e-08,8.925757732924922e-08,5.111671238684384,1361.0517326903432,0.002142288331207,3.8395563289111774,9.0,1.0
9.437413339696832e-08,9.261406397342853e-08,5.111671235327897,1332.6115768688924,0.002142213843138927,3.6617376377204067,10.0,1.0
9.939931189251183e-08,9.787874688527154e-08,5.111671230063214,1306.1214076883368,0.0021806164060385533,3.487580486929107,11.0,1.0
1.0648265202917173e-07,1.051472668933684e-07,5.111671222794694,1281.4831900168574,0.002246819698938401,3.322866779287345,12.0,1.0
1.1576742231511616e-07,1.1457789383939598e-07,5.111671213364067,1258.5938952127592,0.00233545845583996,3.163799383184699,13.0,1.0
1.2745547905979038e-07,1.2638237123496765e-07,5.11167120155959,1237.348074026334,0.0024418737103814956,3.013402965732807,14.0,1.0
1.4180124452423115e-07,1.4082182886454575e-07,5.111671187120132,1217.6400068559274,0.0025634500496889753,2.86968123719839,15.0,1.0
1.5910951844944066e-07,1.5820575605118847e-07,5.111671169736205,1199.3654443326996,0.0026985441578021886,2.7348034262921033,16.0,1.0
1.79735781813406e-07,1.7889294134931788e-07,5.11167114904902,1182.4229684751444,0.002845495135593335,2.6053850940376337,17.0,1.0
2.0408819345618667e-07,2.032939203644446e-07,5.111671124648041,1166.7150147231132,0.003003779641852727,2.486017415652918,18.0,1.0
2.3263083726021705e-07,2.3187448050521198e-07,5.1116710960674805,1152.148599819848,0.0031727634815077645,2.3710871630872377,19.0,1.0
2.6588803336835554e-07,2.651601391789882e-07,5.111671062781822,1138.6358012638323,0.003352410181548025,2.264434445032443,20.0,1.0
3.044495144877146e-07,3.0374148884959595e-07,5.111671024200472,1126.094032143906,0.003542691054467967,2.1639941477222187,21.0,1.0
3.4897653478083157e-07,3.482803165866244e-07,5.111670979661644,1114.4461515941134,0.003743898234542119,2.067765118422261,22.0,1.0
4.002087035104296e-07,3.995165744896667e-07,5.1116709284253865,1103.6204466197496,0.003956093790198579,1.9793309976462234,23.0,1.0
4.5897177614051543e-07,4.582761459204221e-07,5.111670869665815,1093.5505162090549,0.004179364887345979,1.895777597061046,24.0,1.0
5.261862465744116e-07,5.254794945841468e-07,5.111670802462466,1084.1750838409034,0.004414223551423416,1.8158822358746025,25.0,1.0
6.028769128363365e-07,6.021512479748026e-07,5.111670725790713,1075.4377599761726,0.004660935769702336,1.740940882465857,26.0,1.0
6.901834090911052e-07,6.894307293947577e-07,5.111670638511232,1067.2867720237327,0.004919943484752134,1.6717516930690466,27.0,1.0
7.89371814136075e-07,7.885835948684417e-07,5.111670539358366,1059.6746756698901,0.005191584158497773,1.6055873239520135,28.0,1.0
9.018474180777503e-07,9.010145873844522e-07,5.111670426927374,1052.5580583687658,0.005476312786262576,1.542338108710735,29.0,1.0
1.029168736010888e-06,1.0282815452455907e-06,5.111670299660416,1045.8972431923216,0.005774746087660754,1.482592436345589,30.0,1.0
1.1730628628470186e-06,1.1721107746609505e-06,5.111670155831186,1039.6559990937708,0.006087495420792061,1.4277123959260092,31.0,1.0
1.3354423256117798e-06,1.3344138878323974e-06,5.111669993528073,1033.8012618975063,0.006415147861723059,1.3751970631191641,32.0,1.0
1.5184235468979068e-06,1.5173062504203472e-06,5.111669810635711,1028.3028689391592,0.006758337065681422,1.32490842897515,33.0,1.0
1.7243470331607114e-06,1.723127176944672e-06,5.111669604814784,1023.1333091883621,0.007117687477623936,1.2767466701198869,34.0,1.0
1.9557995010188733e-06,1.954462046427352e-06,5.111669373479915,1018.2674898450199,0.007493938801529673,1.2309540516223443,35.0,1.0
2.215638087221805e-06,2.2141664821617724e-06,5.111669113775479,1013.6825197630207,0.007887793740127914,1.188655286811652,36.0,1.0
2.507016809261131e-06,2.5053928300877715e-06,5.111668822549131,1009.3575095844815,0.008300004880835614,1.1483303880908096,37.0,1.0
2.833415523539884e-06,2.83161907610463e-06,5.111668496322885,1005.2733881295309,0.008731299605434948,1.1096014960061102,38.0,1.0
3.198671580051382e-06,3.196680500749949e-06,5.11166813126146,1001.4127343531906,0.009182484538256298,1.0723934386915546,39.0,1.0
3.607014425810462e-06,3.6048042595382412e-06,5.1116677231377015,997.7596240289155,0.00965441403012009,1.0366370037629284,40.0,1.0
4.063103428819659e-06,4.0606471678472644e-06,5.111667267294793,994.2994902287271,0.010147985631052762,1.0023281599931013,41.0,1.0
4.57206918547115e-06,4.569337024307174e-06,5.111666758604937,991.0189966272792,0.010664145390276948,0.9698353172646368,42.0,1.0
5.139558670208544e-06,5.1365177142770335e-06,5.111666191424247,987.9059226493123,0.011203804077824222,0.9392167559427564,43.0,1.0
5.771784543640024e-06,5.768398478878112e-06,5.111665559543482,984.9490594971052,0.011767971061570662,0.9099592263769252,44.0,1.0
6.475578995690512e-06,6.4718077528169715e-06,5.111664856134208,982.1381161291102,0.012357683051521247,0.8817796098276476,45.0,1.0
7.258452521696768e-06,7.254251899624364e-06,5.111664073690061,979.463634307125,0.012974005728023057,0.8546021116573499,46.0,1.0
8.128658139483491e-06,8.12397938432241e-06,5.111663203962577,976.9169118826319,0.013618054557079894,0.828378238261555,47.0,1.0
9.095261411573574e-06,9.09005077431857e-06,5.111662237891187,974.4899335499914,0.014291031577456563,0.8030779551232805,48.0,1.0
1.0168216924455464e-05,1.0162415161829585e-05,5.111661165526799,972.1753083525196,0.014994154229906959,0.7786925469031916,49.0,1.0
1.1358451697418559e-05,1.1351993538966099e-05,5.111659975948422,969.9662132853402,0.0157286908565232,0.7552694361783939,50.0,1.0
1.2677956227946652e-05,1.2670769770295465e-05,5.111658657172191,967.8563423950282,0.016495976633048443,0.7328337232957058,51.0,1.0
1.4139883758090832e-05,1.4131889834345657e-05,5.111657196052127,965.8398608296047,0.01729739377115736,0.7113252553138444,52.0,1.0
1.5758658589604124e-05,1.5749770065909274e-05,5.111655578171895,963.9113633428982,0.01813439452434025,0.6906552789545951,53.0,1.0
1.7550094185025955e-05,1.7540215193179165e-05,5.111653787726768,962.065836804315,0.019008479741724628,0.6707500648016423,54.0,1.0
1.9531521957105724e-05,1.952054704545958e-05,5.1116518073949155,960.2986263085966,0.019921227862058834,0.6515229122203647,55.0,1.0
2.1721931689810958e-05,2.1709744901343697e-05,5.11164961819706,958.6054045201282,0.020874269064835468,0.6329329137844979,56.0,1.0
2.4142124587456237e-05,2.4128598482775487e-05,5.111647199343478,956.9821439229186,0.021869311929220397,0.6149457790584494,57.0,1.0
2.6814880142111974e-05,2.6799874687455372e-05,5.1116445280672735,955.4250916806384,0.022908142851251593,0.5975351480897151,58.0,1.0
2.976513798103042e-05,2.974849934567203e-05,5.111641579442615,953.9307468412525,0.023992609289563906,0.580693713496532,59.0,1.0
3.302019601036932e-05,3.300175528231364e-05,5.111638326186679,952.4958396480332,0.0251246507831921,0.5644109446115306,60.0,1.0
3.6609926354458366e-05,3.658949811224943e-05,5.111634738443849,951.1173127432918,0.02630628038425977,0.5486751989733362,61.0,1.0
4.056701060051182e-05,4.054439135536825e-05,5.111630783550606,949.7923040732509,0.027539598780037124,0.5334531660707797,62.0,1.0
4.4927196068300645e-05,4.4902162569471216e-05,5.1116264257793915,948.518131322297,0.028826787863986753,0.5187385511125538,63.0,1.0
4.972957495397168e-05,4.9701882350206006e-05,5.111621626059611,947.2922777226104,0.030170126610161694,0.504516888608003,64.0,1.0
5.501688837128427e-05,5.498626817512786e-05,5.111616341673786,946.1123791010599,0.03157199034402855,0.4907525855237167,65.0,1.0
6.083585740945807e-05,6.080201532476792e-05,5.111610525926636,944.9762120394544,0.033034850743059785,0.47742484505931504,66.0,1.0
6.723754367321533e-05,6.720015718642003e-05,5.111604127784775,943.8816830369245,0.03456128474705229,0.46450566335338006,67.0,1.0
7.427774182744429e-05,7.423645758208863e-05,5.111597091484379,942.8268185745276,0.036153981616833725,0.45198680154793286,68.0,1.0
8.201740689628423e-05,8.197183785263462e-05,5.111589356104108,941.8097559922419,0.03781573918978486,0.4398588350773015,69.0,1.0
9.052311945190183e-05,9.047284177832182e-05,5.111580855100183,940.8287350975206,0.03954947176484471,0.42810854429373196,70.0,1.0
9.986759191527028e-05,9.981214160248442e-05,5.1115715158003585,939.8820904325592,0.04135821703772068,0.4167340876301615,71.0,1.0
0.00011013021957673175,0.00011006908874477972,5.111561258853216,938.9682441345486,0.04324513938199685,0.4057166579186463,72.0,1.0
0.00012139768021413033,0.00012133031307826059,5.111549997628883,938.0856993295256,0.04521353494305353,0.395052641563441,73.0,1.0
0.00013376458650959933,0.00013369037501753667,5.1115376375669435,937.2330340060257,0.04726683691333709,0.38471975196478664,74.0,1.0
0.00014733419588175423,0.00014725247491220728,5.111524075467049,936.4088953197595,0.04940862099223155,0.37470547833540946,75.0,1.0
0.00016221918261294377,0.00016212922479397207,5.111509198717167,935.6119942849308,0.05164261103332843,0.3650154011965273,76.0,1.0
0.00017854247773740894,0.0001784434877691865,5.111492884454192,934.8411008117424,0.05397268488133444,0.3556486456347094,77.0,1.0
0.00019643818248304967,0.00019632929095259044,5.111474998651008,934.0950390530885,0.0564028822985579,0.3465939940448982,78.0,1.0
0.00021605256153733876,0.00021593281821452592,5.1114553951237465,933.3726830264856,0.058937406205621254,0.3378383090672182,79.0,1.0
0.00023754512308116205,0.00023741348958239428,5.111433914452379,932.6729524799772,0.06158063495608866,0.32939233323028977,80.0,1.0
0.0002610897929340439,0.00026094513475882763,5.111410382807202,931.9948089730992,0.06433712299690096,0.3212295024007962,81.0,1.0
0.00028687619086653626,0.00028671726871287717,5.111384610673248,931.3372521460526,0.0672116139114134,0.31337305019199585,82.0,1.0
0.0003151110177892491,0.00031493647809810454,5.111356391463863,930.6993161520043,0.07020904430528795,0.3058174528377111,83.0,1.0
0.00034601956315505333,0.0003458279278341081,5.111325500014127,930.0800662289885,0.07333454724391147,0.29854367530236325,84.0,1.0
0.00037984734287022093,0.0003796369980886283,5.111291690943872,929.4785953891844,0.0765935369611182,0.29155172470997187,85.0,1.0
0.00041686187855916046,0.0004166310625670633,5.111254696879394,928.8940212044627,0.07999169021042694,0.2848413419279653,86.0,1.0
0.00045735463016782774,0.00045710142004473653,5.111214226521916,928.3254826680165,0.08353475888933322,0.27844546302221374,87.0,1.0
0.0005016430947080153,0.0005013653919174743,5.1111699625500435,927.7721371126381,0.08722883245104443,0.2723371652755848,88.0,1.0
0.0005500730849323787,0.0005497685996349588,5.111121559342326,927.2331571667971,0.09108040607165771,0.26652118931390617,89.0,1.0
0.0006030212029042303,0.0006026874368849633,5.111068640505076,926.707727730115,0.09509594061369502,0.26102207288238866,90.0,1.0
0.0006608975245310234,0.0006605317526187093,5.111010796189342,926.1950429501316,0.0992822128206041,0.2558370776744563,91.0,1.0
0.0007241485123579139,0.0007237477622101807,5.110947580179751,925.6943031824361,0.1036466180556343,0.2509759632212917,92.0,1.0
0.0007932601752020929,0.0007928212053460726,5.110878506736615,925.2047119162803,0.10819646061831725,0.24644711223402999,93.0,1.0
0.0008687614946794042,0.0008682807706197337,5.110803047171341,924.7254726477295,0.11293932685402763,0.24223926702469292,94.0,1.0
0.0009512281400478884,0.0009507018082715035,5.1107206261336895,924.255785682231,0.11788317018139087,0.23840194951889085,95.0,1.0
0.001041286494320559,0.0010407103540703844,5.110630617587891,923.7948448482096,0.12303667152304784,0.2349139402577255,96.0,1.0
0.0011396180163725234,0.001138987488928933,5.110532340453032,923.3418341029205,0.12840832272458247,0.2317884176265427,97.0,1.0
0.0012469639652099573,0.0012462740605378997,5.110425053881423,922.8959240113318,0.13400693910895223,0.22907550626814788,98.0,1.0
0.0013641305145668525,0.0013633757950319847,5.110307952146929,922.4562680782628,0.13984177807793322,0.22674001327084042,99.0,1.0
0.0014919942876367998,0.0014911688286129987,5.110180159113348,922.0219989133853,0.14592232117354173,0.2247973613794914,100.0,1.0
0.0016315083437028477,0.0016306056907531286,5.110040722251208,921.5922242079976,0.15225847251131286,0.223277854936821,101.0,1.0
0.0017837086503185162,0.0017827217726953393,5.109888606169266,921.1660225017413,0.15886044387400905,0.22222256131175264,102.0,1.0
0.001949721076540456,0.001948642316669691,5.109722685625291,920.7424387166309,0.1657388831623822,0.22163001727096318,103.0,1.0
0.0021307689447080946,0.0021295899633422266,5.109541737978619,920.3204794349326,0.1729047608542548,0.22147104560956188,104.0,1.0
0.002328181180102362,0.0023268928967663527,5.109344435045195,919.8991078965879,0.18036934573892774,0.22177084051711932,105.0,1.0
0.0025434010995226686,0.0025419936278758826,5.109129334314085,919.4772386910192,0.18814428082940582,0.2225605081097105,106.0,1.0
0.002777995881650952,0.002776458459326392,5.108894869482635,919.0537321173399,0.19624210567754632,0.223844549145606,107.0,1.0
0.003033666763437637,0.0030319876759268283,5.108639340266034,918.6273881862098,0.20467607537971863,0.22563022177562764,108.0,1.0
0.0033122600079984466,0.0033104265060615035,5.1083609014358995,918.1969402358906,0.2134589079892878,0.22790693767820258,109.0,1.0
0.0036157786905057776,0.0036137769006323595,5.108057551041329,917.7610481344897,0.22260535778915091,0.23069600604749269,110.0,1.0
0.003946395349000653,0.003944210176310747,5.10772711776565,917.3182910399842,0.23212835036069765,0.23402006394578598,111.0,1.0
0.004306465547044169,0.0043040805700194085,5.107367247371942,916.867159689449,0.24204177875198035,0.23785715589319303,112.0,1.0
0.004698542394327987,0.004695939750821054,5.10697538819114,916.4060481890306,0.25235997662629517,0.24221286373834636,113.0,1.0
0.005125392070027601,0.005122552333704178,5.106548775608257,915.9332452767062,0.26309729350378586,0.24710732981564956,114.0,1.0
0.0055900103908665955,0.005586912437475888,5.106084415504485,915.4469250308105,0.2742685965478427,0.2525433858561357,115.0,1.0
0.006095640462314478,0.006092261324928572,5.105579066617032,914.9451369988346,0.28588893335059484,0.25854501926269835,116.0,1.0
0.006645791445915705,0.006642106158318839,5.105029221783642,914.4257957231991,0.2979734238980568,0.2650849267670467,117.0,1.0
0.0072442584688339196,0.007240239896173506,5.1044310880457875,913.8866696437303,0.31053750574668226,0.2721603951211825,118.0,1.0
0.00789514369256139,0.007890762348312208,5.103780565593649,913.32536936059,0.3235994920828332,0.2797996451498913,119.0,1.0
0.008602878546199122,0.008598102394465457,5.1030732255474955,912.7393352465904,0.33717668420960456,0.288002632614048,120.0,1.0
0.009372247115376098,0.009367041357446482,5.1023042865845145,912.1258244043956,0.3512883902709113,0.29678152704774147,121.0,1.0
0.01020841066011613,0.010202737504224402,5.101468590437737,911.4818969722859,0.3659522417002983,0.30615107415180354,122.0,1.0
0.011116933213539681,0.011110751626651094,5.10056057631531,910.8044017922072,0.3811952396602808,0.31607398744960913,123.0,1.0
0.012103808187397647,0.012097073627861832,5.099574254314099,910.0899614660339,0.39703538215752904,0.32658716961048706,124.0,1.0
0.013175485879745708,0.013168150009564172,5.098503177932397,909.3349568406439,0.41348672719780344,0.33767256468560714,125.0,1.0
0.014338901743663257,0.014330912119151051,5.09734041582281,908.5355109798809,0.43057252029515486,0.3493771952751879,126.0,1.0
0.015601505233579616,0.015592804973120877,5.09607852296884,907.6874727021193,0.44830990429879314,0.3616430939874627,127.0,1.0
0.016971288996375122,0.016961816424029053,5.094709511517932,906.7863997863174,0.4667100508841179,0.3745201146541694,128.0,1.0
0.01845681811777311,0.018446506381415873,5.093224821560545,905.8275419775285,0.48578557939239025,0.38800713737064185,129.0,1.0
0.020067259069779908,0.02005603573259762,5.091615292209363,904.805823955201,0.5055538269430516,0.4020896227524538,130.0,1.0
0.021812407931705025,0.02180019453584947,5.0898711334061115,903.7158284645902,0.5260375062004832,0.41677303888445616,131.0,1.0
0.02370271737538232,0.02368942897668269,5.087981898965278,902.5517798535317,0.5472577217150674,0.43207531682269185,132.0,1.0
0.025749321814007686,0.02573486648676493,5.085936461455196,901.3075283038986,0.5692209985805644,0.44796876594959145,133.0,1.0
0.02796406001431251,0.027948338325451516,5.0837229896165095,899.9765350994394,0.5919505792737085,0.46443216530916703,134.0,1.0
0.030359494363780826,0.030342398815704996,5.081328929126256,898.5518593292838,0.6154696643868212,0.48152767175144795,135.0,1.0
0.03294892586889553,0.03293034031080033,5.078740987631161,897.0261464890324,0.6397728172903986,0.4992779025432633,136.0,1.0
