complexity,accuracy
1.951673,1.5102439
1.951673,1.5102439
1.9516726,1.5102444
1.9516735,1.5102439
1.9516735,1.5102439
1.951673,1.5102444
1.951673,1.5102444
1.9516735,1.5102439
1.951673,1.5102439
1.951673,1.5102439
1.951673,1.5102448
1.9516735,1.5102448
1.940599,1.5051904
1.940599,1.5051899
1.940599,1.5051904
1.940599,1.5051904
1.940599,1.5051899
1.940599,1.5051894
1.9405985,1.5051894
1.940599,1.5051899
1.940599,1.5051908
1.940599,1.5051904
1.940599,1.5051899
1.9405985,1.5051904
0.9451332,0.8134303
0.9451337,0.8134303
0.9451332,0.8134303
0.9451332,0.8134303
0.9451337,0.8134303
0.9451332,0.8134308
0.9451337,0.8134303
0.9451332,0.8134303
0.9451337,0.8134303
0.9451332,0.8134303
0.9451332,0.8134303
0.9451332,0.8134308
1.9516606,1.5102396
1.9516606,1.5102396
1.9516606,1.5102396
1.9516606,1.5102391
1.9516606,1.5102391
1.9516602,1.5102391
1.9516606,1.5102391
1.9516606,1.5102391
1.9516611,1.5102391
1.9516611,1.5102391
1.9516606,1.5102391
1.9516606,1.5102396
1.951314,1.5100908
1.9513135,1.5100918
1.9513135,1.5100913
1.951314,1.5100913
1.9513135,1.5100923
1.9513135,1.5100908
1.951313,1.5100908
1.9513125,1.5100923
1.9513135,1.5100908
1.9513125,1.5100913
1.951314,1.5100913
1.951314,1.5100918
1.9394755,1.5047016
1.9394755,1.5047016
1.939476,1.5047011
1.939475,1.5047007
1.9394755,1.5047011
1.939476,1.5047011
1.9394755,1.5047011
1.939476,1.5047011
1.939476,1.5047007
1.939476,1.5047011
1.939475,1.5047007
1.939475,1.5047007
1.9156642,1.4929562
1.9156642,1.4929571
1.9156647,1.4929566
1.9156642,1.4929562
1.9156647,1.4929581
1.9156647,1.4929566
1.9156642,1.4929562
1.9156647,1.4929562
1.9156642,1.4929562
1.9156642,1.4929571
1.9156647,1.4929571
1.9156647,1.4929571
1.9423299,1.5059986
1.9423304,1.5059986
1.9423304,1.5059991
1.9423299,1.5059986
1.9423299,1.5059991
1.9423304,1.5059986
1.9423299,1.5059991
1.9423299,1.5059991
1.9423304,1.5059986
1.9423304,1.5059981
1.9423299,1.5059991
1.9423299,1.5059991
