complexity,accuracy,distortion,mse,sender_delta,receiver_delta,min_epsilon,min_beta,run
3.954585035725793,3.82931243090069,1.2823588972301616,5.839689618277749,0.1054988668500231,0.1899802994340422,0.0006312368515626709,1.198335923124756,0
