complexity,accuracy,distortion,mse,eu_gamma,kl_eb,min_gnid,gnid_beta,sender_delta,receiver_delta,min_epsilon,min_beta,run
3.6786309072437273,3.515939882472006,32.98248691439113,9.158450520706587,0.595428017463948,0.0199143220762595,0.000241048941463,1.2688442211055275,0.0442809469875106,0.0277284965097505,4.390216679740543e-05,1.2688442211055277,0
