accuracy,complexity
5.074220979884328e-12,5.075090261159328e-12
1.2037699400044515e-05,1.2039981783833459e-05
0.00017163579434488163,0.00017166717839747406
0.00742703352345097,0.007428280427369964
1.376700806808788,1.3769241661632863
3.320312537566506,3.3215611049386857
3.3206231427395467,3.321915129942795
3.320630695836387,3.3219269101254127
3.32063128211305,3.321927982685029
3.3206313310761635,3.3219280844144734
3.3206313351629304,3.321928093920199
3.320631335504262,3.3219280947988574
3.3206313355327697,3.321928094879324
3.3206313355351504,3.3219280948866357
3.320631335535349,3.321928094887297
3.3206313355353663,3.321928094887357
3.3206313355353676,3.321928094887361
3.3206313355353676,3.3219280948873613
