complexity,accuracy
2.3010654,2.2873487
2.3010654,2.2873487
2.301066,2.2873487
2.301066,2.2873483
2.301066,2.2873483
2.3010654,2.2873478
2.301066,2.2873483
2.3010654,2.2873487
2.301066,2.2873483
2.301066,2.2873483
2.3010654,2.2873487
2.3010654,2.2873478
2.3269444,2.3129172
2.3269444,2.3129172
2.3269444,2.3129177
2.3269439,2.3129177
2.3269434,2.3129172
2.3269444,2.3129177
2.3269434,2.3129172
2.3269444,2.3129177
2.3269434,2.3129177
2.3269434,2.3129172
2.3269444,2.3129172
2.3269444,2.3129177
2.4051018,2.3901873
2.4051018,2.3901873
2.4051013,2.3901873
2.4051013,2.3901863
2.4051018,2.3901873
2.4051018,2.3901873
2.4051013,2.3901877
2.4051013,2.3901863
2.4051018,2.3901873
2.4051018,2.3901873
2.4051018,2.3901873
2.4051013,2.3901863
2.3074093,2.293746
2.3074088,2.293746
2.3074093,2.2937465
2.3074093,2.293747
2.3074093,2.2937465
2.3074093,2.2937465
2.3074093,2.293746
2.3074088,2.293746
2.3074093,2.2937465
2.3074088,2.293746
2.3074088,2.293746
2.3074093,2.2937465
2.4604807,2.4445095
2.4604807,2.4445095
2.4604807,2.4445095
2.4604812,2.4445095
2.4604812,2.4445105
2.4604807,2.4445095
2.4604812,2.4445095
2.4604807,2.4445095
2.4604807,2.4445105
2.4604807,2.4445095
2.4604807,2.4445095
2.4604807,2.4445105
2.2786436,2.2652645
2.2786436,2.265264
2.2786427,2.265264
2.2786427,2.2652645
2.2786436,2.265264
2.2786436,2.2652645
2.2786427,2.265264
2.2786427,2.2652645
2.2786436,2.2652645
2.2786427,2.2652645
2.2786436,2.2652645
2.2786436,2.2652645
2.418476,2.4032068
2.418476,2.4032068
2.418476,2.4032059
2.418476,2.4032068
2.418476,2.4032068
2.418476,2.4032068
2.418476,2.4032059
2.418476,2.4032068
2.418476,2.4032068
2.418476,2.4032068
2.418476,2.4032059
2.418476,2.4032059
2.32905,2.3150034
2.3290505,2.3150034
2.3290505,2.3150034
2.3290505,2.3150034
2.3290505,2.3150034
2.3290505,2.315003
2.3290505,2.3150034
2.3290505,2.3150034
2.3290505,2.3150034
2.329051,2.3150034
2.3290505,2.315003
2.3290505,2.3150034
