complexity,accuracy,distortion,mse
5.6658154,4.754875,0.3567953,0.82484734
5.455449,4.714115,0.39755535,0.8786029
-5.722046e-06,-2.861023e-06,5.1116743,1666.5017
5.378919,4.6835213,0.42814922,0.9271747
5.5479794,4.705655,0.4060154,0.9344677
5.6307316,4.724085,0.38758564,0.9346282
5.8243685,4.768529,0.34314156,0.9051145
5.971572,4.8260307,0.28563976,0.72719544
