complexity,accuracy,distortion,mse
5.974476,4.911186,0.20048428,0.36668622
5.844394,4.861048,0.25062227,0.4902
-5.722046e-06,-2.861023e-06,5.1116734,1666.5017
5.8939734,4.8740196,0.23765087,0.48491564
5.9427633,4.8989267,0.21274471,0.39924356
6.007922,4.911892,0.19977856,0.38554758
6.111054,4.936788,0.17488337,0.353621
5.9952207,4.8811064,0.23056507,0.482821
