complexity,accuracy
3.120775,3.119768
3.3206313,3.319498
3.120775,3.1197677
3.1206315,3.1194983
2.9207845,2.9197862
3.3206303,3.3194976
3.120631,3.119498
2.920649,2.9195342
3.1207757,3.1197686
3.1206312,3.1194983
